time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1684.000,2.638,6.664,0.280,1.000,4.990,146.000,0.500,0.220
1326.000,2.083,6.998,0.400,1.100,3.300,257.000,3.400,1.150
1394.000,2.572,6.001,0.400,0.700,4.000,16.000,0.200,0.230
15523.000,2.341,5.594,0.240,0.300,4.450,38.000,0.600,0.070
1472.000,2.370,5.812,0.220,0.300,3.640,106.000,1.400,0.910
2396.000,2.510,6.175,0.300,0.200,4.370,302.000,0.600,0.280
2443.000,2.816,5.786,0.260,0.800,4.380,213.000,0.700,0.220
1821.000,2.668,6.266,0.260,0.700,2.930,130.000,1.000,0.060
2767.000,2.450,6.062,0.210,0.600,4.820,212.000,0.300,0.080
1690.000,2.624,6.481,0.180,0.200,1.560,38.000,1.700,1.060
1608.000,2.385,5.869,0.370,0.000,4.910,145.000,0.400,0.340
2926.000,2.905,6.560,0.280,0.900,5.180,210.000,0.000,0.140
2381.000,2.481,6.327,0.230,0.200,0.600,106.000,2.400,2.040
1380.000,2.443,6.098,0.380,0.600,4.510,178.000,0.000,0.400
4403.000,2.605,6.352,0.310,0.700,4.420,293.000,0.200,0.150
4824.000,2.339,6.671,0.210,3.000,3.350,250.000,2.100,0.000
4644.000,2.610,6.955,0.270,0.800,4.200,221.000,2.600,0.220
12792.000,2.476,6.692,0.380,0.700,2.640,209.000,1.200,0.960
1587.000,2.729,5.748,0.300,0.800,4.430,71.000,1.100,0.490
2008.000,2.633,6.833,0.290,0.200,5.050,199.000,0.200,0.400
1497.000,2.550,6.194,0.270,0.400,2.630,196.000,2.200,0.640
2428.000,2.650,6.113,0.250,0.500,3.490,160.000,0.200,0.310
1644.000,2.619,6.333,0.230,0.100,2.070,138.000,2.400,1.150
1379.000,2.707,6.784,0.260,0.200,2.120,122.000,3.000,2.730
612.000,2.628,7.102,0.420,2.400,5.200,271.000,1.500,0.150
1163.000,2.640,6.581,0.320,0.600,3.630,202.000,3.900,1.120
2556.000,2.431,5.549,0.130,0.000,4.970,258.000,1.000,0.360
1413.000,2.790,5.543,0.230,0.400,5.360,120.000,0.800,0.140
1784.000,2.222,5.648,0.340,1.700,4.290,217.000,1.000,0.100
1269.000,2.835,6.732,0.310,2.700,4.380,266.000,1.700,0.220
1705.000,2.488,6.041,0.280,0.100,4.550,52.000,0.200,0.430
4628.000,2.540,6.020,0.260,0.100,5.440,36.000,1.100,0.480
1603.000,2.705,6.103,0.300,0.300,3.070,106.000,0.800,0.540
1538.000,2.701,5.871,0.290,0.500,4.830,86.000,1.100,0.240
5760.000,2.580,6.692,0.160,2.000,4.800,346.000,0.300,0.320
4933.000,2.702,6.740,0.240,2.000,4.050,153.000,1.700,0.310
1688.000,2.397,6.504,0.310,1.900,4.530,224.000,0.300,0.220
9643.000,2.509,6.539,0.320,0.200,0.920,267.000,3.700,1.210
1915.000,2.402,6.080,0.300,0.700,4.950,153.000,0.600,0.250
2684.000,2.623,6.174,0.270,1.200,4.920,95.000,0.600,0.200
1514.000,2.610,5.541,0.220,1.200,4.640,264.000,1.000,1.240
1257.000,2.704,6.097,0.300,1.400,4.990,106.000,0.500,0.170
868.000,2.734,6.734,0.280,1.000,4.860,82.000,1.000,0.400
2771.000,2.796,6.187,0.300,1.100,4.210,142.000,1.200,0.290
1259.000,2.578,6.131,0.280,0.200,5.000,120.000,0.900,0.300
2553.000,2.203,6.740,0.330,0.700,4.080,100.000,0.300,0.640
4575.000,2.633,6.013,0.180,0.500,3.750,211.000,1.000,0.090
1529.000,2.595,6.733,0.300,0.900,4.590,333.000,0.300,0.670
2830.000,2.639,6.283,0.280,1.000,4.790,223.000,0.100,0.090
4179.000,2.318,6.477,0.330,3.000,3.560,172.000,1.500,0.650
4249.000,2.599,6.509,0.350,1.200,4.720,67.000,0.200,0.270
2341.000,2.720,6.308,0.260,1.400,4.160,11.000,0.700,0.150
8166.000,2.731,6.862,0.260,0.200,3.910,146.000,0.700,1.580
1052.000,2.460,5.971,0.130,1.100,4.720,200.000,1.400,0.050
2728.000,2.681,6.152,0.290,0.300,3.760,89.000,0.100,0.440
2519.000,2.475,6.030,0.350,1.000,4.080,84.000,0.600,0.510
5484.000,2.644,6.125,0.360,0.400,4.040,60.000,1.700,0.910
1618.000,2.520,6.534,0.320,2.300,5.120,12.000,2.500,0.580
3494.000,2.600,5.661,0.270,0.200,5.380,120.000,0.000,0.020
1765.000,2.314,6.317,0.400,1.000,4.180,305.000,0.700,0.280
8735.000,2.630,5.831,0.280,0.600,4.420,221.000,0.000,0.090
560.000,2.584,6.331,0.380,1.300,4.480,94.000,0.800,0.080
686.000,2.502,7.035,0.160,0.700,4.760,188.000,0.900,0.550
1551.000,2.556,6.204,0.290,0.300,3.490,13.000,1.400,0.470
978.000,2.705,6.801,0.390,0.500,4.730,358.000,0.500,0.140
226.000,2.838,6.234,0.320,0.400,4.870,70.000,0.500,0.950
1005.000,2.650,6.114,0.140,0.000,2.340,17.000,3.200,0.630
1832.000,2.499,6.648,0.300,0.200,0.840,116.000,3.100,2.110
1207.000,2.346,6.207,0.360,0.200,4.620,320.000,0.500,0.230
7205.000,2.349,6.531,0.270,1.600,4.710,263.000,2.100,0.260
2759.000,2.517,6.134,0.290,0.000,5.200,103.000,0.700,0.100
3123.000,2.433,5.848,0.190,1.100,1.840,58.000,2.600,2.190
2555.000,2.800,6.052,0.220,1.000,4.780,354.000,0.400,0.450
1451.000,2.660,6.051,0.280,0.900,3.070,57.000,1.400,0.630
1536.000,2.402,5.832,0.320,1.000,4.870,69.000,0.900,0.060
524.000,2.581,6.485,0.420,1.200,3.270,312.000,1.200,0.510
2375.000,2.681,6.759,0.280,0.100,4.280,226.000,0.900,0.500
1202.000,2.992,6.186,0.190,0.400,3.950,206.000,0.600,0.600
20146.000,2.535,6.252,0.430,1.800,4.510,88.000,0.200,0.340
1599.000,2.490,5.588,0.250,0.800,3.910,181.000,0.200,0.240
5729.000,2.272,7.033,0.280,1.000,4.850,384.000,1.000,0.610
5656.000,2.569,6.388,0.220,1.900,5.750,219.000,0.300,0.050
178.000,2.570,6.600,0.140,0.000,3.170,145.000,3.500,2.020
3295.000,2.584,6.493,0.280,2.000,4.390,213.000,0.600,0.650
182.000,2.736,7.010,0.330,1.200,3.840,319.000,2.000,0.360
1623.000,2.507,6.202,0.230,0.600,4.270,301.000,0.400,0.700
1903.000,2.737,6.772,0.130,1.700,3.590,268.000,4.500,0.230
1644.000,2.700,6.484,0.220,0.300,2.180,286.000,3.600,1.090
4062.000,2.492,6.107,0.190,0.400,3.020,41.000,2.100,1.020
1624.000,2.690,5.876,0.330,0.000,3.350,14.000,2.200,0.640
2358.000,2.680,6.634,0.260,1.100,4.010,329.000,1.200,0.620
1387.000,2.864,6.793,0.260,1.800,4.680,207.000,1.100,0.360
1267.000,2.580,6.296,0.290,0.100,4.330,8.000,1.800,0.160
830.000,2.959,6.633,0.260,1.800,3.690,187.000,0.500,0.900
1451.000,2.514,6.189,0.240,0.600,4.910,36.000,0.900,0.420
4611.000,2.719,5.957,0.260,0.600,4.240,46.000,0.400,0.590
2487.000,2.397,6.119,0.320,1.800,5.500,20.000,0.800,0.030
233.000,2.867,6.221,0.280,3.000,5.230,305.000,0.100,0.580
1709.000,2.640,6.178,0.300,0.700,5.240,260.000,1.300,0.170
127.000,2.520,5.826,0.310,0.500,4.340,82.000,0.300,0.590
780.000,2.664,5.987,0.340,1.500,4.650,297.000,1.200,0.520
10363.000,2.566,6.218,0.170,1.300,0.660,4.000,2.400,1.850
3291.000,2.484,5.830,0.290,0.200,4.830,207.000,1.400,0.560
2542.000,2.720,6.364,0.240,1.900,5.100,127.000,0.900,0.840
1428.000,2.622,5.994,0.160,0.500,2.640,55.000,1.700,1.260
2563.000,2.532,6.031,0.280,0.400,3.060,55.000,1.000,0.210
1154.000,2.539,6.703,0.300,0.900,4.910,76.000,0.500,0.120
2015.000,2.564,5.830,0.250,0.400,3.860,214.000,0.700,0.220
2667.000,2.611,6.167,0.250,0.500,5.070,229.000,0.800,0.130
226.000,2.697,6.258,0.320,0.400,5.270,111.000,0.300,0.980
364.000,2.720,6.753,0.260,1.800,4.590,209.000,2.000,0.560
1813.000,2.734,6.330,0.270,0.700,4.720,156.000,0.800,0.190
1322.000,2.765,5.824,0.250,1.400,4.520,163.000,0.100,0.200
1692.000,2.647,6.377,0.400,1.000,4.700,110.000,0.100,0.470
82.000,2.731,5.819,0.260,1.800,3.700,317.000,0.400,0.350
2092.000,2.518,5.763,0.460,0.500,1.320,25.000,0.500,0.640
1556.000,2.550,6.455,0.250,2.100,5.150,294.000,1.900,0.290
872.000,2.619,6.712,0.430,0.200,3.970,167.000,0.600,0.280
1294.000,2.694,6.398,0.270,1.800,3.280,230.000,0.700,0.330
1672.000,2.536,5.997,0.280,0.400,4.580,138.000,0.500,0.590
1039.000,2.548,6.228,0.230,1.100,4.330,84.000,0.000,0.110
341.000,2.693,6.661,0.300,1.500,4.270,349.000,2.700,0.080
1274.000,2.374,6.904,0.260,1.800,4.360,252.000,0.100,0.450
1069.000,2.540,6.322,0.340,1.600,4.450,146.000,0.200,0.360
1095.000,2.656,5.813,0.320,0.200,5.360,1.000,0.200,0.550
35.000,2.692,6.122,0.300,1.600,4.690,164.000,1.000,0.210
3423.000,2.401,6.875,0.280,1.000,4.240,275.000,1.700,0.030
1674.000,2.544,6.430,0.240,1.000,4.590,230.000,0.900,0.160
4457.000,2.462,6.054,0.330,0.100,4.700,19.000,0.700,0.100
1336.000,2.740,6.837,0.310,0.200,0.330,278.000,5.000,1.550
1432.000,2.751,6.056,0.240,0.400,2.980,78.000,1.000,0.060
326.000,2.424,6.795,0.310,1.000,3.550,246.000,1.400,0.000
1472.000,2.618,6.469,0.320,1.400,4.490,164.000,1.400,0.370
3227.000,2.351,6.005,0.260,0.400,4.500,200.000,1.400,1.800
1711.000,2.683,6.449,0.350,2.500,3.650,177.000,0.100,1.170
2737.000,2.573,6.461,0.420,0.300,3.550,313.000,1.500,0.150
1236.000,2.901,6.590,0.290,1.200,4.500,269.000,1.200,1.120
1246.000,2.708,5.953,0.240,0.200,4.660,45.000,0.200,0.100
3380.000,2.940,6.665,0.320,1.800,4.640,163.000,1.400,0.520
2938.000,2.605,5.933,0.240,1.600,4.960,205.000,1.100,0.870
1022.000,2.620,6.715,0.440,1.200,4.490,248.000,0.700,0.470
201.000,2.868,6.675,0.220,0.800,4.580,224.000,0.900,0.290
4368.000,2.701,6.430,0.310,0.700,3.110,336.000,0.800,0.880
1411.000,2.537,6.547,0.320,1.300,4.280,83.000,0.200,0.530
1496.000,2.617,6.860,0.390,0.000,4.460,171.000,0.500,0.260
9098.000,2.321,6.155,0.290,0.300,2.790,47.000,1.900,0.690
1434.000,2.721,7.068,0.280,0.600,3.040,97.000,1.200,0.540
1292.000,2.724,6.465,0.190,0.600,4.540,50.000,1.300,1.350
1380.000,2.812,6.413,0.250,0.100,3.540,22.000,3.000,1.020
1539.000,2.636,6.544,0.260,0.300,1.910,116.000,3.000,0.350
15859.000,2.343,6.373,0.270,0.400,4.840,185.000,0.400,0.880
40.000,2.711,6.524,0.170,0.000,1.970,102.000,2.000,1.390
2665.000,2.772,6.122,0.240,0.700,4.790,124.000,1.000,0.070
1405.000,2.606,5.495,0.300,0.800,4.190,33.000,1.100,0.430
1895.000,2.552,6.692,0.280,1.200,4.330,281.000,1.900,0.450
3113.000,2.695,6.089,0.310,0.200,4.660,5.000,0.800,0.470
1430.000,2.680,6.245,0.330,1.200,4.000,272.000,1.300,0.440
2912.000,2.732,6.303,0.120,0.400,1.300,229.000,2.400,1.380
1285.000,2.471,6.510,0.320,1.600,3.900,246.000,0.200,0.460
1376.000,2.938,5.409,0.280,0.200,4.460,27.000,1.100,0.250
1621.000,2.270,6.072,0.300,0.600,4.430,181.000,0.300,0.500
18.000,2.963,6.554,0.200,0.600,4.410,205.000,2.800,0.350
5341.000,2.704,6.696,0.440,0.300,2.980,340.000,3.900,0.730
28.000,2.676,6.443,0.300,2.600,3.050,327.000,0.800,0.520
2590.000,2.689,6.974,0.140,1.000,5.050,358.000,3.100,0.010
2081.000,3.018,5.805,0.270,0.200,4.840,8.000,0.100,0.200
1733.000,2.824,6.393,0.320,1.500,4.260,117.000,0.100,0.800
1673.000,2.718,6.040,0.340,0.700,4.600,48.000,0.600,0.500
5467.000,2.831,5.674,0.260,0.600,5.200,37.000,0.300,0.110
1520.000,2.607,5.957,0.270,0.800,4.760,179.000,0.700,0.080
2601.000,2.679,6.430,0.340,0.600,4.540,279.000,1.500,0.100
1472.000,2.500,7.131,0.310,1.200,4.650,293.000,1.500,0.090
3121.000,2.376,6.251,0.390,1.400,4.770,102.000,0.900,0.890
1338.000,2.591,6.299,0.270,1.000,4.620,172.000,0.500,0.440
1458.000,2.704,5.657,0.270,0.500,4.880,213.000,0.700,0.460
585.000,2.477,6.202,0.310,1.100,4.080,21.000,0.100,0.500
1868.000,2.492,5.838,0.300,0.600,3.690,116.000,0.700,0.040
2342.000,2.465,6.717,0.410,0.700,3.770,251.000,5.100,0.150
4907.000,2.571,6.582,0.260,1.000,2.740,69.000,2.400,0.090
6430.000,2.820,5.545,0.170,0.800,5.280,50.000,0.400,0.580
4624.000,2.466,6.148,0.250,1.300,5.340,236.000,0.500,0.310
1564.000,2.466,6.383,0.280,1.700,3.540,174.000,0.000,0.700
100.000,2.224,5.637,0.170,0.000,2.380,43.000,0.900,0.070
411.000,2.735,6.534,0.270,0.900,4.700,161.000,0.400,0.280
4180.000,2.747,6.211,0.340,0.800,4.190,128.000,0.500,0.270
341.000,2.335,5.783,0.280,0.400,4.090,208.000,0.800,0.020
4409.000,2.671,6.166,0.280,0.000,5.010,8.000,0.200,0.570
917.000,2.180,5.762,0.240,0.500,3.880,85.000,0.600,0.270
1272.000,2.445,5.823,0.240,1.000,4.250,81.000,0.300,0.210
1510.000,2.703,5.954,0.220,0.400,3.250,111.000,0.100,0.050
683.000,2.555,6.038,0.280,1.900,5.020,348.000,0.600,0.420
98.000,2.735,5.921,0.120,0.000,3.010,180.000,0.200,0.270
1341.000,2.613,6.559,0.230,0.300,2.620,27.000,3.200,0.530
1230.000,2.761,6.300,0.380,0.500,4.290,70.000,0.900,0.200
1025.000,2.655,6.402,0.310,1.200,2.930,268.000,1.300,0.690
31.000,2.654,6.243,0.280,1.300,4.140,233.000,0.100,0.690
1431.000,2.654,6.018,0.320,0.700,4.580,115.000,0.400,0.060
2949.000,2.708,6.344,0.300,0.900,5.000,231.000,0.100,0.230
2554.000,2.580,6.453,0.260,1.400,3.260,260.000,0.400,0.580
4428.000,2.610,6.143,0.440,0.900,3.000,288.000,1.300,0.210
2914.000,2.513,5.780,0.300,1.600,3.930,144.000,0.600,0.350
1072.000,2.713,6.851,0.250,0.100,1.830,155.000,5.200,1.480
1540.000,2.589,6.481,0.320,0.200,1.580,170.000,2.000,1.220
1610.000,2.051,6.128,0.380,1.700,2.940,376.000,1.400,0.880
181.000,2.788,5.870,0.270,1.500,4.100,86.000,0.600,0.670
2632.000,2.554,6.719,0.320,0.200,4.280,193.000,0.000,0.020
349.000,2.784,6.657,0.280,1.500,4.470,331.000,1.100,0.240
1257.000,2.485,5.680,0.310,0.600,4.780,90.000,0.700,0.270
1211.000,2.520,6.572,0.280,2.000,3.680,339.000,2.300,0.650
7463.000,2.577,6.527,0.280,0.400,4.120,217.000,0.700,0.280
1977.000,2.486,5.297,0.170,0.100,3.760,65.000,1.000,1.400
1325.000,2.406,6.489,0.320,1.400,4.310,198.000,0.700,0.540
988.000,2.596,5.827,0.220,0.200,3.990,231.000,0.500,0.230
1094.000,2.724,6.019,0.370,1.200,4.120,146.000,0.300,0.220
3291.000,2.437,5.257,0.210,0.400,4.740,175.000,0.300,0.450
1581.000,2.571,6.407,0.300,2.300,4.260,204.000,2.000,0.240
1589.000,2.378,5.964,0.220,0.000,4.340,147.000,0.900,0.300
1316.000,2.707,5.866,0.160,0.200,1.650,232.000,2.400,0.880
573.000,2.738,5.942,0.300,1.400,3.320,328.000,0.500,0.810
1523.000,2.592,5.695,0.250,0.800,4.290,19.000,1.200,0.310
2508.000,2.601,6.214,0.300,1.600,4.070,165.000,0.700,0.140
4049.000,2.272,6.084,0.290,0.100,4.360,231.000,0.200,0.630
913.000,2.530,6.701,0.130,0.200,2.460,132.000,0.400,1.880
2730.000,2.513,6.802,0.270,1.000,4.950,157.000,0.700,0.260
18568.000,2.865,6.961,0.210,1.100,3.780,178.000,1.400,0.130
1669.000,2.583,6.339,0.360,0.700,4.150,139.000,3.300,0.130
1492.000,2.594,5.678,0.240,1.400,5.130,147.000,0.200,0.230
5400.000,2.745,6.047,0.250,0.400,4.320,115.000,0.000,0.560
6715.000,2.751,6.042,0.420,0.000,2.720,127.000,2.300,0.440
321.000,2.861,6.701,0.310,0.800,4.030,338.000,1.700,0.800
4570.000,2.430,6.196,0.250,2.300,4.460,81.000,0.500,0.300
1477.000,2.459,6.505,0.230,0.600,4.020,108.000,2.300,1.080
3309.000,2.626,5.884,0.230,0.000,2.740,80.000,1.600,0.040
2516.000,2.534,5.805,0.230,1.600,5.000,172.000,0.500,0.030
2944.000,2.775,6.001,0.400,0.400,4.740,89.000,0.300,0.400
27.000,2.478,6.218,0.290,0.100,5.150,125.000,0.200,0.010
1912.000,2.405,6.209,0.300,2.400,4.450,230.000,0.000,0.530
1344.000,2.288,5.961,0.330,2.500,4.400,239.000,1.500,0.200
1842.000,2.621,6.303,0.280,1.200,4.740,99.000,0.500,0.540
7201.000,2.701,6.520,0.310,1.200,4.480,327.000,2.200,0.040
2343.000,2.512,5.684,0.370,0.500,4.620,260.000,0.100,0.120
1489.000,2.353,6.508,0.380,0.300,4.490,313.000,0.600,0.300
1557.000,2.713,6.499,0.240,0.400,4.010,98.000,0.200,1.220
1430.000,2.948,6.033,0.180,1.400,4.800,19.000,0.000,0.100
590.000,2.540,5.600,0.280,0.200,3.960,48.000,0.000,0.040
1666.000,2.350,6.375,0.430,1.000,4.790,281.000,1.100,0.220
112.000,2.315,5.800,0.260,2.600,4.090,125.000,0.000,0.560
1368.000,2.554,5.949,0.120,0.600,1.560,233.000,4.800,0.330
1813.000,2.704,6.644,0.360,0.000,3.650,188.000,1.800,0.060
2840.000,2.552,6.690,0.280,0.800,2.410,240.000,3.100,0.190
1347.000,2.569,6.326,0.270,1.000,4.810,193.000,0.400,0.500
18562.000,2.955,6.929,0.140,1.100,4.670,121.000,1.500,0.040
2867.000,2.920,6.499,0.320,0.900,4.850,200.000,0.800,0.520
10107.000,2.658,6.069,0.390,1.100,2.790,129.000,1.400,0.800
76.000,2.474,6.728,0.290,2.200,3.640,288.000,0.800,0.920
3413.000,2.346,6.256,0.370,0.200,2.600,121.000,0.400,0.340
4067.000,2.747,6.490,0.270,0.100,2.960,275.000,1.300,1.150
8837.000,2.765,6.169,0.290,1.500,4.450,76.000,0.100,0.070
1875.000,2.671,6.236,0.250,1.900,4.770,201.000,1.000,0.010
2754.000,2.652,6.762,0.320,0.600,4.760,368.000,1.800,0.680
3965.000,2.554,5.875,0.390,0.800,4.260,215.000,0.400,0.140
2481.000,2.530,6.399,0.310,0.700,4.040,216.000,1.900,0.580
4859.000,2.567,6.185,0.310,0.500,3.730,229.000,3.400,0.280
1590.000,2.710,5.986,0.150,0.800,0.740,124.000,3.500,2.740
7479.000,2.846,6.190,0.290,1.000,4.930,93.000,0.800,0.290
1324.000,2.697,5.612,0.340,0.900,2.880,90.000,2.400,1.200
984.000,2.445,6.629,0.340,1.000,4.630,223.000,1.500,0.120
1081.000,2.770,7.323,0.280,2.100,4.390,358.000,3.000,0.710
1232.000,2.578,6.041,0.280,1.400,3.270,156.000,0.900,0.430
1381.000,2.553,5.754,0.280,0.800,3.550,237.000,0.900,0.740
7172.000,2.790,6.182,0.230,2.100,5.340,222.000,0.800,0.210
2304.000,2.532,5.910,0.370,1.400,4.680,145.000,0.000,0.130
1170.000,2.570,6.292,0.430,0.700,4.250,208.000,0.200,0.230
1485.000,2.717,6.769,0.210,1.800,3.610,107.000,0.900,0.910
5654.000,2.524,5.866,0.210,1.100,5.760,62.000,0.400,0.290
63.000,2.586,6.615,0.260,0.800,4.010,208.000,1.500,0.540
1231.000,2.680,6.515,0.280,1.300,4.830,183.000,1.900,0.430
1133.000,2.615,6.697,0.340,0.700,1.770,174.000,4.700,0.470
9984.000,2.480,5.926,0.120,0.300,1.460,7.000,3.100,1.010
5549.000,2.497,5.795,0.200,0.400,4.750,304.000,1.000,0.320
5497.000,2.420,5.988,0.230,1.000,3.420,121.000,1.000,2.120
1902.000,2.890,6.463,0.230,0.800,4.090,122.000,4.100,0.190
1250.000,2.540,6.320,0.310,1.000,4.610,289.000,0.900,0.050
2467.000,2.579,6.286,0.270,0.800,3.130,139.000,0.400,0.060
2623.000,2.738,6.930,0.380,1.600,4.230,367.000,1.600,0.340
2045.000,2.695,6.389,0.390,0.700,3.850,187.000,1.800,0.200
1684.000,2.535,5.896,0.300,0.500,4.990,154.000,0.100,0.930
2444.000,2.707,6.612,0.410,0.200,3.600,289.000,0.400,0.520
1257.000,2.697,5.572,0.250,0.600,4.810,144.000,0.600,0.010
1776.000,2.743,6.238,0.280,0.000,2.130,2.000,1.000,0.890
2441.000,2.654,6.804,0.260,2.800,3.770,140.000,1.600,0.280
2023.000,2.288,5.510,0.270,0.200,3.830,340.000,0.400,0.570
1344.000,2.363,6.524,0.330,0.100,1.800,157.000,2.300,1.220
1333.000,2.731,6.974,0.320,2.400,3.690,384.000,1.800,0.980
152.000,2.617,6.420,0.310,0.400,3.930,266.000,2.300,0.280
1709.000,2.540,6.797,0.290,1.300,3.990,238.000,1.000,0.170
1872.000,2.776,6.835,0.230,1.000,3.200,296.000,1.800,0.190
2275.000,2.521,5.910,0.210,0.700,5.320,177.000,0.400,0.360
5546.000,2.370,6.307,0.340,1.400,5.400,217.000,0.600,0.690
564.000,2.646,5.988,0.220,1.300,4.100,216.000,0.900,0.930
1042.000,2.603,5.521,0.340,1.200,5.140,133.000,0.100,0.100
106.000,2.633,5.935,0.270,0.500,5.140,211.000,1.300,0.170
845.000,2.685,6.480,0.290,0.800,3.440,298.000,0.500,0.280
1476.000,2.601,6.417,0.330,0.300,4.360,39.000,0.800,0.150
16355.000,2.598,5.591,0.310,0.900,4.510,350.000,0.200,0.080
1185.000,2.569,6.192,0.230,1.500,4.520,206.000,1.000,0.250
1112.000,2.860,5.779,0.260,1.300,4.440,94.000,0.900,0.070
171.000,2.704,6.633,0.270,0.900,4.230,160.000,1.100,0.180
1602.000,2.585,6.415,0.230,1.300,4.220,240.000,2.700,0.900
465.000,2.570,6.515,0.210,0.400,4.680,195.000,0.700,0.270
10358.000,2.239,6.358,0.350,0.800,4.990,141.000,1.100,0.230
941.000,2.487,6.345,0.090,1.200,0.850,216.000,2.200,1.450
5780.000,2.475,6.224,0.260,0.000,2.030,142.000,1.100,2.710
3156.000,2.788,5.535,0.200,0.100,2.190,177.000,0.600,1.320
6883.000,2.505,5.508,0.220,0.200,5.310,70.000,0.500,0.090
1028.000,2.632,5.742,0.290,0.300,3.860,92.000,0.500,0.550
198.000,2.780,6.747,0.260,0.800,4.630,81.000,0.200,0.490
1232.000,2.434,6.553,0.400,1.000,3.880,320.000,0.200,0.360
1132.000,2.610,5.875,0.250,0.800,4.630,174.000,0.400,0.320
1411.000,2.440,6.949,0.280,2.400,4.250,265.000,0.300,0.700
2893.000,2.499,6.887,0.330,2.000,4.910,212.000,0.700,0.150
1556.000,2.487,6.429,0.250,1.000,4.790,178.000,0.000,0.130
1353.000,2.683,6.185,0.170,0.400,2.560,240.000,5.000,1.080
4363.000,2.660,6.127,0.210,0.200,1.950,21.000,1.800,0.640
4890.000,2.686,6.528,0.270,1.300,4.030,4.000,1.000,0.220
1934.000,2.573,6.420,0.370,0.200,5.440,132.000,0.700,1.330
2019.000,2.718,6.654,0.370,1.000,4.210,97.000,1.000,0.540
2367.000,2.645,5.946,0.260,1.800,4.150,215.000,0.800,0.110
1167.000,2.662,7.163,0.270,1.900,3.660,207.000,1.200,0.480
2605.000,2.852,5.933,0.250,0.800,3.930,125.000,0.500,1.140
1453.000,2.063,5.819,0.320,0.600,5.880,110.000,0.400,0.040
1292.000,2.607,6.780,0.250,1.200,4.370,247.000,0.100,0.500
1728.000,2.615,6.177,0.310,1.600,2.880,84.000,0.400,0.930
2907.000,2.928,6.705,0.280,1.000,5.180,35.000,1.000,0.030
1936.000,2.453,5.864,0.250,0.200,3.490,139.000,0.000,1.060
1473.000,2.515,5.627,0.190,0.500,3.750,112.000,0.700,0.310
1115.000,2.580,6.374,0.250,1.700,4.000,234.000,0.200,0.510
1347.000,2.568,5.885,0.120,0.700,4.960,153.000,0.500,0.080
2792.000,2.434,6.651,0.360,1.000,4.890,110.000,0.100,0.140
1149.000,2.411,6.581,0.280,1.000,4.730,245.000,0.100,0.510
1141.000,2.506,6.168,0.350,1.000,4.590,73.000,0.500,0.350
2571.000,2.771,6.102,0.240,0.200,3.930,112.000,0.800,0.270
1312.000,2.630,6.269,0.360,0.500,4.500,133.000,1.800,0.170
1474.000,2.735,6.317,0.210,1.100,4.980,141.000,1.800,0.840
1263.000,2.732,6.823,0.270,1.100,5.110,291.000,1.400,0.190
3122.000,2.465,5.986,0.240,0.500,3.670,39.000,1.400,0.440
2522.000,2.587,6.046,0.340,1.200,3.970,211.000,0.800,0.530
273.000,2.890,6.806,0.310,2.400,4.000,145.000,0.700,0.880
2287.000,2.540,6.280,0.280,0.200,3.920,106.000,0.800,0.220
1092.000,2.756,6.950,0.200,1.100,3.270,95.000,1.900,0.150
1298.000,2.474,5.781,0.200,0.900,3.450,34.000,2.200,0.080
2361.000,2.620,6.359,0.220,0.600,4.190,145.000,0.500,0.710
6675.000,2.599,5.799,0.250,0.200,5.050,243.000,0.000,0.300
6819.000,2.551,5.799,0.160,0.100,4.590,31.000,0.200,0.460
1719.000,2.450,6.301,0.370,1.500,5.180,14.000,0.400,0.140
953.000,2.650,6.128,0.300,1.700,3.570,48.000,0.700,0.500
273.000,2.807,6.517,0.300,1.400,4.480,213.000,0.200,0.510
1269.000,2.470,6.275,0.400,0.700,4.800,206.000,1.400,0.320
837.000,2.555,6.152,0.260,0.200,4.710,148.000,1.200,0.200
525.000,2.804,5.316,0.140,1.100,2.410,201.000,1.600,0.590
653.000,2.622,7.003,0.330,1.000,4.510,181.000,1.800,0.050
5379.000,2.360,6.004,0.220,1.000,3.700,112.000,1.700,1.860
1099.000,2.450,6.091,0.380,1.300,1.680,117.000,2.800,0.200
1.000,2.539,5.890,0.200,0.100,3.240,16.000,0.600,0.820
1124.000,2.785,5.850,0.380,1.600,3.370,157.000,0.300,0.620
77.000,2.696,7.035,0.250,0.800,3.110,167.000,2.300,0.730
6137.000,2.667,6.568,0.290,0.500,3.450,249.000,0.200,0.190
1384.000,2.735,6.566,0.320,0.100,4.370,344.000,1.700,0.320
1258.000,2.650,7.087,0.320,1.000,3.420,338.000,5.200,0.180
18411.000,2.850,6.849,0.350,1.000,3.770,384.000,2.600,0.530
4015.000,2.604,6.067,0.280,0.400,4.100,57.000,0.200,0.100
872.000,2.623,6.571,0.260,2.600,3.700,297.000,1.200,0.680
4216.000,2.415,6.648,0.320,0.800,3.000,152.000,2.700,0.330
1445.000,2.183,6.547,0.350,0.600,4.260,297.000,0.800,0.610
4278.000,2.648,5.579,0.200,0.600,4.630,86.000,0.400,0.080
1857.000,2.679,6.459,0.250,0.700,4.510,131.000,0.400,0.360
1674.000,2.660,6.702,0.300,0.200,3.410,39.000,1.400,0.080
