time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Class
0.058,0.596,0.342,0.162,0.158,0.496,0.272,0.033,0.148,1.000
0.027,0.309,0.417,0.130,0.281,0.456,0.288,0.055,0.022,1.000
0.062,0.295,0.792,0.032,0.105,0.060,0.128,0.109,0.313,1.000
0.004,0.809,0.404,0.130,0.404,0.538,0.199,0.011,0.058,1.000
0.294,0.491,0.393,0.130,0.053,0.538,0.173,0.033,0.090,1.000
0.060,0.542,0.404,0.092,0.018,0.296,0.011,0.071,0.023,1.000
0.060,0.525,0.951,0.130,0.421,0.422,0.329,0.098,0.013,1.000
0.195,0.601,0.345,0.076,0.123,0.197,0.128,0.158,0.118,1.000
0.186,0.281,0.520,0.135,0.333,0.524,0.353,0.000,0.066,1.000
0.063,0.587,0.359,0.151,0.105,0.557,0.019,0.016,0.023,1.000
0.131,0.566,0.123,0.157,0.088,0.551,0.084,0.027,0.028,1.000
0.072,0.417,0.790,0.173,0.263,0.490,0.388,0.016,0.083,1.000
0.059,0.475,0.571,0.130,0.298,0.546,0.293,0.016,0.008,1.000
0.118,0.731,0.252,0.124,0.140,0.362,0.091,0.027,0.022,1.000
0.094,0.462,0.230,0.146,0.070,0.579,0.239,0.011,0.023,1.000
0.293,0.415,0.613,0.146,0.281,0.508,0.459,0.273,0.146,1.000
0.149,0.605,0.450,0.216,0.105,0.477,0.356,0.120,0.058,1.000
0.044,0.214,0.566,0.081,0.404,0.539,0.328,0.098,0.015,1.000
0.144,0.690,0.603,0.146,0.070,0.480,0.165,0.022,0.086,1.000
0.072,0.465,0.195,0.130,0.193,0.564,0.071,0.022,0.060,1.000
0.158,0.619,0.633,0.157,0.175,0.562,0.342,0.005,0.051,1.000
0.099,0.462,0.268,0.135,0.298,0.468,0.221,0.087,0.012,1.000
0.075,0.491,0.153,0.130,0.018,0.405,0.055,0.055,0.121,1.000
0.097,0.679,0.821,0.157,0.175,0.447,0.062,0.246,0.219,1.000
0.191,0.594,0.568,0.135,0.316,0.497,0.139,0.126,0.008,1.000
0.136,0.364,0.543,0.097,0.070,0.247,0.152,0.208,0.234,1.000
0.071,0.501,0.462,0.189,0.035,0.424,0.374,0.005,0.071,1.000
0.147,0.623,0.048,0.043,0.088,0.446,0.324,0.049,0.231,1.000
0.130,0.433,0.577,0.184,0.281,0.422,0.286,0.115,0.171,1.000
0.132,0.319,0.456,0.135,0.035,0.305,0.057,0.077,0.418,1.000
0.084,0.555,0.668,0.151,0.175,0.582,0.186,0.027,0.036,1.000
0.066,0.031,0.818,0.216,0.193,0.385,0.328,0.186,0.191,1.000
0.069,0.492,0.369,0.216,0.123,0.467,0.020,0.011,0.038,1.000
0.770,0.275,0.186,0.130,0.053,0.519,0.048,0.033,0.012,1.000
0.073,0.302,0.284,0.119,0.053,0.425,0.135,0.077,0.151,1.000
0.119,0.434,0.448,0.162,0.035,0.510,0.385,0.033,0.046,1.000
0.121,0.723,0.273,0.141,0.140,0.511,0.272,0.038,0.036,1.000
0.090,0.583,0.489,0.141,0.123,0.342,0.166,0.055,0.010,1.000
0.137,0.377,0.397,0.114,0.105,0.562,0.270,0.016,0.013,1.000
0.084,0.542,0.585,0.097,0.035,0.182,0.048,0.093,0.176,1.000
0.080,0.316,0.310,0.200,0.000,0.573,0.185,0.022,0.056,1.000
0.145,0.807,0.621,0.151,0.158,0.604,0.268,0.000,0.023,1.000
0.118,0.407,0.516,0.124,0.035,0.070,0.135,0.131,0.338,1.000
0.068,0.371,0.413,0.205,0.105,0.526,0.227,0.000,0.066,1.000
0.218,0.524,0.527,0.168,0.123,0.516,0.374,0.011,0.025,1.000
0.239,0.273,0.671,0.114,0.526,0.391,0.319,0.115,0.000,1.000
0.230,0.528,0.798,0.146,0.140,0.490,0.282,0.142,0.036,1.000
0.634,0.402,0.680,0.205,0.123,0.308,0.267,0.066,0.159,1.000
0.079,0.641,0.256,0.162,0.140,0.517,0.091,0.060,0.081,1.000
0.100,0.550,0.744,0.157,0.035,0.589,0.254,0.011,0.066,1.000
0.074,0.472,0.456,0.146,0.070,0.307,0.250,0.120,0.106,1.000
0.120,0.566,0.420,0.135,0.088,0.407,0.204,0.011,0.051,1.000
0.082,0.537,0.519,0.124,0.018,0.242,0.176,0.131,0.191,1.000
0.068,0.620,0.722,0.141,0.035,0.247,0.156,0.164,0.453,1.000
0.030,0.545,0.865,0.227,0.421,0.607,0.346,0.082,0.025,1.000
0.058,0.557,0.630,0.173,0.105,0.424,0.258,0.213,0.186,1.000
0.127,0.359,0.166,0.070,0.000,0.580,0.329,0.055,0.060,1.000
0.070,0.698,0.163,0.124,0.070,0.625,0.153,0.044,0.023,1.000
0.088,0.162,0.211,0.184,0.298,0.501,0.277,0.055,0.017,1.000
0.063,0.741,0.698,0.168,0.474,0.511,0.339,0.093,0.036,1.000
0.085,0.413,0.387,0.151,0.018,0.531,0.066,0.011,0.071,1.000
0.230,0.462,0.378,0.141,0.018,0.635,0.046,0.060,0.080,1.000
0.080,0.618,0.415,0.162,0.053,0.358,0.135,0.044,0.090,1.000
0.076,0.614,0.311,0.157,0.088,0.564,0.110,0.060,0.040,1.000
0.286,0.500,0.680,0.086,0.351,0.560,0.441,0.016,0.053,1.000
0.245,0.615,0.702,0.130,0.351,0.473,0.195,0.093,0.051,1.000
0.084,0.327,0.596,0.168,0.333,0.529,0.286,0.016,0.036,1.000
0.478,0.433,0.611,0.173,0.035,0.107,0.341,0.202,0.201,1.000
0.095,0.332,0.405,0.162,0.123,0.578,0.195,0.033,0.041,1.000
0.133,0.541,0.447,0.146,0.211,0.574,0.121,0.033,0.033,1.000
0.075,0.528,0.162,0.119,0.211,0.541,0.337,0.055,0.206,1.000
0.062,0.617,0.413,0.162,0.246,0.582,0.135,0.027,0.028,1.000
0.043,0.645,0.699,0.151,0.175,0.567,0.105,0.055,0.066,1.000
0.137,0.704,0.453,0.162,0.193,0.491,0.181,0.066,0.048,1.000
0.062,0.498,0.428,0.151,0.035,0.583,0.153,0.049,0.050,1.000
0.127,0.144,0.702,0.178,0.123,0.476,0.128,0.016,0.106,1.000
0.227,0.550,0.375,0.097,0.088,0.438,0.269,0.055,0.015,1.000
0.076,0.514,0.699,0.162,0.158,0.536,0.425,0.016,0.111,1.000
0.140,0.556,0.496,0.151,0.175,0.559,0.284,0.005,0.015,1.000
0.207,0.253,0.583,0.178,0.526,0.415,0.219,0.082,0.108,1.000
0.211,0.518,0.598,0.189,0.211,0.551,0.085,0.011,0.045,1.000
0.116,0.632,0.507,0.141,0.246,0.485,0.014,0.038,0.025,1.000
0.405,0.642,0.757,0.141,0.035,0.456,0.186,0.038,0.262,1.000
0.052,0.387,0.356,0.070,0.193,0.551,0.255,0.077,0.008,1.000
0.135,0.595,0.437,0.157,0.053,0.439,0.114,0.005,0.073,1.000
0.125,0.401,0.382,0.189,0.175,0.476,0.107,0.033,0.085,1.000
0.272,0.560,0.425,0.195,0.070,0.471,0.077,0.093,0.151,1.000
0.080,0.443,0.609,0.173,0.404,0.597,0.015,0.137,0.096,1.000
0.173,0.519,0.216,0.146,0.035,0.628,0.153,0.000,0.003,1.000
0.088,0.249,0.511,0.216,0.175,0.488,0.389,0.038,0.046,1.000
0.433,0.547,0.293,0.151,0.105,0.516,0.282,0.000,0.015,1.000
0.028,0.504,0.518,0.205,0.228,0.523,0.120,0.044,0.013,1.000
0.034,0.426,0.834,0.086,0.123,0.555,0.240,0.049,0.091,1.000
0.077,0.477,0.461,0.157,0.053,0.407,0.017,0.077,0.078,1.000
0.049,0.618,0.729,0.211,0.088,0.552,0.457,0.027,0.023,1.000
0.011,0.743,0.474,0.173,0.070,0.568,0.089,0.027,0.158,1.000
0.050,0.566,0.420,0.076,0.000,0.273,0.022,0.175,0.104,1.000
0.091,0.424,0.660,0.162,0.035,0.098,0.148,0.169,0.350,1.000
0.060,0.279,0.462,0.195,0.035,0.539,0.408,0.027,0.038,1.000
0.357,0.282,0.608,0.146,0.281,0.550,0.335,0.115,0.043,1.000
0.137,0.441,0.429,0.157,0.000,0.607,0.131,0.038,0.017,1.000
0.155,0.361,0.300,0.103,0.193,0.215,0.074,0.142,0.363,1.000
0.127,0.708,0.392,0.119,0.175,0.558,0.452,0.022,0.075,1.000
0.072,0.575,0.392,0.151,0.158,0.358,0.073,0.077,0.104,1.000
0.076,0.332,0.293,0.173,0.175,0.568,0.088,0.049,0.010,1.000
0.026,0.501,0.587,0.227,0.211,0.382,0.398,0.066,0.085,1.000
0.118,0.595,0.710,0.151,0.018,0.499,0.288,0.049,0.083,1.000
0.060,0.889,0.453,0.103,0.070,0.461,0.263,0.033,0.100,1.000
0.999,0.458,0.482,0.232,0.316,0.526,0.112,0.011,0.056,1.000
0.079,0.415,0.184,0.135,0.140,0.456,0.231,0.011,0.040,1.000
0.284,0.209,0.834,0.151,0.175,0.566,0.490,0.055,0.101,1.000
0.281,0.490,0.543,0.119,0.333,0.671,0.279,0.016,0.008,1.000
0.009,0.491,0.639,0.076,0.000,0.370,0.185,0.191,0.335,1.000
0.163,0.504,0.591,0.151,0.351,0.512,0.272,0.033,0.108,1.000
0.009,0.647,0.823,0.178,0.211,0.448,0.407,0.109,0.060,1.000
0.080,0.431,0.460,0.124,0.105,0.498,0.384,0.022,0.116,1.000
0.094,0.648,0.716,0.070,0.298,0.419,0.342,0.246,0.038,1.000
0.082,0.613,0.587,0.119,0.053,0.254,0.365,0.197,0.181,1.000
0.201,0.417,0.417,0.103,0.070,0.352,0.052,0.115,0.169,1.000
0.081,0.604,0.313,0.178,0.000,0.391,0.018,0.120,0.106,1.000
0.117,0.594,0.654,0.141,0.193,0.468,0.420,0.066,0.103,1.000
0.069,0.768,0.726,0.141,0.316,0.546,0.264,0.060,0.060,1.000
0.063,0.500,0.502,0.157,0.018,0.505,0.010,0.098,0.027,1.000
0.041,0.858,0.654,0.141,0.316,0.431,0.239,0.027,0.149,1.000
0.072,0.438,0.454,0.130,0.105,0.573,0.046,0.049,0.070,1.000
0.229,0.631,0.350,0.141,0.105,0.495,0.059,0.022,0.098,1.000
0.123,0.327,0.422,0.173,0.316,0.642,0.026,0.044,0.005,1.000
0.012,0.771,0.468,0.151,0.526,0.610,0.389,0.005,0.096,1.000
0.085,0.557,0.449,0.162,0.123,0.611,0.332,0.071,0.028,1.000
0.006,0.443,0.291,0.168,0.088,0.506,0.105,0.016,0.098,1.000
0.039,0.579,0.363,0.184,0.263,0.543,0.379,0.066,0.086,1.000
0.514,0.487,0.467,0.092,0.228,0.077,0.005,0.131,0.307,1.000
0.163,0.409,0.292,0.157,0.035,0.564,0.264,0.077,0.093,1.000
0.126,0.632,0.533,0.130,0.333,0.595,0.162,0.049,0.139,1.000
0.071,0.540,0.366,0.086,0.088,0.308,0.070,0.093,0.209,1.000
0.127,0.455,0.383,0.151,0.070,0.357,0.070,0.055,0.035,1.000
0.057,0.461,0.685,0.162,0.158,0.573,0.097,0.027,0.020,1.000
0.100,0.485,0.292,0.135,0.070,0.450,0.273,0.038,0.036,1.000
0.132,0.529,0.444,0.135,0.088,0.592,0.292,0.044,0.022,1.000
0.011,0.610,0.485,0.173,0.070,0.615,0.142,0.016,0.163,1.000
0.018,0.632,0.708,0.141,0.316,0.536,0.267,0.109,0.093,1.000
0.090,0.645,0.517,0.146,0.123,0.551,0.199,0.044,0.032,1.000
0.066,0.675,0.290,0.135,0.246,0.527,0.208,0.005,0.033,1.000
0.084,0.563,0.538,0.216,0.175,0.548,0.140,0.005,0.078,1.000
0.004,0.642,0.287,0.141,0.316,0.432,0.404,0.022,0.058,1.000
0.104,0.442,0.262,0.249,0.088,0.154,0.032,0.027,0.106,1.000
0.077,0.472,0.574,0.135,0.368,0.601,0.375,0.104,0.048,1.000
0.043,0.537,0.689,0.232,0.035,0.463,0.213,0.033,0.046,1.000
0.064,0.608,0.548,0.146,0.316,0.383,0.293,0.038,0.055,1.000
0.083,0.458,0.368,0.151,0.070,0.534,0.176,0.027,0.098,1.000
0.052,0.470,0.471,0.124,0.193,0.505,0.107,0.000,0.018,1.000
0.017,0.607,0.666,0.162,0.263,0.498,0.445,0.148,0.013,1.000
0.063,0.306,0.776,0.141,0.316,0.509,0.321,0.005,0.075,1.000
0.053,0.462,0.514,0.184,0.281,0.519,0.186,0.011,0.060,1.000
0.054,0.572,0.285,0.173,0.035,0.625,0.001,0.011,0.091,1.000
0.002,0.606,0.424,0.162,0.281,0.547,0.209,0.055,0.035,1.000
0.170,0.331,0.762,0.151,0.175,0.495,0.351,0.093,0.005,1.000
0.083,0.466,0.562,0.130,0.175,0.536,0.293,0.049,0.027,1.000
0.221,0.389,0.393,0.178,0.018,0.548,0.024,0.038,0.017,1.000
0.066,0.651,0.745,0.168,0.035,0.039,0.355,0.273,0.257,1.000
0.071,0.661,0.394,0.130,0.070,0.348,0.099,0.055,0.010,1.000
0.016,0.353,0.726,0.168,0.175,0.414,0.314,0.077,0.000,1.000
0.073,0.536,0.580,0.173,0.246,0.524,0.209,0.077,0.061,1.000
0.160,0.284,0.371,0.141,0.070,0.525,0.255,0.077,0.299,1.000
0.085,0.597,0.571,0.189,0.439,0.426,0.226,0.005,0.194,1.000
0.136,0.493,0.576,0.227,0.053,0.414,0.399,0.082,0.025,1.000
0.061,0.803,0.634,0.157,0.211,0.525,0.343,0.066,0.186,1.000
0.062,0.621,0.348,0.130,0.035,0.544,0.057,0.011,0.017,1.000
0.168,0.840,0.668,0.173,0.316,0.541,0.208,0.077,0.086,1.000
0.146,0.524,0.339,0.130,0.281,0.579,0.261,0.060,0.144,1.000
0.051,0.538,0.691,0.238,0.211,0.524,0.316,0.038,0.078,1.000
0.010,0.772,0.673,0.119,0.140,0.534,0.286,0.049,0.048,1.000
0.217,0.614,0.562,0.168,0.123,0.363,0.429,0.044,0.146,1.000
0.070,0.459,0.615,0.173,0.228,0.499,0.106,0.011,0.088,1.000
0.074,0.535,0.756,0.211,0.000,0.520,0.218,0.027,0.043,1.000
0.451,0.256,0.439,0.157,0.053,0.326,0.060,0.104,0.114,1.000
0.071,0.633,0.849,0.151,0.105,0.355,0.124,0.066,0.090,1.000
0.064,0.636,0.578,0.103,0.105,0.530,0.064,0.071,0.224,1.000
0.068,0.719,0.555,0.135,0.018,0.413,0.028,0.164,0.169,1.000
0.076,0.553,0.614,0.141,0.053,0.223,0.148,0.164,0.058,1.000
0.787,0.276,0.537,0.146,0.070,0.565,0.236,0.022,0.146,1.000
0.002,0.624,0.605,0.092,0.000,0.230,0.130,0.109,0.231,1.000
0.132,0.681,0.424,0.130,0.123,0.559,0.158,0.055,0.012,1.000
0.070,0.525,0.142,0.162,0.140,0.489,0.042,0.060,0.071,1.000
0.094,0.474,0.680,0.151,0.211,0.505,0.358,0.104,0.075,1.000
0.154,0.608,0.409,0.168,0.035,0.544,0.006,0.044,0.078,1.000
0.071,0.594,0.479,0.178,0.211,0.467,0.347,0.071,0.073,1.000
0.144,0.643,0.505,0.065,0.070,0.152,0.292,0.131,0.229,1.000
0.064,0.397,0.598,0.173,0.281,0.455,0.314,0.011,0.076,1.000
0.068,0.838,0.103,0.151,0.035,0.520,0.034,0.060,0.041,1.000
0.080,0.208,0.401,0.162,0.105,0.517,0.231,0.016,0.083,1.000
0.001,0.861,0.618,0.108,0.105,0.515,0.261,0.153,0.058,1.000
0.265,0.617,0.682,0.238,0.053,0.348,0.434,0.213,0.121,1.000
0.001,0.591,0.568,0.162,0.456,0.356,0.417,0.044,0.086,1.000
0.128,0.603,0.807,0.076,0.175,0.589,0.457,0.169,0.002,1.000
0.103,0.913,0.281,0.146,0.035,0.565,0.010,0.005,0.033,1.000
0.086,0.730,0.546,0.173,0.263,0.497,0.149,0.005,0.133,1.000
0.083,0.630,0.387,0.184,0.123,0.537,0.061,0.033,0.083,1.000
0.271,0.737,0.222,0.141,0.105,0.607,0.047,0.016,0.018,1.000
0.075,0.525,0.350,0.146,0.140,0.555,0.228,0.038,0.013,1.000
0.129,0.593,0.562,0.184,0.105,0.530,0.356,0.082,0.017,1.000
0.073,0.425,0.878,0.168,0.211,0.543,0.374,0.082,0.015,1.000
0.155,0.308,0.482,0.211,0.246,0.557,0.130,0.049,0.148,1.000
0.066,0.510,0.503,0.146,0.175,0.539,0.219,0.027,0.073,1.000
0.072,0.617,0.215,0.146,0.088,0.569,0.272,0.038,0.076,1.000
0.029,0.403,0.460,0.168,0.193,0.476,0.027,0.005,0.083,1.000
0.093,0.417,0.296,0.162,0.105,0.431,0.148,0.038,0.007,1.000
0.116,0.392,0.691,0.222,0.123,0.440,0.320,0.279,0.025,1.000
0.243,0.492,0.631,0.141,0.175,0.320,0.088,0.131,0.015,1.000
0.319,0.726,0.164,0.092,0.140,0.616,0.064,0.022,0.096,1.000
0.229,0.392,0.435,0.135,0.228,0.623,0.301,0.027,0.051,1.000
0.078,0.392,0.541,0.151,0.298,0.413,0.222,0.000,0.116,1.000
0.005,0.164,0.206,0.092,0.000,0.278,0.055,0.049,0.012,1.000
0.020,0.646,0.609,0.146,0.158,0.548,0.205,0.022,0.046,1.000
0.207,0.658,0.464,0.184,0.140,0.489,0.163,0.027,0.045,1.000
0.017,0.269,0.271,0.151,0.070,0.477,0.265,0.044,0.003,1.000
0.219,0.586,0.444,0.151,0.000,0.585,0.010,0.011,0.095,1.000
0.045,0.123,0.262,0.130,0.088,0.453,0.108,0.033,0.045,1.000
0.063,0.373,0.289,0.130,0.175,0.496,0.103,0.016,0.035,1.000
0.075,0.616,0.348,0.119,0.070,0.379,0.142,0.005,0.008,1.000
0.034,0.476,0.386,0.151,0.333,0.586,0.444,0.033,0.070,1.000
0.005,0.646,0.333,0.065,0.000,0.351,0.230,0.011,0.045,1.000
0.067,0.531,0.620,0.124,0.053,0.306,0.034,0.175,0.088,1.000
0.061,0.671,0.504,0.205,0.088,0.501,0.089,0.049,0.033,1.000
0.051,0.571,0.550,0.168,0.211,0.342,0.342,0.071,0.114,1.000
0.002,0.570,0.478,0.151,0.228,0.483,0.297,0.005,0.114,1.000
0.071,0.570,0.377,0.173,0.123,0.534,0.147,0.022,0.010,1.000
0.146,0.621,0.524,0.162,0.158,0.583,0.295,0.005,0.038,1.000
0.127,0.500,0.573,0.141,0.246,0.380,0.332,0.022,0.096,1.000
0.220,0.528,0.433,0.238,0.158,0.350,0.367,0.071,0.035,1.000
0.145,0.437,0.270,0.162,0.281,0.459,0.184,0.033,0.058,1.000
0.053,0.625,0.752,0.135,0.018,0.214,0.198,0.284,0.245,1.000
0.076,0.508,0.585,0.173,0.035,0.184,0.217,0.109,0.202,1.000
0.080,0.001,0.426,0.205,0.298,0.343,0.480,0.077,0.146,1.000
0.009,0.696,0.310,0.146,0.263,0.478,0.110,0.033,0.111,1.000
0.131,0.475,0.692,0.173,0.035,0.499,0.246,0.000,0.003,1.000
0.017,0.692,0.664,0.151,0.263,0.522,0.422,0.060,0.040,1.000
0.062,0.410,0.225,0.168,0.105,0.558,0.115,0.038,0.045,1.000
0.060,0.443,0.626,0.151,0.351,0.429,0.432,0.126,0.108,1.000
0.370,0.497,0.606,0.151,0.070,0.481,0.277,0.038,0.046,1.000
0.098,0.411,0.053,0.092,0.018,0.439,0.083,0.055,0.232,1.000
0.066,0.336,0.589,0.173,0.246,0.503,0.253,0.038,0.090,1.000
0.049,0.515,0.291,0.119,0.035,0.466,0.295,0.027,0.038,1.000
0.054,0.636,0.377,0.200,0.211,0.481,0.186,0.016,0.036,1.000
0.163,0.365,0.035,0.114,0.070,0.553,0.223,0.016,0.075,1.000
0.078,0.492,0.552,0.162,0.404,0.497,0.260,0.109,0.040,1.000
0.079,0.309,0.353,0.119,0.000,0.506,0.188,0.049,0.050,1.000
0.065,0.620,0.309,0.086,0.035,0.193,0.296,0.131,0.146,1.000
0.028,0.649,0.343,0.162,0.246,0.387,0.418,0.027,0.134,1.000
0.076,0.511,0.232,0.135,0.140,0.501,0.024,0.066,0.051,1.000
0.124,0.520,0.465,0.162,0.281,0.475,0.210,0.038,0.023,1.000
0.201,0.209,0.407,0.157,0.018,0.509,0.295,0.011,0.104,1.000
0.045,0.453,0.684,0.070,0.035,0.287,0.168,0.022,0.312,1.000
0.135,0.437,0.730,0.146,0.175,0.578,0.200,0.038,0.043,1.000
0.921,0.769,0.801,0.114,0.193,0.441,0.227,0.077,0.022,1.000
0.083,0.503,0.521,0.195,0.123,0.484,0.177,0.180,0.022,1.000
0.074,0.513,0.224,0.130,0.246,0.599,0.188,0.011,0.038,1.000
0.268,0.656,0.390,0.135,0.070,0.504,0.147,0.000,0.093,1.000
0.333,0.661,0.388,0.227,0.000,0.317,0.162,0.126,0.073,1.000
0.016,0.765,0.684,0.168,0.140,0.470,0.431,0.093,0.133,1.000
0.227,0.358,0.457,0.135,0.404,0.520,0.103,0.027,0.050,1.000
0.073,0.386,0.596,0.124,0.105,0.469,0.138,0.126,0.179,1.000
0.164,0.543,0.317,0.124,0.000,0.320,0.102,0.087,0.007,1.000
0.125,0.457,0.281,0.124,0.281,0.583,0.219,0.027,0.005,1.000
0.146,0.684,0.369,0.216,0.070,0.553,0.114,0.016,0.066,1.000
0.001,0.404,0.467,0.157,0.018,0.601,0.159,0.011,0.002,1.000
0.095,0.335,0.463,0.162,0.421,0.519,0.293,0.000,0.088,1.000
0.067,0.225,0.351,0.178,0.439,0.513,0.305,0.082,0.033,1.000
0.091,0.539,0.505,0.151,0.211,0.553,0.126,0.027,0.090,1.000
0.357,0.614,0.603,0.168,0.211,0.523,0.417,0.120,0.007,1.000
0.116,0.436,0.227,0.200,0.088,0.539,0.332,0.005,0.020,1.000
0.074,0.286,0.597,0.205,0.053,0.524,0.399,0.033,0.050,1.000
0.077,0.625,0.593,0.130,0.070,0.468,0.125,0.011,0.202,1.000
0.071,0.847,0.384,0.097,0.246,0.560,0.024,0.000,0.017,1.000
0.029,0.462,0.189,0.151,0.035,0.462,0.061,0.000,0.007,1.000
0.083,0.283,0.538,0.232,0.175,0.559,0.358,0.060,0.036,1.000
0.006,0.250,0.279,0.141,0.456,0.477,0.159,0.000,0.093,1.000
0.068,0.475,0.346,0.065,0.105,0.182,0.297,0.262,0.055,1.000
0.090,0.617,0.659,0.195,0.000,0.426,0.240,0.098,0.010,1.000
0.141,0.474,0.679,0.151,0.140,0.281,0.306,0.169,0.032,1.000
0.067,0.490,0.516,0.146,0.175,0.561,0.246,0.022,0.083,1.000
0.921,0.854,0.787,0.076,0.193,0.545,0.154,0.082,0.007,1.000
0.142,0.821,0.593,0.173,0.158,0.566,0.255,0.044,0.086,1.000
0.501,0.574,0.400,0.211,0.193,0.326,0.165,0.077,0.133,1.000
0.004,0.400,0.696,0.157,0.386,0.425,0.367,0.044,0.153,1.000
0.169,0.279,0.484,0.200,0.035,0.303,0.154,0.022,0.056,1.000
0.202,0.658,0.589,0.146,0.018,0.345,0.351,0.071,0.191,1.000
0.438,0.675,0.445,0.157,0.263,0.519,0.097,0.005,0.012,1.000
0.093,0.586,0.475,0.135,0.333,0.557,0.256,0.055,0.002,1.000
0.137,0.568,0.712,0.173,0.105,0.555,0.469,0.098,0.113,1.000
0.197,0.475,0.313,0.211,0.140,0.497,0.274,0.022,0.023,1.000
0.123,0.453,0.548,0.168,0.123,0.471,0.276,0.104,0.096,1.000
0.241,0.488,0.452,0.168,0.088,0.435,0.292,0.186,0.046,1.000
0.079,0.623,0.363,0.081,0.140,0.086,0.158,0.191,0.454,1.000
0.371,0.751,0.454,0.157,0.175,0.575,0.119,0.044,0.048,1.000
0.066,0.610,0.194,0.184,0.158,0.336,0.115,0.131,0.199,1.000
0.049,0.373,0.652,0.184,0.175,0.540,0.284,0.082,0.020,1.000
0.054,0.679,0.964,0.151,0.368,0.512,0.457,0.164,0.118,1.000
0.061,0.498,0.387,0.151,0.246,0.382,0.199,0.049,0.071,1.000
0.068,0.475,0.258,0.151,0.140,0.414,0.302,0.049,0.123,1.000
0.356,0.698,0.451,0.124,0.368,0.623,0.283,0.044,0.035,1.000
0.114,0.455,0.328,0.200,0.246,0.546,0.185,0.000,0.022,1.000
0.058,0.491,0.500,0.232,0.123,0.496,0.265,0.011,0.038,1.000
0.074,0.629,0.715,0.114,0.316,0.421,0.136,0.049,0.151,1.000
0.280,0.447,0.309,0.114,0.193,0.672,0.079,0.022,0.048,1.000
0.003,0.506,0.646,0.141,0.140,0.468,0.265,0.082,0.090,1.000
0.061,0.594,0.601,0.151,0.228,0.564,0.233,0.104,0.071,1.000
0.056,0.533,0.682,0.184,0.123,0.207,0.222,0.257,0.078,1.000
0.495,0.406,0.336,0.065,0.053,0.170,0.009,0.169,0.167,1.000
0.275,0.422,0.277,0.108,0.070,0.554,0.388,0.055,0.053,1.000
0.273,0.349,0.363,0.124,0.175,0.399,0.154,0.055,0.352,1.000
0.094,0.792,0.577,0.124,0.140,0.477,0.156,0.224,0.032,1.000
0.062,0.462,0.513,0.168,0.175,0.538,0.369,0.049,0.008,1.000
0.122,0.499,0.498,0.146,0.140,0.365,0.177,0.022,0.010,1.000
0.130,0.649,0.787,0.205,0.281,0.494,0.468,0.087,0.056,1.000
0.101,0.608,0.544,0.211,0.123,0.449,0.239,0.098,0.033,1.000
0.084,0.458,0.322,0.162,0.088,0.582,0.196,0.005,0.154,1.000
0.121,0.620,0.644,0.222,0.035,0.420,0.369,0.022,0.086,1.000
0.062,0.610,0.176,0.135,0.105,0.561,0.184,0.033,0.002,1.000
0.088,0.654,0.476,0.151,0.000,0.249,0.003,0.055,0.148,1.000
0.121,0.570,0.731,0.141,0.491,0.440,0.179,0.087,0.046,1.000
0.100,0.225,0.148,0.146,0.035,0.447,0.434,0.022,0.095,1.000
0.067,0.295,0.605,0.178,0.018,0.210,0.200,0.126,0.202,1.000
0.066,0.642,0.807,0.173,0.421,0.431,0.490,0.098,0.163,1.000
0.008,0.535,0.558,0.168,0.070,0.459,0.339,0.126,0.046,1.000
0.085,0.462,0.727,0.157,0.228,0.466,0.304,0.055,0.028,1.000
0.093,0.685,0.744,0.124,0.175,0.373,0.378,0.098,0.032,1.000
0.113,0.444,0.328,0.114,0.123,0.621,0.226,0.022,0.060,1.000
0.275,0.302,0.507,0.184,0.246,0.630,0.277,0.033,0.114,1.000
0.028,0.562,0.363,0.119,0.228,0.478,0.276,0.049,0.154,1.000
0.052,0.522,0.153,0.184,0.211,0.600,0.170,0.005,0.017,1.000
0.005,0.550,0.340,0.146,0.088,0.600,0.269,0.071,0.028,1.000
0.042,0.599,0.585,0.157,0.140,0.401,0.380,0.027,0.046,1.000
0.073,0.520,0.556,0.178,0.053,0.509,0.050,0.044,0.025,1.000
0.811,0.517,0.185,0.168,0.158,0.526,0.446,0.011,0.013,1.000
0.059,0.490,0.455,0.124,0.263,0.527,0.263,0.055,0.041,1.000
0.055,0.764,0.269,0.141,0.228,0.518,0.120,0.049,0.012,1.000
0.008,0.617,0.654,0.146,0.158,0.494,0.204,0.060,0.030,1.000
0.079,0.505,0.556,0.124,0.228,0.492,0.306,0.148,0.149,1.000
0.023,0.491,0.601,0.114,0.070,0.546,0.249,0.038,0.045,1.000
0.514,0.178,0.530,0.189,0.140,0.582,0.180,0.060,0.038,1.000
0.047,0.412,0.524,0.049,0.211,0.099,0.276,0.120,0.240,1.000
0.287,0.401,0.470,0.141,0.000,0.237,0.181,0.060,0.449,1.000
0.157,0.696,0.160,0.108,0.018,0.256,0.226,0.033,0.219,1.000
0.341,0.429,0.148,0.119,0.035,0.620,0.089,0.027,0.015,1.000
0.051,0.549,0.253,0.157,0.053,0.450,0.117,0.027,0.091,1.000
0.010,0.689,0.705,0.141,0.140,0.540,0.103,0.011,0.081,1.000
