bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,Timestamp,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,18210,R26627,932-029,02-10-2020 03:36,Glu,2,4,4399,2.593,29.06,26.96,7.083,Failed,4.13,0.16,1.2,3.24,103,8.9,3.23
,18155,R26606,932-029,02-10-2020 03:08,Glu,1,2,4519,2.508,28.84,27.19,7.197,Failed,1.83,0.31,0.5,3.24,285,8.4,0.82
,18235,R26648,932-029,01-10-2020 23:52,Glu,8,2,4042,2.635,29.6,26.43,7.335,Failed,1.6,0.35,3.2,3.79,347,7.4,0.11
,18222,R26639,932-029,01-10-2020 23:18,Glu,5,2,4144,2.592,30.74,25.96,7.372,Failed,1.63,0.23,1.3,2.66,248,7,0.64
,18219,R26636,932-029,01-10-2020 22:48,Glu,3,16,5434,2.53,30.49,25.76,7.118,Failed,5.72,0.13,0.8,2.12,212,6.3,2.26
,18208,R26625,932-029,01-10-2020 03:04,Glu,3,4,4797,2.614,30.24,26.45,6.448,Failed,5.68,0.02,0.5,2.3,22,6.4,2.41
,18204,R26621,932-029,01-10-2020 02:54,Glu,8,1,101,2.613,31.5,25.73,7.033,Failed,2.95,0.01,0.3,2.49,116,6.4,2.42
,18159,R26610,932-029,01-10-2020 02:02,Glu,8,12,3306,2.574,28.84,27.14,6.933,Failed,1.55,0.29,2.3,3.61,342,8,0.65
,18159,R26610,932-029,01-10-2020 02:02,Glu,8,16,3306,2.582,28.84,27.14,6.787,Failed,1.53,0.18,0.7,2.75,392,9.1,1.11
,18159,R26610,932-029,01-10-2020 01:56,Glu,6,1,3266,2.573,28.69,27.07,6.598,Failed,1.52,0.34,0.6,0.42,183,3.6,2
,18214,R26631,932-029,30-09-2020 23:18,Glu,3,3,1169,2.576,29.02,26.96,6.94,Failed,1.35,0.3,2.7,3.1,246,5.7,0.74
,18220,R26637,932-029,30-09-2020 23:10,Glu,8,2,1969,2.653,29.13,26.88,6.72,Failed,1.35,0.27,0.3,2.98,235,4,3.52
,18153,R26604,932-029,30-09-2020 21:16,Glu,2,2,61,2.566,29.48,26.75,6.585,Failed,1.5,0.19,0.4,1.19,539,11.7,3.55
,18152,R26603,932-029,30-09-2020 21:10,Glu,8,4,897,2.415,29.34,26.72,6.659,Failed,3.07,0.29,0.5,6.46,300,3.1,4.28
,18152,R26603,932-029,30-09-2020 20:54,Glu,3,13,898,2.414,29.61,26.58,7.167,Failed,3.03,0.06,0.5,0.95,256,9.2,2.5
,18152,R26603,932-029,30-09-2020 20:52,Glu,2,1,900,2.417,29.58,26.56,6.404,Failed,3.05,0.2,0.4,1.99,22,6,3.04
,18152,R26603,932-029,30-09-2020 20:48,Glu,1,9,1620,2.584,29.66,26.51,6.721,Failed,3.07,0.01,0,2.58,109,2.8,2.32
,18156,R26607,932-029,30-09-2020 20:30,Glu,3,1,1141,2.604,29.93,26.36,6.533,Failed,3.18,0.19,1.2,0.34,3,6.2,2.06
,18156,R26607,932-029,30-09-2020 20:28,Glu,2,6,1135,2.657,30.07,26.36,7.157,Failed,3.03,0.25,2.2,4.05,343,6,0.65
,18156,R26607,932-029,30-09-2020 20:20,Glu,1,11,1134,2.57,30.66,26.21,7.134,Failed,3.17,0.26,1.7,1.45,346,10.7,3.62
,18116,R26580,932-029,30-09-2020 19:18,Glu,8,16,1398,2.554,30.27,26.4,7.062,Failed,1.5,0.11,1.4,1.7,410,29.5,0.92
,18165,R26616,932-029,30-09-2020 18:38,Glu,3,16,7472,2.568,32.04,25.69,6.874,Failed,1.58,0.29,0.7,3.42,240,7.5,3.1
,18165,R26616,932-029,30-09-2020 18:36,Glu,2,9,7460,2.612,31.83,25.73,7.267,Failed,1.53,0.3,1,1.55,370,11,0.56
,18081,R26562,932-029,30-09-2020 16:58,Glu,2,9,498,2.454,29.21,26.65,6.554,Failed,3.78,0.11,0,1.47,93,3.7,2.07
,7883,R25998,932-029,14-08-2020 15:10,Glu,3,8,157,2.67,28.28,27,7.037,Failed,1.45,88.62,8062.7,46.07,600,1,4.52
,7793,R25940,932-029,14-08-2020 14:50,Glu,8,8,1646,2.309,26.85,28.01,7.108,Failed,2.97,1.85,0.8,2.99,224,6.1,2.88
,7839,R25986,932-029,14-08-2020 14:08,Glu,3,14,1370,2.71,25.69,28.59,6.703,Failed,1.45,0.41,0.2,1.37,181,6.9,2.8
,7839,R25986,932-029,14-08-2020 14:00,Glu,1,2,1361,2.85,25.68,28.85,7.36,Failed,1.53,0.48,0.9,4.33,316,6.4,0.29
,7782,R25929,932-029,14-08-2020 04:40,Glu,2,15,3030,2.353,28.94,26.77,7.281,Failed,1.43,0.35,1.4,4.73,365,8.8,0.12
,7876,R25991,932-029,14-08-2020 03:40,Glu,1,12,1639,2.804,24.3,29.98,7.06,Failed,1.5,0.26,0.1,2.2,34,0.6,3.4
,7872,R25987,932-029,13-08-2020 23:10,Glu,4,16,3781,2.962,25.34,29.44,6.724,Failed,1.48,0.32,0.3,1.18,284,11.9,3.34
,7872,R25987,932-029,13-08-2020 23:04,Glu,2,16,3813,2.379,24.95,29.35,6.729,Failed,1.48,0.3,0.7,1.45,304,10.6,2.23
,7872,R25987,932-029,13-08-2020 23:00,Glu,1,15,3824,2.597,25.36,29.3,6.588,Failed,1.48,0.43,0.3,1.82,208,6.8,1.16
,7821,R25968,932-029,13-08-2020 22:44,Glu,8,9,3910,2.77,25.29,29.35,6.504,Failed,1.45,0.19,0.5,1.95,53,5.5,2.55
,7823,R25970,932-029,13-08-2020 14:26,Glu,8,4,1376,2.59,29.97,25.94,7.18,Failed,2.47,0.12,1.4,2.33,96,5.7,4.9
,7823,R25970,932-029,13-08-2020 14:08,Glu,2,4,1371,2.62,29.11,26.21,6.642,Failed,2.43,0.38,1.2,2.42,252,5.7,1.93
,7761,R25908,932-029,13-08-2020 01:18,Glu,3,12,1413,2.43,24.3,30.07,6.343,Failed,1.38,0.09,0.7,0.97,44,6.1,3.75
,7761,R25908,932-029,13-08-2020 01:14,Glu,2,3,1426,2.43,24.03,30.06,6.422,Failed,1.32,0.13,0.4,1.09,12,6.3,1.94
,7803,R25950,932-029,11-08-2020 12:20,Glu,3,3,1665,2.62,25.24,29.63,7.07,Failed,1.45,0.2,1.2,0.66,243,14.7,3.81
,7634,R25835,932-029,11-08-2020 10:48,Glu,3,6,3003,2.684,23.42,30.51,6.782,Failed,1.42,0.17,0.2,0.28,314,22.6,3.55
,7634,R25835,932-029,11-08-2020 10:38,Glu,1,6,3002,2.72,23.98,30.44,5.89,Failed,1.42,0.21,0,2.97,218,7.1,3.43
,7775,R25922,932-029,11-08-2020 10:04,Glu,1,11,0,2.72,24.05,30.28,5.388,Failed,2.6,0.26,0.4,4.68,404,0.1,0.41
,7644,R25845,932-029,11-08-2020 07:36,Glu,8,6,902,2.46,25.41,29.91,6.493,Failed,1.33,0.21,0.6,0.78,235,9.2,2.71
,7644,R25845,932-029,11-08-2020 07:18,Glu,2,4,936,2.61,24.8,30.32,6.669,Failed,1.3,0.2,0.3,0.42,203,13.5,3.14
,7800,R25947,932-029,11-08-2020 06:14,Glu,8,14,26,2.411,24.67,30.25,5.127,Failed,2.63,0.29,0.3,4.86,648,0.5,0.57
,7800,R25947,932-029,11-08-2020 05:52,Glu,1,15,28,2.419,24.58,30.2,5.684,Failed,2.67,0.28,0.2,4.92,403,0,0.34
,7763,R25910,932-029,11-08-2020 05:24,Glu,2,13,1331,2.185,24.69,30.04,5.961,Failed,2.48,0.23,0.4,4.66,664,0.6,0.45
,7695,R25866,932-029,11-08-2020 04:30,Glu,1,2,1947,2.84,24.47,30.34,7.07,Failed,2.52,0.24,0.4,3.81,245,8.1,2.81
,7689,R25860,932-029,11-08-2020 01:40,Glu,3,10,118,2.45,24.62,30.2,7.252,Failed,0.58,0.3,2.4,1.29,175,16.6,1.79
,7638,R25839,932-029,11-08-2020 01:12,Glu,3,2,519,2.59,24.58,30.04,6.621,Failed,1.35,0.13,0.4,1.92,60,20.9,3.53
,7681,R25852,932-029,11-08-2020 00:12,Glu,2,4,1726,2.46,24.05,30.28,7.231,Failed,1.42,0.1,0.3,2.37,183,3.7,3.63
,7771,R25918,932-029,10-08-2020 23:08,Glu,8,14,1430,2.26,24.11,30.28,5.393,Failed,1.52,0.22,0.7,3.4,702,0.4,1.81
,7771,R25918,932-029,10-08-2020 22:50,Glu,3,2,1438,2.207,24.25,30.2,5.111,Failed,1.4,0.24,0.7,4.78,1131,0.3,1.1
,7771,R25918,932-029,10-08-2020 22:48,Glu,2,3,1439,2.29,24.18,30.2,5.348,Failed,1.4,0.2,0.1,5.41,752,0.6,2.99
,7771,R25918,932-029,10-08-2020 22:44,Glu,1,15,1446,2.391,24.38,30.27,5.14,Failed,1.38,0.43,0,7.35,602,0.8,0.51
,7633,R25834,932-029,10-08-2020 22:24,Glu,3,15,2695,2.65,24.45,30.09,6.609,Failed,2.38,0.01,0.4,2.44,145,1.7,2.14
,7628,R25829,932-029,10-08-2020 20:38,Glu,3,13,1331,2.471,25.24,29.56,5.651,Failed,2.6,0.24,0.1,5.17,442,0.3,0.92
,7628,R25829,932-029,10-08-2020 20:36,Glu,2,7,1332,2.57,25.41,29.58,5.794,Failed,2.55,0.24,0.2,4.79,493,0.1,0.55
,7637,R25838,932-029,10-08-2020 20:08,Glu,3,3,1095,2.6,24.33,30.44,6.112,Failed,0.05,0.28,0.4,4.08,575,0.3,1.02
,7626,R25827,932-029,10-08-2020 19:16,Glu,1,16,4026,2.702,24.63,30.23,5.654,Failed,2.4,1.57,0.4,6.87,49,0.8,0.12
,7687,R25858,932-029,10-08-2020 19:08,Glu,8,10,1481,2.57,24.18,30.28,5.74,Failed,1.2,0.09,1.2,3.67,797,2.1,2.11
,7645,R25846,932-029,10-08-2020 17:16,Glu,1,1,1583,2.73,23.98,30.41,6.927,Failed,1.08,0.26,0.5,0.82,51,6.8,2.15
,7677,R25848,932-029,10-08-2020 17:02,Glu,8,11,1866,2.67,23.94,30.43,5.951,Failed,2.5,0.25,0.2,4.38,434,0.8,0.2
,7677,R25848,932-029,10-08-2020 16:48,Glu,3,16,1889,2.71,23.52,30.43,5.516,Failed,2.48,0.24,0.2,5.11,552,0.8,0.09
,7678,R25849,932-029,10-08-2020 11:54,Glu,1,8,1675,2.663,24.25,30.37,6.003,Failed,0.75,0.27,0.8,5.4,430,0.3,0.35
,7679,R25850,932-029,10-08-2020 10:46,Glu,3,9,1292,2.59,23.89,30.25,6.173,Failed,0.63,0.24,1.2,5.02,452,0.4,0.32
,7777,R25924,932-029,10-08-2020 10:22,Glu,3,9,1132,2.51,24.1,30,5.697,Failed,0.1,0.25,1.4,4.36,444,0,0.15
,7627,R25828,932-029,10-08-2020 10:04,Glu,8,10,29,2.65,23.79,30.2,5.976,Failed,0.67,0.22,0.4,4.87,581,0.1,0.59
,7627,R25828,932-029,10-08-2020 09:46,Glu,2,5,16,2.56,23.47,30.18,6.136,Failed,0.67,0.22,0.4,5.28,524,0.3,0.25
,7627,R25828,932-029,10-08-2020 09:42,Glu,1,1,12,2.69,23.34,30.32,5.842,Failed,0.65,0.18,0,3.77,784,0.4,1.18
,7769,R25916,932-029,10-08-2020 07:14,Glu,1,1,1652,2.92,25.37,29.56,7.3,Failed,0.6,0.41,2.8,5.46,364,7.6,1.58
,7610,R25826,932-029,07-08-2020 16:32,Glu,8,16,2440,2.75,30,25.53,5.867,Failed,0.77,1.53,7.3,29.65,600,9993.4,62.44
,7602,R25818,932-029,07-08-2020 10:16,Glu,1,1,2197,2.81,25.12,29.91,5.89,Failed,0.5,0.21,0.3,4.32,408,0.6,0.93
,7682,R25853,932-029,07-08-2020 05:06,Glu,2,16,4390,2.86,27.54,28.17,6.113,Failed,0.62,0.22,0.3,1.13,457,3.6,2.51
,7632,R25833,932-029,07-08-2020 04:38,Glu,2,16,4346,2.86,28.27,27.62,5.614,Failed,0.62,0.22,0.4,3.46,696,0.1,2.43
,7605,R25821,932-029,07-08-2020 03:38,Glu,8,9,2836,2.89,25.51,29.42,6.03,Failed,0.65,0.23,0.2,4,601,1.6,3.13
,7780,R25927,932-029,07-08-2020 02:52,Glu,8,8,3991,2.475,25.26,29.24,6.114,Failed,0.48,0.19,0.1,2.7,439,3,3.1
,7772,R25919,932-029,07-08-2020 01:24,Glu,3,4,1285,2.72,25.69,29.05,5.545,Failed,1.75,0.16,0.8,3.79,744,1.5,1.29
,7772,R25919,932-029,07-08-2020 01:20,Glu,2,3,1288,2.77,25.32,29.21,6.127,Failed,1.77,0.16,1,0.66,892,1.4,7.02
,7840,R25832,932-029,07-08-2020 00:20,Glu,2,6,230,2.69,24.28,29.74,6.292,Failed,0.43,0.25,0.4,4.29,470,0.8,1.38
,7840,R25832,932-029,07-08-2020 00:16,Glu,1,11,228,2.88,24.15,29.74,5.999,Failed,0.45,0.25,0.1,4.22,521,1,1.04
,7630,R25830,932-029,06-08-2020 22:24,Glu,3,3,277,2.75,25.95,28.8,6.242,Failed,2.12,0.21,1.7,3.71,461,1.4,1.04
,7779,R25926,932-029,06-08-2020 05:16,Glu,3,8,118,2.479,29.78,26.26,5.895,Failed,0.47,0.25,0.3,5.07,508,0.2,0.51
,7779,R25926,932-029,06-08-2020 05:12,Glu,2,4,124,2.331,29.55,26.31,6.076,Failed,0.48,0.27,0.5,5.05,528,0.7,0.79
,7779,R25926,932-029,06-08-2020 05:08,Glu,1,3,127,2.724,29.39,26.35,6.394,Failed,0.53,0.27,0.4,4.37,491,1,0.54
,7597,R25813,932-029,06-08-2020 03:40,Glu,3,10,1448,2.79,24.95,29.42,5.902,Failed,2.2,0.16,2.4,4.25,490,1.7,1.34
,7597,R25813,932-029,06-08-2020 03:36,Glu,2,3,1449,2.8,24.95,29.4,5.61,Failed,2.13,0.19,1.4,3.12,555,1.5,1.16
,7597,R25813,932-029,06-08-2020 03:32,Glu,1,5,1448,2.71,25.43,29.37,5.854,Failed,2.13,0.22,1.4,3.26,611,1.9,1.75
,7766,R25913,932-029,06-08-2020 02:34,Glu,2,2,15,2.701,25.29,29.42,6.155,Failed,2.25,0.23,2.2,4.15,442,0.3,0.84
,7600,R25816,932-029,06-08-2020 00:54,Glu,2,11,969,2.9,24.9,29.61,6.433,Failed,3.53,0.23,0.1,4.51,916,0.5,5.03
,7579,R25810,932-029,05-08-2020 22:18,Glu,1,7,98,2.84,26.01,28.87,5.622,Failed,3.55,0.25,0.9,4.3,626,0.1,2.23
,7676,R25847,932-029,05-08-2020 05:14,Glu,5,8,266,2.901,29.68,25.83,6.858,Failed,3.58,0.27,0.4,4.09,542,1.2,5.65
,7561,R25792,932-029,05-08-2020 04:20,Glu,5,8,1266,2.69,25.61,28.48,5.523,Failed,3.57,0.25,0,4.79,712,0.7,0.86
,7489,R25759,932-029,05-08-2020 03:58,Glu,8,16,1432,2.89,24.47,29.38,5.472,Failed,3.47,0.27,0.2,4.36,757,0.4,0.16
,7489,R25759,932-029,05-08-2020 03:42,Glu,3,16,1441,2.963,24.7,29.31,5.543,Failed,3.47,0.27,0.1,4.88,699,0.5,0.67
,7489,R25759,932-029,05-08-2020 03:38,Glu,2,8,1439,2.83,24.84,29.33,5.862,Failed,3.48,0.29,0.1,3.63,696,1.3,0.6
,7489,R25759,932-029,05-08-2020 03:32,Glu,1,16,1439,2.9,24.94,29.31,5.55,Failed,3.53,0.3,0.1,4.24,595,0.2,0.02
,7749,R25898,932-029,05-08-2020 00:20,Glu,2,4,95,2.435,24.35,29.24,6.143,Failed,2.23,0.19,1.9,2.85,509,1.2,2.32
,7749,R25898,932-029,05-08-2020 00:16,Glu,1,12,85,2.74,24.45,29.21,6.238,Failed,2.27,0.21,2.8,3.63,402,0.4,1.45
,7745,R25894,932-029,04-08-2020 23:20,Glu,1,2,1031,2.657,24.5,29.31,6.865,Failed,2.2,0.25,3.1,2.32,198,6.7,1.15
,7598,R25814,932-029,04-08-2020 22:24,Glu,2,4,39,2.75,25.14,29.08,6.784,Failed,0.4,0.23,1,4.14,255,5.8,0.03
,7750,R25899,932-029,04-08-2020 21:00,Glu,3,11,1227,2.737,26.38,28.61,6.865,Failed,2.28,0.13,2,2.28,412,3.7,2.41
,7386,R25683,932-029,04-08-2020 18:22,Glu,1,7,1322,2.901,25.09,29.81,7.016,Failed,3.6,0.28,1,2.41,261,8.2,2.4
,7608,R25824,932-029,04-08-2020 04:24,Glu,8,1,1587,2.73,29.61,25.75,6.966,Failed,0.42,0.32,1.2,4,407,8.4,1.14
,7715,R25886,932-029,04-08-2020 01:54,Glu,3,1,1429,2.513,26.77,27.94,6.771,Failed,1.75,0.2,1.2,0,306,6.2,1.04
,7715,R25886,932-029,04-08-2020 01:50,Glu,2,16,1414,2.525,27.01,27.83,6.52,Failed,1.73,0.57,1.7,3.36,415,1.5,0.63
,7712,R25883,932-029,04-08-2020 00:22,Glu,2,2,900,2.41,27.38,27.74,6.714,Failed,2.17,0.11,0.4,1.1,142,5.7,2.94
,7390,R25687,932-029,03-08-2020 22:56,Glu,1,4,1031,2.883,28.96,27.04,6.849,Failed,2.17,0.17,0.2,0.02,233,8.1,2.42
,7753,R25900,932-029,03-08-2020 13:14,Glu,8,9,63,2.79,29.78,26.68,6.833,Failed,2.13,0.19,0.5,1.75,351,7.7,0.81
,7753,R25900,932-029,03-08-2020 12:48,Glu,1,1,1395,2.55,29.19,27.21,6.78,Failed,2.13,0.03,0.3,0.49,213,10,3.26
,7550,R25781,932-029,03-08-2020 10:08,Glu,1,2,17,3.011,27.71,27.51,6.471,Failed,5.8,0.22,0.4,0.89,95,6.6,3.23
,7747,R25896,932-029,03-08-2020 08:36,Glu,1,1,2092,2.487,27.53,27.87,7.26,Failed,2.17,0.38,3,4.47,415,4.9,0.14
,7424,R25721,932-029,31-07-2020 15:24,Glu,2,1,4319,2.67,28.91,27.26,6.234,Failed,2.08,0.23,0.1,3.57,34,6.4,2.05
,7707,R25878,932-029,31-07-2020 14:44,Glu,8,15,3206,2.607,29.44,27.02,6.206,Failed,1.43,0.1,0.8,0.63,52,6.6,3.26
,7707,R25878,932-029,31-07-2020 14:26,Glu,3,5,3219,2.504,30.17,26.77,7.206,Failed,1.42,0.37,0.6,2.77,323,8.5,2.02
,7707,R25878,932-029,31-07-2020 14:14,Glu,1,4,2513,2.663,30.15,26.59,7.015,Failed,1.57,0.26,0.1,2.04,235,13.1,1.22
,7704,R25875,932-029,31-07-2020 05:20,Glu,1,7,2785,2.605,30.56,25.69,6.568,Failed,1.48,0.09,0.7,1.97,0,6.1,1.9
,7734,R25890,932-029,31-07-2020 04:00,Glu,3,7,3985,2.326,29.19,27.39,6.129,Failed,1.5,0.01,0.7,0.85,220,21.2,3.11
,7734,R25890,932-029,31-07-2020 03:54,Glu,1,8,3991,2.561,28.86,27.41,6.618,Failed,1.43,0.2,0.6,2.5,405,6,0.07
,7711,R25882,932-029,31-07-2020 01:50,Glu,3,2,4621,2.47,27.22,27.48,6.385,Failed,1.48,0.05,1,1.86,156,7,2.71
,7711,R25882,932-029,31-07-2020 01:42,Glu,1,1,4626,2.595,27.22,27.46,5.271,Failed,1.48,16.86,2815.3,41.87,600,1.3,6.5
,7476,R25746,932-029,31-07-2020 00:48,Glu,2,6,2861,2.69,26.79,27.72,5.222,Failed,1.47,0.23,0.9,2.76,539,1.6,1.49
,7413,R25710,932-029,31-07-2020 00:22,Glu,3,6,4454,2.78,26.89,27.65,5.844,Failed,1.48,0.03,0.9,0.39,56,7.3,2.88
,7413,R25710,932-029,31-07-2020 00:14,Glu,1,3,4457,2.853,26.79,27.65,5.052,Failed,1.5,0.17,1.1,3.17,574,1.7,1.01
,7421,R25718,932-029,30-07-2020 22:56,Glu,3,1,4498,2.732,27.38,27.26,6.436,Failed,1.58,0.03,1,2.52,267,5.9,6.01
,7409,R25706,932-029,30-07-2020 22:26,Glu,3,13,4460,2.66,28,26.89,6.342,Failed,1.52,0.15,0.4,2.69,272,6.4,1.23
,7713,R25884,932-029,30-07-2020 05:34,Glu,2,14,1863,2.7,30.93,25.39,6.49,Failed,1.42,0.16,0.4,1.4,19,3.1,3.52
,7392,R25689,932-029,30-07-2020 05:26,Glu,8,5,1770,2.775,30.61,25.5,6.229,Failed,1.32,0.13,0.9,1.1,172,2.7,4.17
,7709,R25880,932-029,30-07-2020 03:24,Glu,8,4,1871,2.501,28.54,27.26,7.131,Failed,7.9,0.4,0.8,3.64,327,8.7,0.37
,7490,R25760,932-029,30-07-2020 02:34,Glu,2,9,7547,2.7,27.85,27.23,5.897,Failed,1.53,0.24,0.3,2.7,19,6.6,2.45
,7490,R25760,932-029,30-07-2020 02:30,Glu,1,13,7546,2.86,27.88,27.23,5.265,Failed,1.55,0.23,0.5,4.37,403,0.2,1.32
,7565,R25796,932-029,30-07-2020 00:14,Glu,1,9,1734,2.72,28.1,26.77,6.89,Failed,1.42,0.48,2.9,4.65,23,13.2,2.03
,7700,R25871,932-029,29-07-2020 15:08,Glu,8,16,1221,1.939,27.83,28.31,6.014,Failed,7.88,0.03,0.3,0.87,128,6.7,2.5
,7700,R25871,932-029,29-07-2020 15:02,Glu,6,16,1226,2.087,28.52,27.81,6.059,Failed,7.92,0.28,0.3,2.81,226,5.7,2.07
,7700,R25871,932-029,29-07-2020 14:36,Glu,1,10,1242,2.131,28.59,27.76,7.024,Failed,7.87,0.2,0.1,1.2,24,7.3,3.23
,7397,R25694,932-029,29-07-2020 13:52,Glu,8,3,1724,2.855,28.94,27.51,5.873,Failed,3.05,0.11,1.2,0.52,538,5,3.7
,7397,R25694,932-029,29-07-2020 13:34,Glu,3,16,1738,2.744,29.39,27.25,5.543,Failed,3.08,0.15,1,2.54,413,2.1,2.6
,7697,R25868,932-029,29-07-2020 03:50,Glu,3,16,3349,2.566,29.11,27.14,5.295,Failed,7.88,0.25,0.5,4.53,617,0.1,0.16
,7568,R25799,932-029,29-07-2020 01:56,Glu,2,1,1835,2.865,29.61,26.21,6.952,Failed,2.12,0.17,1.6,2.87,208,6.6,0.4
,7699,R25870,932-029,29-07-2020 00:20,Glu,3,4,972,2.583,28.64,26.38,6.737,Failed,1.57,0.26,1.2,4.26,331,17.1,3.93
,7699,R25870,932-029,29-07-2020 00:16,Glu,2,3,978,2.519,28.79,26.52,6.677,Failed,1.6,0.03,1.3,2.63,327,7.4,3.09
,7698,R25869,932-029,28-07-2020 23:30,Glu,3,15,1575,2.568,29.06,26.45,5.474,Failed,1.37,0.21,1,3.45,431,1.3,0.91
,7698,R25869,932-029,28-07-2020 23:22,Glu,1,2,1584,2.72,29.11,26.36,5.75,Failed,1.4,0.1,1.6,2.57,558,6.6,3.18
,7576,R25807,932-029,28-07-2020 22:52,Glu,1,10,1370,2.692,29.26,26.38,6.121,Failed,2.17,0.15,0.2,1.15,67,6.2,2.73
,7415,R25712,932-029,28-07-2020 22:30,Glu,3,16,2792,2.566,28.72,26.51,5.224,Failed,1.48,0.22,1,4.02,592,0.4,1.25
,7415,R25712,932-029,28-07-2020 22:26,Glu,2,2,2794,2.703,28.76,26.45,5.449,Failed,1.45,0.19,0.7,3.64,434,1,1.43
,7696,R25867,932-029,28-07-2020 15:54,Glu,2,2,122,2.565,29.63,26.82,6.394,Failed,1.03,0.38,0.4,3.92,159,6.4,1.15
,7554,R25785,932-029,28-07-2020 15:22,Glu,2,2,1193,2.581,29.53,27.19,6.966,Failed,1.67,0.21,0.7,0.97,59,5.9,3.34
,7498,R25768,932-029,28-07-2020 12:06,Glu,3,9,2669,2.69,29.38,27.14,6.214,Failed,2.2,0.14,0.4,0.48,13,7.3,2.27
,7414,R25711,932-029,28-07-2020 04:40,Glu,1,1,1745,2.92,30.67,26.65,6.158,Failed,1.6,0.03,1.2,2.62,414,9.2,3.94
,7501,R25771,932-029,28-07-2020 01:34,Glu,2,4,1420,2.78,28.23,27.34,6.568,Failed,1.62,0.01,0.3,2.78,171,6.1,2.78
,7401,R25698,932-029,28-07-2020 01:00,Glu,1,1,1377,3.027,28.91,27.21,6.63,Failed,1.55,0.05,0.2,2.69,99,6.4,1.4
,7411,R25708,932-029,27-07-2020 23:34,Glu,2,2,1274,2.72,29.65,26.52,5.787,Failed,1.02,0.22,0.2,3.68,255,10.3,2.27
,7408,R25705,932-029,27-07-2020 09:36,Glu,2,2,1218,2.608,26.96,28.09,6.744,Failed,0.07,0.1,0.7,0.11,149,16.3,2.14
,7384,R25681,932-029,27-07-2020 08:38,Glu,3,1,1278,2.738,27.24,27.79,6.992,Failed,1.33,0.18,0.8,5.59,360,5.9,0.2
,7332,R25675,932-029,24-07-2020 04:34,Glu,1,4,1122,2.827,30.39,27.04,7.345,Failed,3.42,0.23,0.6,1.64,266,15.3,2.56
,7330,R25673,932-029,24-07-2020 02:20,Glu,8,5,2906,2.745,28.77,27.95,6.41,Failed,1.35,0.22,0.2,4.44,219,5.8,0.79
,7470,R25740,932-029,23-07-2020 22:34,Glu,8,2,2771,2.744,27.98,27.65,6.612,Failed,1.25,0.11,0.6,0.04,17,5.9,2.07
,7417,R25714,932-029,23-07-2020 17:00,Glu,8,4,1596,2.809,29.13,27.25,6.336,Failed,1.7,0.24,0.1,3.24,162,8.7,2.61
,7399,R25696,932-029,23-07-2020 15:34,Glu,2,5,1755,2.988,28.45,27.49,5.886,Failed,0.97,4.67,1,4.69,74,1000003.6,3.19
,7331,R25674,932-029,23-07-2020 05:14,Glu,1,2,3236,2.75,29.21,26.61,6.449,Failed,1.65,0.29,0.3,3.04,216,6.9,1.58
,7319,R25662,932-029,23-07-2020 04:46,Glu,8,12,2994,2.63,29.23,26.88,6.582,Failed,1.63,0.33,0.7,3.27,250,5.9,1.68
,7319,R25662,932-029,23-07-2020 04:24,Glu,2,8,2988,2.69,27.85,27.67,6.605,Failed,1.62,0.35,1.3,4.59,408,3.6,0.23
,7310,R25653,932-029,23-07-2020 02:26,Glu,8,1,2737,2.732,27.56,27.83,6.251,Failed,1.58,0.48,0,2.76,19,9.7,4.69
,7310,R25653,932-029,23-07-2020 02:06,Glu,2,2,2736,2.737,27.65,27.65,6.62,Failed,1.62,0.79,0,0.48,52,62.6,7.78
,7460,R25730,932-029,23-07-2020 01:06,Glu,2,2,1099,2.8,27.12,27.9,6.684,Failed,0.65,0.25,0.2,1.5,302,14.1,0.21
,7462,R25732,932-029,22-07-2020 23:24,Glu,2,10,1729,2.83,29.01,26.77,7.397,Failed,0.73,0.29,0.6,0.31,321,18.2,2.81
,7477,R25747,932-029,22-07-2020 22:56,Glu,3,2,1077,2.87,28.52,26.24,6.752,Failed,0.87,0.55,0.4,3.73,294,6,0.45
,7477,R25747,932-029,22-07-2020 22:54,Glu,2,8,1077,2.81,28.23,26.38,7.16,Failed,0.95,0.67,1.4,4.48,396,8.4,0
,7477,R25747,932-029,22-07-2020 22:50,Glu,1,3,1080,2.9,27.81,26.65,7.181,Failed,1,0.83,1.4,4.13,404,46.6,1.4
,7322,R25665,932-029,22-07-2020 04:30,Glu,2,2,2996,2.704,27.34,28.15,5.511,Failed,0.77,0.21,0.6,3.83,440,1,1.63
,7309,R25652,932-029,22-07-2020 03:54,Glu,3,8,1153,2.733,26.99,28.04,5.901,Failed,1.03,0.15,0.9,0.08,33,6.3,1.84
,7309,R25652,932-029,22-07-2020 03:48,Glu,1,1,1151,2.648,26.92,28.01,6.737,Failed,1.03,0,1,2.6,204,13.1,2.64
,7140,R25617,932-029,22-07-2020 01:02,Glu,8,9,1692,2.801,26.97,27.74,6.206,Failed,0.92,0.16,0.4,1.58,70,7.7,3.35
