time_betw_scan_min,CA,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1303,2.774,6.183,Approved,24.25,2.04,11,40.8,40.67,464,5.3,-0.13,21,11.69,-0.06,-0.03
2570,2.409,6.734,Approved,19.9,1.88,12.3,41.2,40.14,467,8.7,-1.06,21,12.76,-0.27,-0.14
1915,2.712,6.214,Approved,20.42,1.97,10.7,41.12,40.25,464,5.9,-0.87,21,13.97,-0.08,-0.04
7252,2.602,6.81,Approved,22.3,1.95,11.2,40.31,39.49,348,7.3,-0.82,31,14.15,-0.11,0
4497,2.873,7.151,Approved,22.73,1.99,12.7,41.37,40.76,463,6.1,-0.61,31,10.01,-0.39,-0.1
4199,2.633,6.041,Approved,21.57,1.97,11,41.18,40.61,369,5.9,-0.57,32,8.24,-0.59,-0.16
7340,2.405,6.1,Approved,26.17,1.9,10.9,40.82,38.72,470,8.6,-2.1,21,10.86,-0.27,-0.01
2962,2.551,5.745,Approved,22.18,1.96,9.5,41.31,40.66,705,5.2,-0.65,21,11.73,-0.07,0.01
1459,2.492,6.936,Approved,20.32,1.98,11.5,40.7,40.2,296,5.9,-0.5,32,10.45,-0.46,-0.13
2742,2.889,6.685,Approved,17.98,2.08,11.5,41.2,40.75,428,4.9,-0.45,21,13.89,-0.14,-0.01
1686,2.434,6.341,Approved,25.87,2.02,10.6,41.59,40.64,331,5.2,-0.95,21,12.66,-0.14,-0.05
1828,2.644,6.093,Approved,24.02,2.15,9.7,38.8,36.44,501,9.4,-2.36,21,13.76,-0.06,0.02
148,2.508,6.222,Approved,22.43,2.02,9.8,39.03,37.55,601,5.9,-1.48,21,9.75,-0.56,0.03
34766,2.287,6.317,Approved,25.85,1.92,10.7,40.49,39.54,347,6.8,-0.95,32,12.74,-0.34,-0.06
2589,2.543,6.522,Approved,21.38,1.99,10.8,41.92,40.72,439,7,-1.2,22,13.94,-0.15,-0.04
1458,2.652,6.768,Approved,22.25,1.99,10.2,39.14,38.59,477,9.5,-0.55,32,9.12,-0.26,-0.03
1485,2.604,5.707,Approved,18.35,1.98,9.9,38.44,35.31,729,6.4,-3.13,21,14.56,-0.05,0
856,2.673,6.476,Approved,25.15,2,10.3,40.5,39.75,533,5.8,-0.75,21,13.18,-0.21,-0.03
585,2.477,6.202,Approved,19.08,2.01,11.1,41.08,40.58,621,5.5,-0.5,21,10.84,-0.1,0.03
1269,2.47,6.275,Approved,20.85,1.85,10.7,41.6,40.92,394,7,-0.68,32,10.91,-0.71,-0.24
1363,2.868,5.804,Approved,21.37,2.05,10.2,40.87,39.88,564,5.6,-0.99,21,13.99,-0.09,0.02
1398,2.385,6.476,Approved,21.28,1.98,10.8,41.25,39.78,513,8.3,-1.47,21,10.81,-0.3,-0.19
2532,2.277,6.304,Approved,23.52,2.05,11.4,40.84,40.17,409,5.2,-0.67,31,11.51,-0.07,-0.03
1128,2.654,6.909,Approved,18.53,2.06,10.3,40.87,39.68,327,7.4,-1.19,32,14.23,-0.63,-0.08
2355,2.613,5.672,Approved,24.3,1.96,11,40.36,38.27,683,7.2,-2.09,21,12.98,-0.39,-0.08
1227,2.554,5.8,Approved,20.9,2.02,11.6,42.13,40.72,563,5.5,-1.41,21,11.21,-0.37,-0.15
181,2.788,5.87,Approved,22.47,2.07,11.5,40.4,40.07,514,5,-0.33,21,11.46,-0.05,-0.02
15525,2.424,5.558,Approved,23.77,2.05,9.8,41.67,40.39,601,5.4,-1.28,21,13.07,-0.05,0.01
1780,2.871,5.836,Approved,16.13,2.03,11,41.03,40.7,510,4.7,-0.33,21,12.53,-0.16,-0.03
1627,3.021,6.158,Approved,21.85,1.96,10.8,40.41,39.89,485,5,-0.52,21,13.36,-0.23,-0.14
1014,2.46,5.844,Approved,19.2,1.98,13,41.98,40.81,356,7.2,-1.17,36,14.42,-0.42,-0.19
3421,2.466,6.249,Approved,23.1,1.98,10.9,40.68,40.19,371,6.8,-0.49,32,9.9,-0.39,0
253,2.877,6.148,Approved,23.3,2.14,10.1,38.49,36.72,469,7.1,-1.77,21,8.78,-0.17,-0.02
6675,2.599,5.799,Approved,18.38,2.09,10.2,41.35,40.65,357,5.6,-0.7,21,12.48,-0.2,-0.08
2942,2.627,6.344,Approved,23.95,1.96,10.8,40.28,39.62,487,6.6,-0.66,21,11.72,-0.17,-0.03
4048,2.466,6.98,Approved,22.03,1.98,10.8,41.95,41.24,519,6.3,-0.71,21,10.23,-0.08,0
1823,2.646,6.084,Approved,23.57,1.86,10.5,40.52,40.47,476,7.3,-0.05,22,14.42,-0.13,0
1669,2.622,6.52,Approved,21.47,1.96,10.3,41.08,40.67,296,5.9,-0.41,31,12.42,-0.23,-0.06
1257,2.485,5.68,Approved,23.55,1.98,10.6,41.28,40.01,690,4.9,-1.27,21,11.77,-0.06,0.02
1494,2.608,6.752,Approved,21.52,1.99,11.7,40.9,40.71,339,6.6,-0.19,35,9.39,-0.1,-0.04
2993,2.59,6.89,Approved,22.22,1.99,12,41.51,40.63,251,7.3,-0.88,64,8.87,-0.29,-0.05
1243,2.88,6.715,Approved,19.75,1.94,9.7,41.81,40.4,560,6.4,-1.41,21,10.62,-0.22,-0.07
2593,2.302,6.368,Approved,28.27,1.88,14.4,40.95,40.76,320,6.2,-0.19,32,10.2,-0.2,-0.09
1826,2.499,6.321,Approved,26.27,1.97,11,40.73,40.24,408,4.9,-0.49,22,13.66,-0.05,0
6064,2.537,6.422,Approved,17.95,1.99,10.4,40.59,40.32,476,7,-0.27,21,11.99,-0.07,-0.02
74,2.528,6.276,Approved,22.43,2,11.6,41.41,40.53,360,5.5,-0.88,31,12.29,-0.34,-0.04
37084,2.56,5.55,Approved,22.68,2.01,9.9,40.09,38.71,659,8,-1.38,21,10.29,-0.02,0.03
1381,2.671,6.193,Approved,22.3,1.9,11,40.19,39.77,319,6.1,-0.42,32,12.8,-0.22,-0.13
991,2.69,6.421,Approved,22.45,2.06,10.8,40.89,39.5,425,7,-1.39,21,12.72,-0.03,-0.01
292,2.613,7.273,Approved,28.07,2.03,11.7,40.15,38.5,427,9.4,-1.65,31,12.44,-0.1,0
3494,2.6,5.661,Approved,24.65,1.98,10.2,41.38,40.36,480,5.6,-1.02,21,11.71,-0.32,-0.11
1944,2.749,6.167,Approved,23.37,1.98,9.8,41.28,40.83,465,4.7,-0.45,21,12.19,-0.06,0.03
1196,2.252,6.411,Approved,20.55,2.06,11.2,41.78,40.75,401,5.8,-1.03,21,11.42,-0.08,0.05
2773,2.7,5.99,Approved,20.58,2.07,10.6,40.76,39.22,534,6.3,-1.54,22,13.29,-0.36,-0.05
1644,2.7,6.484,Approved,27.2,2.12,9.7,38.78,36.69,314,9.2,-2.09,35,13.35,-0.04,0.02
41,2.313,6.428,Approved,19.55,2,12.8,41.27,40.83,351,7.4,-0.44,32,10.93,-0.23,-0.07
1686,2.537,6.211,Approved,18.88,2.07,10.4,40.67,38.94,388,6.9,-1.73,32,11.13,-0.14,0.03
1336,2.636,6.47,Approved,22.07,1.96,10,41.34,40.65,371,5.7,-0.69,21,12.88,-0.54,-0.16
1575,2.568,5.989,Approved,22.77,2.01,11.2,41.12,40.15,522,4.5,-0.97,21,8.77,-0.02,0.01
2537,2.83,6.583,Approved,17.35,2.12,12.5,40.6,41.8,300,6.5,1.2,31,11.64,-0.08,-0.02
1781,2.118,6.159,Approved,23.88,1.96,10.3,41.05,40.1,590,5.2,-0.95,21,12.47,-0.12,0.01
1427,2.673,6.554,Approved,22.03,2.05,10.3,41.24,40.68,427,4.9,-0.56,22,14.88,-0.18,-0.07
6017,2.563,6.771,Approved,28.07,2.12,11.8,43.72,42.72,417,6.8,-1,22,13.49,-0.08,-0.01
6130,2.422,6.024,Approved,24.13,2.03,10.5,40.26,40.04,482,5.8,-0.22,21,13.45,0,0.01
3084,2.326,5.793,Approved,21.47,2.03,9.4,40.7,38.89,526,6,-1.81,22,15.55,-0.37,0
1193,2.413,6.266,Approved,26.28,2.03,10.3,39.88,37.43,585,7.3,-2.45,22,10.21,-0.07,0.01
1167,2.522,6.306,Approved,23.63,2.04,9.1,42.01,41.66,543,5.8,-0.35,21,12.37,0.03,0.04
1115,2.518,5.794,Approved,23.92,1.97,9.8,39.99,37.82,598,8.9,-2.17,21,14.26,-0.42,-0.01
3947,2.417,6.455,Approved,23.9,1.93,11.6,40.34,39.79,235,7.1,-0.55,63,9.46,-0.53,-0.11
4278,2.648,5.579,Approved,24.35,1.99,10.6,41.13,40.21,514,6,-0.92,21,13.35,-0.1,-0.06
1496,3.107,7.017,Approved,22.08,2.05,11.8,39.89,39.36,405,6.8,-0.53,31,11.95,-0.31,-0.11
1573,2.5,6.629,Approved,19.62,2.04,11.3,41.91,41.5,442,8.6,-0.41,32,9.68,-0.12,-0.01
1290,3.133,6.359,Approved,22.9,1.99,11,41.14,40.29,472,5.3,-0.85,21,11.3,-0.24,-0.11
78,2.515,6.078,Approved,24.53,2.01,9.8,40.57,40.31,478,5.2,-0.26,21,12.15,-0.03,-0.01
2765,2.402,6.254,Approved,19.57,2.02,10.9,41.75,39.9,838,7,-1.85,21,14.04,-0.37,-0.04
968,2.773,6.441,Approved,22.22,2,12,41.26,40.42,418,6.1,-0.84,21,12.64,-0.17,-0.05
1124,2.785,5.85,Approved,19.95,1.96,11.6,40.67,40.29,443,5.3,-0.38,21,10.75,-0.21,-0.06
870,2.584,5.831,Approved,25.52,1.99,10.8,40.12,39.6,423,5.4,-0.52,21,11.17,-0.08,0.01
2590,2.689,6.974,Approved,19.47,2.05,11,41.55,40.54,242,8.7,-1.01,58,13.03,-0.73,-0.11
3978,2.674,5.551,Approved,16.72,2,9.4,40.47,38.98,582,7.6,-1.49,21,11.69,-0.35,-0.04
4217,2.589,7.114,Approved,25.28,1.96,10.9,40.58,39.42,396,9.8,-1.16,32,9.89,-0.49,-0.16
1174,2.655,6.353,Approved,21.77,1.93,10.8,41.73,40.95,386,5.2,-0.78,10,11.3,-0.15,-0.02
218,2.441,5.992,Approved,17.67,2.05,11.7,40.61,40.52,336,7.1,-0.09,32,13.64,-0.06,-0.01
1443,2.638,6.027,Approved,28.52,1.97,10.8,41.15,40.06,490,4.8,-1.09,21,15.42,-0.12,-0.01
2519,2.847,6.256,Approved,23.68,2.01,11.3,41.08,40.47,343,5.2,-0.61,32,12.59,-0.09,-0.05
3731,2.562,5.824,Approved,22.72,1.98,10.1,40.58,39.79,527,5.2,-0.79,21,14.02,-0.26,-0.02
370,2.618,6.041,Approved,22.6,2.03,10.5,41.28,40.03,666,5.3,-1.25,21,11.41,-0.01,0.01
1022,2.861,6.573,Approved,23.52,2.13,11.3,40.74,41.74,563,6.1,1,21,12.31,-0.14,-0.1
2726,2.768,6.05,Approved,22.98,1.92,9.5,41.35,40.97,556,5.1,-0.38,21,11.44,-0.58,-0.31
1008,2.675,7.121,Approved,20.43,2.05,12.3,40.65,39.68,298,8.4,-0.97,36,12.56,-0.56,-0.01
1338,2.591,6.299,Approved,22.7,2.08,11,41.02,40.46,428,5.1,-0.56,21,13.13,-0.19,-0.06
1267,2.58,6.296,Approved,20.82,1.96,10.1,41.13,39.97,608,7.4,-1.16,21,11.61,-0.51,-0.14
1919,2.747,6.338,Approved,23.17,2.05,11.1,41.47,40.1,618,6.8,-1.37,21,14.8,-0.13,-0.18
3190,2.706,6.587,Approved,20.48,2.01,11,41.02,40.33,332,5.7,-0.69,32,10.96,-0.32,-0.07
683,2.555,6.038,Approved,18.77,1.97,11.9,41.82,41.24,252,6.2,-0.58,40,11.2,-0.38,-0.01
18415,2.732,5.83,Approved,23.55,2.08,10.2,41.16,38.44,645,5.9,-2.72,21,11.37,-0.08,0.02
1927,2.77,6.141,Approved,22.52,2.02,10.4,40.68,40.19,439,6.2,-0.49,22,13.07,-0.41,-0.04
3560,2.553,6.502,Approved,20.62,1.92,11.4,41.14,40.47,286,8.1,-0.67,36,12.04,-0.58,-0.1
1320,2.757,6.046,Approved,20.52,2.02,10.2,40.42,38.72,709,6.4,-1.7,21,13.38,-0.16,-0.01
1095,2.656,5.813,Approved,21.97,1.93,10.2,41.66,41.21,599,5.4,-0.45,21,14.26,-0.36,-0.16
5959,2.589,5.809,Approved,24.27,1.97,10.7,41.25,40.8,459,5.5,-0.45,21,13.06,-0.33,-0.14
462,2.587,6.406,Approved,22.55,2.04,10.8,40.8,39.88,517,6.2,-0.92,21,11.12,0,0.03
1839,2.707,6.067,Approved,19.47,1.96,12.8,41.19,40.61,489,5.4,-0.58,21,12.52,-0.29,-0.05
1259,2.585,5.786,Approved,22.37,2,11.7,41.34,40.39,441,5.6,-0.95,21,10.99,-0.19,-0.08
1618,2.499,6.075,Approved,23.78,1.99,10.9,40.61,39.31,601,6.6,-1.3,21,13.98,0.03,0.02
917,2.18,5.762,Approved,24.03,1.95,9.5,40.48,39.21,685,6.2,-1.27,21,13.01,-0.07,0.02
457,2.479,6.591,Approved,22.52,2.03,10.1,40.64,40.21,362,6.5,-0.43,31,11.53,-0.04,-0.01
1638,2.412,5.759,Approved,24.07,2.05,12.3,42.67,41.5,682,4.2,-1.17,21,13.23,-0.24,-0.1
1608,2.385,5.869,Approved,26.52,1.98,10,41.21,40.55,745,5.2,-0.66,21,11.88,-0.47,-0.05
1665,2.626,6.662,Approved,22.45,1.93,10.1,40.25,38.3,347,8.4,-1.95,36,10.78,-0.38,-0.06
1387,2.827,6.936,Approved,18.92,1.93,11.8,39.98,38.67,334,10.4,-1.31,32,9.48,-0.55,-0.18
2681,2.497,6.115,Approved,25.37,1.94,10.2,41.05,39.34,580,7.5,-1.71,21,13.67,-0.44,-0.14
1077,2.584,6.675,Approved,19.18,1.93,8.7,36.42,32.37,451,7.3,-4.05,21,11.55,-0.15,-0.01
6126,2.648,6.096,Approved,26.12,1.97,11.7,41.37,40.12,479,5.2,-1.25,21,12.48,-0.2,-0.1
1309,2.387,6.303,Approved,22.73,2.06,10.1,39.5,37.84,408,6,-1.66,21,12.18,-0.39,-0.04
2806,2.493,6.044,Approved,24.35,2.07,10.8,40.76,40.17,596,5,-0.59,21,14.22,-0.11,-0.02
1394,2.675,5.827,Approved,19.18,2.07,10.7,38.62,39.96,380,5.1,1.34,21,10.41,-0.06,0.04
1391,2.79,5.156,Approved,23.5,2.02,10,41.1,39.4,806,5.5,-1.7,21,12.83,-0.02,0.02
1474,2.735,6.317,Approved,19.63,2.06,11.1,41.78,41.62,459,7.4,-0.16,21,10.53,-0.12,-0.02
11337,2.643,6.477,Approved,22.53,2.1,11,41.43,40.67,383,5.8,-0.76,35,11.13,-0.2,-0.04
1666,2.455,6.248,Approved,26.23,2.02,11.1,41.12,40.45,521,7.6,-0.67,21,11.49,-0.28,-0.01
4813,2.59,6.27,Approved,19.72,1.9,12.3,40.79,40.5,347,7.5,-0.29,36,9.68,-0.11,-0.06
4158,2.9,5.695,Approved,19.52,2.02,10,40.75,40.59,783,5.9,-0.16,21,13.15,-0.02,0
1533,2.62,5.769,Approved,22.48,1.99,9.8,40.72,40.06,476,4.7,-0.66,21,10.62,-0.28,-0.05
1733,2.659,6.372,Approved,24.35,2.01,10.4,41.45,41,408,6.1,-0.45,21,10.62,0.02,0
1122,2.616,7.255,Approved,21.45,2.03,10.9,41.72,40.93,282,8.1,-0.79,35,12.61,-0.37,-0.03
21,2.699,6.768,Approved,22.83,1.94,11.8,41.08,40.28,343,6.9,-0.8,21,9.88,-0.56,-0.26
1507,2.57,5.521,Approved,28.53,2.1,10.1,40.67,38.94,557,6.6,-1.73,21,13.95,-0.11,-0.04
4313,2.68,5.889,Approved,21.93,2.03,9.6,41.31,39.17,854,7,-2.14,21,12.49,-0.07,0.03
1336,2.816,6.064,Approved,22.23,2,11.4,41.02,40.07,471,5.3,-0.95,21,14.14,-0.12,-0.03
1448,2.882,6.933,Approved,22.75,2.03,10.1,39.98,39.2,617,8.3,-0.78,21,9.98,-0.58,-0.18
1629,2.57,6.045,Approved,19.7,2.08,9.9,39.61,37.74,510,7.7,-1.87,21,13.54,-0.38,-0.08
1269,2.672,5.979,Approved,22.85,1.97,10.6,41.97,40.83,585,5.9,-1.14,21,11.33,-0.23,-0.01
7133,2.63,5.116,Approved,24.17,2.04,10.2,40.81,39.47,573,6.1,-1.34,21,15.5,-0.19,-0.08
349,2.784,6.657,Approved,21.5,1.98,11.5,41.17,40.41,269,6.7,-0.76,40,8.65,-0.34,-0.03
220,2.94,6.569,Approved,21.77,2.06,12.5,40.31,37.18,597,9,-3.13,32,12.58,-0.21,-0.05
548,2.729,7.323,Approved,20.17,1.86,12.9,40.06,39.59,269,6.3,-0.47,35,7.9,-0.05,-0.01
1500,2.361,5.431,Approved,22.25,1.97,10.8,41.64,41.04,684,5,-0.6,21,10.15,-0.13,0.01
3438,2.67,6.659,Approved,25.62,2.12,9.7,36.78,34.5,580,7.5,-2.28,21,9.89,-0.06,0.04
4101,2.551,5.62,Approved,22.6,1.93,10.1,42.54,40.82,856,5.4,-1.72,21,15.47,-0.29,0.02
1347,2.828,6.904,Approved,24.07,2.11,9.5,40.52,39.12,459,7.6,-1.4,29,13.25,-0.38,-0.15
1363,2.471,7.188,Approved,23.37,1.94,11.2,41.08,40.66,213,7.4,-0.42,76,7.48,-0.11,-0.04
6935,2.687,6.457,Approved,21.63,2.09,10.4,39.15,37.65,269,9.4,-1.5,44,12.22,-0.51,-0.04
1521,2.55,5.698,Approved,22.18,2.09,8.3,38.43,36.77,713,7.8,-1.66,21,12.53,-0.01,0.04
1414,2.852,6.273,Approved,24.92,1.91,11.8,41.27,40.65,326,5.4,-0.62,32,12.36,-0.13,-0.04
4440,2.645,7.098,Approved,25.92,2.05,11.8,41.44,40.96,230,6.3,-0.48,44,9.31,-0.17,-0.02
1149,2.411,6.581,Approved,20.87,2.06,11,41.03,40.54,355,5.7,-0.49,21,12.67,-0.3,-0.07
4113,2.568,6.658,Approved,21.58,1.92,10.8,38.27,35.81,452,9,-2.46,21,12.43,-0.4,-0.05
1368,2.554,5.949,Approved,22.45,2.22,9.4,38.16,37.49,367,10.4,-0.67,31,13.94,-0.59,-0.09
1625,2.293,6.069,Approved,21.67,2.1,10.7,39.86,38.6,544,7.7,-1.26,21,10.48,-0.02,0.01
2279,2.58,6.022,Approved,22.23,2,10.8,40.56,39.75,286,6.5,-0.81,36,12.72,-0.45,-0.08
3889,2.68,5.65,Approved,19.98,2.03,10.1,40.85,39.48,406,7.1,-1.37,21,10.53,-0.23,-0.08
4116,2.52,6.284,Approved,24.28,2.12,10.6,39.23,36.84,473,8.6,-2.39,21,14.44,-0.12,0
201,2.868,6.675,Approved,25.37,2.12,10.8,40.88,40.17,376,6.5,-0.71,21,10.34,-0.51,-0.04
2992,2.54,6.114,Approved,22.7,2.06,9.8,41.02,40.4,282,6.8,-0.62,35,12.05,-0.35,-0.21
2010,2.89,6.196,Approved,21.82,1.85,11.6,41.2,40.32,284,7.6,-0.88,36,10.52,-0.17,-0.04
2864,2.777,6.189,Approved,25.8,2.11,8.2,38.02,37.34,463,9,-0.68,21,12.71,-0.27,0
12792,2.476,6.692,Approved,16.73,1.97,10.7,38.94,38.9,391,6.8,-0.04,11,11.02,-0.52,-0.17
4193,2.386,5.881,Approved,20.97,2.07,10.2,41.76,40.73,525,5.5,-1.03,21,13.28,-0.37,0.01
1670,2.612,6.693,Approved,22.65,2.07,11.6,40.8,40.36,439,6.5,-0.44,21,11.41,-0.32,-0.05
1654,2.578,6.355,Approved,17.82,2.01,9.9,40.61,38.76,703,7.4,-1.85,22,15.13,-0.12,-0.03
3413,2.48,7.059,Approved,19.03,2.03,12.1,41.48,40.86,172,12,-0.62,196,10.85,-0.32,-0.03
1324,2.697,5.612,Approved,21.95,1.91,10.9,39.18,36.98,690,8,-2.2,21,15.14,-1.01,-0.36
2632,2.554,6.719,Approved,24.42,1.98,10.2,40.88,39.86,407,5.6,-1.02,21,15.27,-0.23,-0.08
927,2.795,6.28,Approved,24.33,2.05,11.3,40.25,39.67,295,7.2,-0.58,32,11.16,-0.12,-0.01
1090,2.477,6.455,Approved,23.1,1.89,10.5,41.06,39.88,350,7,-1.18,44,12.39,-0.2,-0.1
1357,2.547,6.372,Approved,22.48,2.01,11.8,40.48,38.38,588,8.4,-2.1,21,13.43,-0.26,-0.07
991,2.579,6.338,Approved,18.35,1.99,11.8,41.35,40.42,299,6.3,-0.93,35,10.88,-0.18,-0.02
1133,2.615,6.697,Approved,26.32,1.98,10.7,38.77,37.3,426,10.3,-1.47,32,14.33,-0.52,-0.01
1371,2.866,6.386,Approved,23.05,2.06,9.7,39.11,36.32,579,9.8,-2.79,21,13.15,-0.03,-0.02
1560,2.511,5.53,Approved,22.95,1.99,10.9,41.78,41.03,387,6.3,-0.75,20,14.68,-0.32,-0.25
1840,2.849,6.517,Approved,19.57,1.99,13.4,41.25,40.77,334,5.7,-0.48,32,10.91,-0.25,-0.13
1548,2.52,6.15,Approved,19.62,2.04,11.1,41.29,41.64,452,5.8,0.35,21,9.96,-0.08,0
6029,2.725,5.824,Approved,22.42,1.96,11,40.85,39.03,372,7,-1.82,32,12.69,-0.1,-0.01
1336,2.81,5.763,Approved,24.1,1.9,9.8,41.51,40.36,858,6,-1.15,12,12.31,-0.28,-0.12
2787,2.709,5.989,Approved,19.98,1.92,9.4,37.41,36.54,503,7.9,-0.87,32,10.07,-0.19,-0.09
29,2.56,6.719,Approved,24.55,1.94,11.3,40.18,39.52,217,10.1,-0.66,85,11.89,-0.04,0.01
1230,2.794,6.182,Approved,26.17,2.1,11.3,40.27,39.51,477,5.3,-0.76,21,13.84,-0.05,0.01
1328,2.591,6.808,Approved,23.78,1.98,11.8,40.98,40.41,282,7.5,-0.57,41,11.39,-0.06,-0.01
10639,2.325,5.996,Approved,22.08,2.13,9.9,40.6,39.52,443,6,-1.08,21,13.11,-0.25,-0.11
1144,2.855,6.674,Approved,24.62,2.21,10.9,37.57,35.14,215,14,-2.43,75,13.64,-0.17,-0.08
2899,2.506,5.135,Approved,21.95,1.92,9.4,40.37,38.79,774,7.4,-1.58,21,15.01,-0.49,-0.1
6430,2.82,5.545,Approved,24.97,2.02,10.8,40.88,40.46,550,5.2,-0.42,21,14.62,-0.14,-0.04
4087,2.578,6.471,Approved,21.52,1.98,9,38.78,36.7,502,7.9,-2.08,21,13.25,-0.14,-0.07
1612,2.459,6.561,Approved,20.53,1.98,9.2,41.6,39.38,651,6.3,-2.22,21,10.01,-0.56,-0.16
10410,2.611,6.263,Approved,22.7,2,9.3,40.05,36.47,505,6.7,-3.58,20,11.99,-0.32,-0.03
1612,2.424,6.517,Approved,22.43,1.99,11.6,40.68,39.82,404,6.2,-0.86,32,9.76,-0.43,-0.03
3112,2.56,5.402,Approved,21.83,1.99,11.3,40.52,39.85,222,8.5,-0.67,76,11.08,-0.17,-0.02
1832,2.499,6.648,Approved,22.15,2.02,9.8,37.84,34.73,484,8.7,-3.11,21,15.28,-0.73,-0.01
1412,2.915,6.301,Approved,21.03,1.99,10.4,40.97,39.78,824,6,-1.19,22,8.14,-0.13,-0.01
5800,2.755,6.622,Approved,24.23,1.98,9.6,40.92,40.36,403,5.8,-0.56,32,13.24,-0.19,-0.04
3104,2.644,6.53,Approved,21.62,2.01,10.5,41.78,40.79,424,6.1,-0.99,21,9.72,-0.08,-0.03
2461,2.66,5.392,Approved,22.53,2.07,9.6,40.66,38.96,746,6.6,-1.7,21,13.37,-0.17,-0.04
28,2.676,6.443,Approved,24.3,2.04,12.6,40.55,40.07,273,6.4,-0.48,36,14.5,-0.24,-0.07
852,2.614,6.042,Approved,22.8,2.08,10.4,41.5,40.63,692,5.7,-0.87,21,10.53,-0.27,-0.09
1737,2.53,6.377,Approved,21,2.07,11,41.38,40.92,543,5.1,-0.46,21,11.31,-0.14,-0.02
1145,2.516,4.952,Approved,21.22,2.12,9.9,41.49,40.89,805,4.6,-0.6,21,11.37,-0.13,-0.02
2537,2.633,6.001,Approved,22.03,2.05,9.3,39.96,39.02,527,6.4,-0.94,21,11.43,-0.01,0.02
1569,2.72,6.348,Approved,22.4,2.03,10.5,40.35,40.02,298,6.7,-0.33,32,12.19,-0.09,-0.01
1214,2.818,6.113,Approved,24.68,2.02,11,40.61,39.97,408,5.4,-0.64,21,11.19,-0.08,0
472,2.812,6.816,Approved,20.35,2.04,11,41.27,39.89,388,5.6,-1.38,21,13.6,-0.34,-0.1
4958,2.666,6.896,Approved,23.42,1.97,9.3,39.35,37.62,381,10.6,-1.73,32,11.29,-0.06,-0.04
1453,2.704,6.695,Approved,24.2,2.1,13.4,41.55,40.57,338,6.4,-0.98,32,10.46,-0.17,-0.04
1199,2.3,6.435,Approved,23.57,1.92,10.3,41.08,40.35,419,6.2,-0.73,21,13.76,-0.1,-0.03
6138,2.553,5.373,Approved,21.68,2.06,10.7,41.93,41.07,693,4.9,-0.86,22,12.95,-0.05,0.03
11348,2.644,6.84,Approved,22.53,2.12,11.7,41.11,40.47,345,5.8,-0.64,11,11.24,-0.16,-0.04
1037,2.961,7.328,Approved,24.2,2.08,12.3,41.16,40.39,242,6.4,-0.77,44,11.31,-0.12,-0.06
38,2.68,6.607,Approved,21.47,1.94,10.8,41.01,40.2,483,7.7,-0.81,22,12.99,-0.19,-0.06
2739,2.573,5.812,Approved,24.1,2.09,10.2,40.74,40.2,673,6.7,-0.54,21,13.1,-0.45,-0.04
2973,2.71,5.287,Approved,22.6,2.11,9.5,39.42,37.03,346,6.5,-2.39,21,11.46,-0.23,-0.01
1236,2.61,5.771,Approved,24.05,1.98,11.7,40.74,40.04,412,5.3,-0.7,32,12.06,-0.1,-0.05
1252,2.798,7.011,Approved,24.77,2.13,11.7,40.5,39.99,220,6.4,-0.51,108,12.05,-0.12,0.01
1602,2.74,5.298,Approved,21.27,2.06,9.7,41.63,40.68,938,4.5,-0.95,21,12.21,-0.07,0.01
1432,2.43,6.071,Approved,21.32,2.01,10,41.53,40.4,770,6.1,-1.13,21,12.82,-0.04,0.01
1753,2.572,7.127,Approved,19.55,1.95,10.1,40.72,40.41,402,9.3,-0.31,32,7.35,-0.18,-0.08
2661,2.388,6.194,Approved,23.22,2.05,10.2,39.71,36.19,645,7,-3.52,20,13.99,-0.38,-0.07
2728,2.681,6.152,Approved,24.08,1.99,10.3,40.26,39.7,511,5.7,-0.56,21,14.82,-0.05,-0.03
2722,2.674,5.9,Approved,23.03,2.01,9.8,40.37,38.72,630,8.3,-1.65,22,13.43,-0.3,-0.16
1620,2.473,5.711,Approved,23.95,1.98,11,41.43,40.62,706,4.4,-0.81,21,11.72,-0.13,-0.01
1246,2.76,6.621,Approved,20.68,1.99,11,41.87,40.69,357,6.8,-1.18,32,8.23,-0.31,-0.08
4771,2.699,5.799,Approved,19.72,2.02,11.1,40.67,38.15,495,7.1,-2.52,21,9.72,-0.09,-0.02
904,2.64,5.953,Approved,21.55,2.03,11.4,40.67,40.49,491,5.3,-0.18,21,11.43,-0.1,-0.02
1104,2.62,6.108,Approved,23.62,2.12,10.2,41.62,40.8,365,6.7,-0.82,32,12.51,-0.09,0
247,2.56,5.63,Approved,22.6,2.01,9.7,41.52,39.77,865,6,-1.75,21,12.11,-0.43,-0.05
1312,2.431,5.974,Approved,26.12,2.04,10.6,40.29,39.48,518,4.8,-0.81,21,10.93,-0.21,-0.01
2910,2.485,6.028,Approved,22.32,2.07,9.8,41.41,40.57,559,4.6,-0.84,21,12.36,-0.2,-0.01
3861,2.61,5.956,Approved,24.88,2.14,10.1,38.09,36.68,390,9.4,-1.41,21,12.84,-0.44,-0.04
