time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
0.081,0.262,0.842,0.283,0.562,0.781,0.829,0.181,0.117,0.763,0.538,0.857,0.634
0.002,0.262,0.842,0.278,0.590,0.791,0.825,0.332,0.107,0.737,0.354,0.805,0.620
0.132,0.209,0.842,0.255,0.686,0.815,0.841,0.126,0.239,0.728,0.277,0.451,0.634
0.142,0.262,0.421,0.278,0.381,0.788,0.768,0.468,0.117,0.620,0.274,0.624,0.465
0.139,0.078,0.421,0.226,0.390,0.772,0.801,0.588,0.107,0.719,0.414,0.752,0.577
0.130,0.078,0.421,0.264,0.552,0.809,0.870,0.266,0.081,0.801,0.116,0.827,0.662
0.074,0.262,0.421,0.278,0.448,0.683,0.762,0.248,0.142,0.789,0.317,0.865,0.620
0.073,0.262,0.421,0.250,0.429,0.786,0.832,0.273,0.086,0.760,0.565,0.865,0.690
0.067,0.262,0.421,0.241,0.638,0.836,0.896,0.099,0.102,0.810,0.501,0.647,0.479
0.024,0.262,0.842,0.278,0.429,0.811,0.843,0.370,0.076,0.740,0.559,0.744,0.690
0.089,0.173,0.842,0.241,0.476,0.779,0.815,0.261,0.218,0.736,0.348,0.744,0.493
0.197,0.262,0.421,0.264,0.524,0.751,0.751,0.282,0.178,0.648,0.394,0.812,0.549
0.098,0.262,0.421,0.307,0.467,0.821,0.823,0.344,0.051,0.681,0.587,0.865,0.690
0.061,0.262,0.421,0.259,0.400,0.824,0.851,0.298,0.122,0.734,0.664,0.519,0.423
0.078,0.262,0.842,0.222,0.505,0.755,0.816,0.170,0.076,0.779,0.273,0.774,0.648
0.029,0.262,0.421,0.250,0.400,0.853,0.883,0.508,0.015,0.753,0.424,0.895,0.732
0.052,0.262,0.421,0.241,0.505,0.879,0.856,0.520,0.066,0.650,0.457,0.835,0.634
0.004,0.078,0.421,0.250,0.562,0.798,0.841,0.301,0.081,0.759,0.300,0.759,0.606
0.136,0.201,0.421,0.274,0.486,0.760,0.811,0.273,0.030,0.761,0.688,0.812,0.690
0.000,0.217,0.842,0.302,0.438,0.734,0.764,0.238,0.249,0.705,0.436,0.752,0.690
0.124,0.078,0.421,0.264,0.505,0.755,0.820,0.183,0.051,0.789,0.532,0.789,0.648
0.050,0.262,0.421,0.241,0.543,0.795,0.818,0.296,0.213,0.716,0.527,0.850,0.592
0.212,0.078,0.421,0.321,0.352,0.714,0.711,0.314,0.142,0.625,0.670,0.767,0.676
0.041,0.262,0.582,0.274,0.552,0.822,0.851,0.167,0.147,0.738,0.498,0.910,0.676
0.161,0.262,0.000,0.316,0.390,0.666,0.678,0.590,0.096,0.637,0.282,0.850,0.662
0.066,0.262,0.421,0.231,0.543,0.817,0.850,0.243,0.117,0.744,0.399,0.887,0.662
0.097,0.262,0.421,0.264,0.410,0.810,0.821,0.277,0.188,0.696,0.614,0.789,0.718
0.049,0.262,0.563,0.255,0.590,0.828,0.850,0.159,0.112,0.725,0.376,0.797,0.662
0.075,0.262,0.421,0.288,0.581,0.782,0.833,0.234,0.046,0.769,0.548,0.865,0.662
0.067,0.262,0.421,0.292,0.448,0.844,0.840,0.360,0.132,0.677,0.273,0.767,0.704
0.155,0.193,0.421,0.292,0.381,0.791,0.807,0.446,0.081,0.697,0.397,0.774,0.718
0.264,0.262,0.421,0.274,0.495,0.652,0.688,0.387,0.152,0.684,0.249,0.857,0.676
0.091,0.189,0.421,0.255,0.438,0.790,0.774,0.347,0.117,0.630,0.277,0.677,0.521
0.054,0.262,0.842,0.302,0.648,0.775,0.833,0.200,0.107,0.781,0.202,0.835,0.662
0.003,0.262,0.842,0.269,0.552,0.807,0.848,0.205,0.213,0.758,0.461,0.820,0.648
0.137,0.262,0.609,0.269,0.610,0.784,0.811,0.173,0.122,0.719,0.232,0.812,0.577
0.046,0.078,0.842,0.255,0.295,0.572,0.543,0.290,0.132,0.512,0.733,0.707,0.592
0.233,0.262,0.328,0.307,0.552,0.795,0.869,0.372,0.015,0.825,0.691,0.857,0.620
0.047,0.262,0.421,0.311,0.505,0.812,0.827,0.291,0.056,0.705,0.450,0.917,0.704
0.153,0.262,0.421,0.292,0.362,0.783,0.830,0.156,0.117,0.762,0.555,0.789,0.718
0.296,0.262,0.842,0.278,0.533,0.774,0.828,0.136,0.147,0.772,0.572,0.737,0.662
0.142,0.078,0.421,0.278,0.324,0.769,0.771,0.327,0.132,0.658,0.550,0.639,0.676
0.008,0.262,0.421,0.274,0.571,0.757,0.850,0.368,0.025,0.848,0.424,0.902,0.732
0.095,0.262,0.421,0.297,0.533,0.649,0.661,0.416,0.142,0.633,0.480,0.902,0.718
0.149,0.262,0.421,0.259,0.495,0.855,0.874,0.150,0.152,0.731,0.593,0.549,0.366
0.283,0.078,0.421,0.250,0.467,0.854,0.873,0.288,0.036,0.731,0.613,0.722,0.563
0.207,0.161,0.421,0.255,0.381,0.821,0.818,0.475,0.036,0.669,0.393,0.767,0.676
0.400,0.078,0.842,0.255,0.714,0.803,0.853,0.135,0.102,0.777,0.452,0.669,0.521
0.129,0.262,0.384,0.292,0.600,0.815,0.848,0.215,0.066,0.744,0.467,0.647,0.676
0.229,0.210,0.403,0.274,0.476,0.795,0.788,0.352,0.056,0.651,0.792,0.857,0.704
0.071,0.262,0.421,0.236,0.486,0.830,0.851,0.300,0.056,0.724,0.694,0.887,0.662
0.005,0.205,0.421,0.217,0.514,0.826,0.850,0.176,0.086,0.730,0.484,0.654,0.451
0.026,0.262,0.842,0.241,0.533,0.811,0.848,0.274,0.076,0.752,0.426,0.857,0.648
0.237,0.262,0.421,0.189,0.381,0.755,0.773,0.151,0.173,0.689,0.760,0.729,0.620
0.053,0.262,0.421,0.325,0.295,0.661,0.597,0.317,0.203,0.473,0.468,0.880,0.662
0.187,0.262,0.421,0.259,0.343,0.663,0.603,0.388,0.193,0.481,0.399,0.571,0.549
0.073,0.262,0.842,0.226,0.400,0.817,0.856,0.218,0.112,0.760,0.275,0.729,0.563
0.005,0.078,0.421,0.288,0.581,0.784,0.840,0.246,0.041,0.782,0.917,0.917,0.704
0.094,0.192,0.514,0.288,0.524,0.763,0.820,0.463,0.091,0.776,0.636,0.677,0.563
0.054,0.227,0.842,0.264,0.457,0.736,0.784,0.297,0.183,0.745,0.498,0.647,0.606
0.086,0.199,0.421,0.245,0.486,0.678,0.766,0.376,0.086,0.807,0.487,0.925,0.718
0.052,0.262,0.421,0.250,0.410,0.729,0.788,0.208,0.218,0.764,0.509,0.564,0.394
0.056,0.199,0.421,0.278,0.619,0.820,0.877,0.184,0.168,0.799,0.626,0.887,0.704
0.057,0.201,0.327,0.269,0.419,0.643,0.598,0.494,0.162,0.507,0.755,0.632,0.662
0.000,0.078,0.421,0.278,0.533,0.833,0.810,0.606,0.076,0.632,0.507,0.805,0.746
0.072,0.262,0.421,0.264,0.467,0.772,0.813,0.307,0.025,0.744,0.539,0.895,0.718
0.431,0.078,0.421,0.179,0.514,0.725,0.633,0.170,0.157,0.439,0.474,0.564,0.634
0.074,0.239,0.842,0.307,0.400,0.802,0.830,0.207,0.137,0.728,0.368,0.669,0.479
0.071,0.262,0.421,0.264,0.648,0.769,0.781,0.375,0.107,0.681,0.413,0.639,0.761
0.074,0.262,0.421,0.269,0.648,0.794,0.846,0.201,0.112,0.778,0.630,0.880,0.676
0.352,0.262,0.677,0.302,0.505,0.742,0.730,0.146,0.234,0.620,0.604,0.767,0.535
0.199,0.262,0.421,0.269,0.429,0.846,0.846,0.360,0.076,0.687,0.312,0.917,0.676
0.067,0.262,0.842,0.269,0.619,0.837,0.846,0.308,0.096,0.703,0.352,0.609,0.394
0.146,0.262,0.842,0.283,0.495,0.693,0.717,0.213,0.259,0.676,0.475,0.662,0.437
0.039,0.262,0.410,0.274,0.429,0.743,0.791,0.455,0.076,0.747,0.306,0.940,0.704
0.212,0.262,0.842,0.208,0.419,0.755,0.819,0.201,0.168,0.788,0.137,0.752,0.704
0.023,0.262,0.842,0.255,0.533,0.780,0.829,0.182,0.208,0.763,0.512,0.902,0.690
0.128,0.262,0.421,0.259,0.476,0.822,0.831,0.308,0.107,0.697,0.524,0.850,0.648
0.077,0.078,0.421,0.264,0.314,0.776,0.834,0.416,0.137,0.781,0.581,0.857,0.704
0.084,0.262,0.842,0.292,0.571,0.797,0.836,0.335,0.107,0.750,0.197,0.699,0.521
0.094,0.078,0.421,0.274,0.590,0.774,0.824,0.354,0.066,0.765,0.264,0.579,0.493
0.168,0.078,0.421,0.340,0.295,0.716,0.650,0.553,0.173,0.493,0.459,0.654,0.549
0.144,0.262,0.842,0.269,0.619,0.819,0.843,0.239,0.102,0.727,0.369,0.835,0.563
0.065,0.262,0.580,0.278,0.600,0.840,0.901,0.150,0.147,0.815,0.258,0.857,0.648
0.006,0.219,0.421,0.226,0.457,0.817,0.871,0.192,0.066,0.792,0.375,0.850,0.718
0.078,0.183,0.416,0.264,0.533,0.813,0.835,0.328,0.020,0.721,0.159,0.917,0.704
0.017,0.262,0.740,0.245,0.638,0.820,0.848,0.164,0.107,0.735,0.657,0.872,0.620
0.010,0.078,0.421,0.208,0.590,0.781,0.860,0.279,0.061,0.829,0.509,0.895,0.690
0.175,0.262,0.421,0.274,0.495,0.817,0.847,0.365,0.061,0.740,0.316,0.925,0.718
0.076,0.262,0.632,0.288,0.562,0.811,0.860,0.223,0.102,0.777,0.356,0.684,0.563
0.163,0.262,0.842,0.297,0.381,0.824,0.841,0.315,0.112,0.714,0.204,0.722,0.535
0.081,0.262,0.421,0.264,0.419,0.812,0.871,0.368,0.056,0.800,0.690,0.842,0.690
0.017,0.262,0.842,0.283,0.429,0.607,0.622,0.226,0.284,0.621,0.305,0.774,0.704
0.049,0.262,0.842,0.217,0.648,0.817,0.841,0.182,0.152,0.726,0.410,0.662,0.408
0.128,0.262,0.421,0.283,0.486,0.842,0.843,0.397,0.091,0.686,0.284,0.827,0.718
0.069,0.262,0.421,0.250,0.438,0.833,0.858,0.354,0.066,0.735,0.583,0.872,0.704
0.370,0.262,0.842,0.255,0.505,0.839,0.874,0.182,0.081,0.759,0.501,0.662,0.521
0.057,0.262,0.427,0.226,0.514,0.815,0.861,0.422,0.056,0.772,0.665,0.895,0.676
0.112,0.262,0.842,0.278,0.590,0.767,0.819,0.153,0.183,0.764,0.285,0.737,0.676
0.068,0.262,0.842,0.259,0.552,0.765,0.836,0.110,0.132,0.806,0.368,0.722,0.648
0.152,0.262,0.421,0.302,0.524,0.820,0.851,0.182,0.081,0.742,0.354,0.865,0.676
0.090,0.262,0.533,0.288,0.352,0.743,0.774,0.485,0.127,0.710,0.458,0.865,0.704
0.100,0.176,0.842,0.283,0.533,0.838,0.880,0.198,0.102,0.774,0.725,0.669,0.479
0.082,0.078,0.842,0.274,0.590,0.788,0.759,0.481,0.137,0.599,0.573,0.812,0.718
0.196,0.262,0.421,0.316,0.429,0.751,0.832,0.173,0.157,0.820,0.461,0.639,0.437
0.068,0.262,0.421,0.307,0.562,0.720,0.727,0.377,0.081,0.651,0.175,0.677,0.493
0.119,0.262,0.842,0.226,0.505,0.822,0.871,0.223,0.117,0.782,0.084,0.865,0.592
0.062,0.078,0.421,0.231,0.495,0.892,0.900,0.314,0.102,0.722,0.814,0.835,0.676
0.131,0.262,0.842,0.231,0.571,0.831,0.860,0.241,0.091,0.742,0.655,0.722,0.620
0.196,0.233,0.421,0.274,0.390,0.826,0.844,0.230,0.107,0.717,0.413,0.902,0.690
0.071,0.214,0.421,0.269,0.467,0.817,0.839,0.223,0.096,0.722,0.427,0.857,0.704
0.184,0.202,0.421,0.316,0.467,0.815,0.775,0.429,0.107,0.588,0.460,0.594,0.507
0.080,0.262,0.842,0.241,0.581,0.772,0.836,0.282,0.091,0.795,0.535,0.887,0.690
0.001,0.078,0.804,0.208,0.533,0.777,0.804,0.348,0.239,0.715,0.520,0.759,0.648
0.045,0.078,0.421,0.264,0.524,0.767,0.790,0.257,0.122,0.703,0.379,0.579,0.634
0.093,0.262,0.421,0.250,0.590,0.801,0.811,0.179,0.117,0.689,0.523,0.805,0.606
0.058,0.262,0.421,0.292,0.476,0.732,0.731,0.530,0.107,0.639,0.450,0.759,0.577
0.052,0.189,0.421,0.259,0.533,0.834,0.856,0.286,0.071,0.728,0.321,0.797,0.606
0.152,0.262,0.842,0.321,0.505,0.605,0.585,0.263,0.218,0.545,0.797,0.677,0.620
0.486,0.262,0.421,0.302,0.486,0.761,0.803,0.198,0.091,0.742,0.605,0.820,0.662
0.281,0.262,0.421,0.269,0.429,0.814,0.838,0.354,0.076,0.725,0.737,0.880,0.676
0.056,0.226,0.670,0.255,0.505,0.813,0.850,0.253,0.096,0.752,0.502,0.729,0.535
0.073,0.221,0.421,0.250,0.476,0.818,0.863,0.149,0.091,0.770,0.295,0.556,0.676
0.076,0.262,0.421,0.217,0.524,0.790,0.854,0.222,0.036,0.801,0.370,0.782,0.676
0.296,0.187,0.421,0.325,0.371,0.705,0.737,0.484,0.142,0.696,0.678,0.617,0.662
0.070,0.078,0.421,0.245,0.429,0.818,0.843,0.271,0.020,0.730,0.331,0.820,0.620
0.039,0.262,0.421,0.269,0.581,0.775,0.817,0.320,0.061,0.749,0.508,0.880,0.704
0.077,0.262,0.421,0.274,0.476,0.804,0.822,0.377,0.061,0.708,0.640,0.850,0.690
0.063,0.262,0.421,0.250,0.448,0.834,0.828,0.436,0.102,0.669,0.293,0.677,0.662
0.142,0.078,0.842,0.255,0.410,0.757,0.781,0.246,0.132,0.701,0.764,0.639,0.507
0.064,0.203,0.842,0.184,0.552,0.771,0.723,0.241,0.234,0.552,0.282,0.850,0.746
0.084,0.262,0.842,0.292,0.429,0.818,0.828,0.375,0.096,0.696,0.500,0.669,0.493
0.059,0.262,0.421,0.274,0.581,0.837,0.855,0.213,0.091,0.723,0.469,0.782,0.648
0.067,0.262,0.368,0.236,0.486,0.816,0.857,0.263,0.076,0.762,0.754,0.699,0.648
0.206,0.262,0.421,0.236,0.600,0.770,0.817,0.363,0.193,0.755,0.381,0.541,0.521
0.145,0.262,0.421,0.288,0.533,0.769,0.787,0.254,0.096,0.692,0.389,0.827,0.606
0.084,0.262,0.421,0.269,0.448,0.806,0.845,0.307,0.076,0.755,0.779,0.737,0.718
0.064,0.155,0.421,0.245,0.486,0.789,0.768,0.398,0.066,0.616,0.394,0.662,0.465
0.216,0.208,0.842,0.283,0.600,0.743,0.800,0.234,0.208,0.767,0.264,0.774,0.620
0.003,0.262,0.842,0.264,0.514,0.733,0.803,0.196,0.107,0.790,0.485,0.857,0.690
0.080,0.262,0.421,0.259,0.562,0.860,0.872,0.623,0.081,0.717,0.256,0.752,0.676
0.071,0.078,0.842,0.274,0.457,0.782,0.824,0.171,0.198,0.750,0.454,0.684,0.563
0.029,0.172,0.842,0.245,0.657,0.853,0.768,0.152,0.132,0.506,0.893,0.872,0.648
0.166,0.262,0.421,0.297,0.505,0.825,0.812,0.321,0.086,0.650,0.576,0.857,0.648
0.067,0.262,0.842,0.311,0.581,0.815,0.872,0.231,0.056,0.797,0.382,0.880,0.704
0.139,0.209,0.421,0.302,0.590,0.849,0.854,0.283,0.107,0.697,0.611,0.782,0.634
0.079,0.262,0.238,0.307,0.467,0.729,0.677,0.320,0.198,0.527,0.852,0.729,0.690
0.068,0.210,0.421,0.274,0.381,0.749,0.793,0.401,0.071,0.742,0.490,0.789,0.718
0.061,0.220,0.421,0.231,0.467,0.750,0.779,0.362,0.076,0.709,0.714,0.820,0.535
0.513,0.078,0.488,0.278,0.438,0.764,0.801,0.241,0.061,0.733,0.624,0.842,0.732
0.211,0.262,0.421,0.259,0.505,0.805,0.859,0.385,0.030,0.787,0.456,0.887,0.704
0.081,0.262,0.421,0.264,0.467,0.763,0.777,0.344,0.152,0.682,0.661,0.624,0.648
0.053,0.078,0.842,0.245,0.657,0.797,0.832,0.106,0.208,0.743,0.211,0.654,0.577
0.153,0.262,0.421,0.259,0.419,0.769,0.777,0.288,0.198,0.672,0.553,0.910,0.676
0.077,0.078,0.421,0.288,0.676,0.781,0.804,0.193,0.228,0.709,0.423,0.835,0.676
0.159,0.262,0.421,0.292,0.371,0.873,0.885,0.432,0.071,0.723,0.539,0.842,0.634
0.262,0.078,0.842,0.259,0.590,0.881,0.894,0.234,0.117,0.728,0.344,0.752,0.606
0.062,0.262,0.421,0.278,0.400,0.785,0.802,0.250,0.168,0.698,0.602,0.737,0.676
0.128,0.262,0.842,0.321,0.457,0.795,0.838,0.258,0.096,0.758,0.151,0.669,0.606
0.014,0.262,0.421,0.264,0.657,0.846,0.849,0.404,0.152,0.694,0.617,0.639,0.563
0.142,0.177,0.421,0.255,0.438,0.839,0.847,0.245,0.076,0.701,0.184,0.564,0.493
0.231,0.262,0.421,0.297,0.343,0.839,0.867,0.478,0.081,0.744,0.817,0.895,0.690
0.081,0.262,0.421,0.231,0.362,0.825,0.838,0.478,0.056,0.706,0.236,0.647,0.676
0.057,0.262,0.421,0.283,0.590,0.769,0.827,0.154,0.107,0.780,0.644,0.782,0.606
0.072,0.262,0.421,0.231,0.371,0.725,0.694,0.258,0.228,0.571,0.579,0.857,0.662
0.078,0.155,0.842,0.255,0.429,0.730,0.752,0.280,0.340,0.686,0.366,0.887,0.732
0.075,0.078,0.421,0.259,0.429,0.780,0.833,0.307,0.117,0.773,0.734,0.872,0.690
0.056,0.262,0.421,0.259,0.467,0.794,0.838,0.381,0.005,0.760,0.667,0.820,0.620
0.117,0.262,0.000,0.269,0.495,0.852,0.876,0.547,0.025,0.740,0.193,0.835,0.676
0.371,0.262,0.421,0.278,0.562,0.858,0.871,0.287,0.061,0.719,0.584,0.737,0.592
0.197,0.262,0.421,0.259,0.552,0.817,0.854,0.279,0.051,0.755,0.375,0.872,0.634
0.074,0.262,0.421,0.203,0.495,0.832,0.798,0.167,0.112,0.607,0.487,0.827,0.549
0.132,0.262,0.575,0.259,0.486,0.795,0.778,0.395,0.081,0.631,0.406,0.917,0.690
0.069,0.262,0.421,0.255,0.410,0.811,0.772,0.244,0.168,0.587,0.591,0.887,0.648
0.137,0.262,0.421,0.226,0.390,0.623,0.698,0.300,0.213,0.755,0.204,0.805,0.662
0.076,0.195,0.421,0.245,0.495,0.841,0.843,0.386,0.091,0.689,0.614,0.872,0.690
0.139,0.182,0.421,0.274,0.495,0.831,0.839,0.250,0.102,0.696,0.507,0.820,0.606
0.148,0.142,0.318,0.292,0.543,0.837,0.882,0.361,0.025,0.781,0.768,0.805,0.676
0.143,0.262,0.421,0.264,0.581,0.770,0.825,0.243,0.046,0.773,0.660,0.782,0.563
0.062,0.262,0.842,0.307,0.590,0.791,0.818,0.219,0.086,0.723,0.563,0.925,0.718
0.357,0.078,0.842,0.292,0.571,0.806,0.815,0.188,0.183,0.688,0.314,0.699,0.479
0.066,0.262,0.421,0.269,0.381,0.722,0.721,0.269,0.086,0.633,0.618,0.617,0.592
0.068,0.078,0.421,0.255,0.467,0.824,0.862,0.227,0.076,0.758,0.462,0.744,0.606
0.081,0.262,0.421,0.212,0.438,0.843,0.855,0.484,0.117,0.712,0.614,0.654,0.408
0.134,0.262,0.421,0.269,0.457,0.811,0.812,0.375,0.117,0.675,0.507,0.932,0.690
0.075,0.078,0.421,0.250,0.495,0.782,0.833,0.265,0.061,0.771,0.389,0.767,0.563
0.015,0.178,0.421,0.283,0.457,0.835,0.819,0.481,0.086,0.648,0.358,0.677,0.690
0.202,0.262,0.421,0.264,0.486,0.723,0.758,0.136,0.269,0.710,0.493,0.556,0.437
0.032,0.262,0.421,0.274,0.362,0.839,0.828,0.543,0.046,0.660,0.609,0.895,0.704
0.003,0.262,0.421,0.283,0.457,0.815,0.841,0.335,0.112,0.728,0.584,0.759,0.606
0.078,0.221,0.421,0.297,0.524,0.812,0.812,0.252,0.127,0.672,0.484,0.902,0.676
0.069,0.262,0.421,0.311,0.686,0.738,0.803,0.161,0.046,0.782,0.493,0.714,0.690
0.085,0.262,0.421,0.236,0.381,0.753,0.727,0.428,0.147,0.593,0.383,0.895,0.704
0.154,0.078,0.421,0.274,0.629,0.851,0.846,0.447,0.081,0.678,0.507,0.729,0.634
0.057,0.223,0.427,0.226,0.514,0.815,0.861,0.422,0.056,0.772,0.665,0.895,0.676
0.077,0.262,0.421,0.274,0.533,0.830,0.877,0.323,0.132,0.780,0.778,0.887,0.662
0.146,0.262,0.421,0.283,0.457,0.786,0.811,0.387,0.005,0.717,0.471,0.880,0.704
0.004,0.262,0.421,0.311,0.429,0.732,0.701,0.423,0.127,0.574,0.510,0.850,0.704
0.048,0.078,0.421,0.283,0.324,0.648,0.601,0.400,0.188,0.505,0.495,0.782,0.662
0.099,0.078,0.421,0.217,0.514,0.753,0.811,0.226,0.107,0.773,0.368,0.722,0.704
0.132,0.262,0.421,0.288,0.438,0.774,0.836,0.426,0.036,0.790,0.491,0.752,0.577
0.071,0.262,0.842,0.156,0.552,0.806,0.830,0.134,0.330,0.722,0.429,0.617,0.592
0.156,0.262,0.605,0.259,0.495,0.795,0.730,0.252,0.310,0.526,0.889,0.594,0.437
0.073,0.226,0.421,0.241,0.362,0.813,0.794,0.503,0.112,0.633,0.773,0.925,0.704
0.072,0.262,0.421,0.241,0.571,0.817,0.832,0.225,0.173,0.707,0.218,0.827,0.592
0.001,0.262,0.842,0.245,0.533,0.800,0.849,0.173,0.117,0.772,0.405,0.865,0.704
0.448,0.262,0.421,0.255,0.524,0.793,0.821,0.233,0.107,0.725,0.618,0.774,0.606
0.171,0.262,0.421,0.255,0.429,0.799,0.840,0.304,0.046,0.755,0.357,0.774,0.606
0.081,0.262,0.421,0.278,0.495,0.794,0.838,0.246,0.066,0.759,0.422,0.827,0.620
0.149,0.262,0.421,0.292,0.533,0.760,0.794,0.156,0.137,0.724,0.640,0.669,0.563
0.076,0.262,0.842,0.241,0.476,0.775,0.799,0.192,0.157,0.710,0.627,0.767,0.549
0.026,0.192,0.842,0.175,0.448,0.795,0.825,0.167,0.122,0.731,0.421,0.774,0.592
0.058,0.184,0.842,0.264,0.505,0.814,0.846,0.167,0.335,0.742,0.499,0.398,0.423
0.224,0.262,0.418,0.245,0.381,0.749,0.752,0.267,0.157,0.652,0.600,0.887,0.690
0.086,0.262,0.421,0.241,0.600,0.846,0.855,0.360,0.056,0.706,0.564,0.684,0.676
0.033,0.262,0.842,0.236,0.448,0.786,0.841,0.306,0.117,0.781,0.285,0.910,0.690
0.145,0.262,0.421,0.278,0.448,0.794,0.823,0.233,0.056,0.728,0.672,0.880,0.648
0.158,0.262,0.421,0.264,0.429,0.775,0.768,0.304,0.081,0.641,0.526,0.639,0.563
0.006,0.078,0.421,0.245,0.581,0.837,0.890,0.394,0.030,0.797,0.488,0.812,0.690
0.101,0.262,0.421,0.231,0.438,0.809,0.823,0.379,0.122,0.701,0.214,0.632,0.451
0.063,0.078,0.421,0.269,0.429,0.679,0.678,0.314,0.249,0.615,0.518,0.842,0.634
0.076,0.262,0.842,0.170,0.581,0.789,0.833,0.081,0.254,0.759,0.609,0.827,0.549
0.193,0.262,0.842,0.255,0.505,0.707,0.701,0.341,0.289,0.615,0.511,0.729,0.521
0.114,0.262,0.842,0.255,0.552,0.803,0.840,0.182,0.102,0.749,0.291,0.594,0.465
0.071,0.188,0.687,0.241,0.457,0.743,0.735,0.272,0.203,0.627,0.262,0.737,0.634
0.141,0.196,0.421,0.288,0.495,0.828,0.878,0.265,0.096,0.787,0.489,0.759,0.732
0.080,0.212,0.421,0.274,0.448,0.739,0.756,0.357,0.102,0.679,0.113,0.805,0.648
0.049,0.078,0.421,0.255,0.410,0.810,0.850,0.442,0.081,0.758,0.497,0.917,0.690
0.308,0.078,0.421,0.278,0.505,0.807,0.844,0.257,0.056,0.750,0.572,0.865,0.662
0.046,0.262,0.842,0.250,0.524,0.844,0.881,0.242,0.086,0.767,0.670,0.805,0.563
0.009,0.262,0.842,0.311,0.419,0.707,0.642,0.277,0.254,0.490,0.580,0.594,0.718
0.050,0.262,0.842,0.193,0.429,0.783,0.774,0.350,0.198,0.641,0.812,0.609,0.535
0.074,0.262,0.421,0.236,0.448,0.830,0.863,0.323,0.041,0.750,0.426,0.865,0.662
0.196,0.262,0.421,0.325,0.333,0.594,0.577,0.345,0.340,0.548,0.709,0.880,0.606
0.154,0.078,0.421,0.264,0.476,0.710,0.720,0.364,0.056,0.652,0.649,0.910,0.704
0.012,0.078,0.421,0.269,0.476,0.782,0.834,0.417,0.112,0.772,0.689,0.917,0.732
0.215,0.262,0.421,0.264,0.381,0.745,0.723,0.235,0.162,0.597,0.846,0.534,0.479
0.117,0.262,0.421,0.325,0.476,0.813,0.843,0.246,0.071,0.737,0.565,0.722,0.535
0.081,0.078,0.421,0.283,0.638,0.913,0.906,0.449,0.005,0.698,0.617,0.752,0.549
0.379,0.209,0.421,0.274,0.505,0.773,0.810,0.209,0.071,0.736,0.625,0.880,0.690
0.002,0.262,0.421,0.245,0.505,0.816,0.871,0.300,0.117,0.793,0.568,0.842,0.563
0.114,0.192,0.421,0.212,0.429,0.762,0.775,0.285,0.051,0.681,0.420,0.714,0.549
0.059,0.262,0.421,0.264,0.410,0.822,0.850,0.469,0.041,0.736,0.665,0.955,0.775
0.160,0.262,0.421,0.269,0.457,0.758,0.670,0.361,0.152,0.460,0.625,0.714,0.577
0.208,0.078,0.421,0.278,0.581,0.783,0.838,0.206,0.117,0.778,0.438,0.902,0.690
0.081,0.262,0.421,0.264,0.467,0.801,0.833,0.260,0.046,0.736,0.485,0.782,0.592
0.068,0.078,0.842,0.311,0.524,0.560,0.554,0.108,0.264,0.557,0.345,0.496,0.634
0.140,0.262,0.335,0.274,0.533,0.807,0.832,0.361,0.051,0.724,0.531,0.759,0.690
0.047,0.167,0.421,0.274,0.590,0.663,0.608,0.486,0.228,0.494,0.947,0.910,0.761
0.135,0.262,0.421,0.330,0.533,0.632,0.601,0.397,0.310,0.531,0.521,0.850,0.718
0.139,0.196,0.421,0.274,0.495,0.842,0.842,0.354,0.122,0.685,0.574,0.887,0.746
0.077,0.262,0.421,0.250,0.495,0.824,0.850,0.506,0.066,0.733,0.403,0.925,0.704
0.366,0.262,0.421,0.250,0.610,0.799,0.831,0.326,0.041,0.736,0.533,0.767,0.634
0.024,0.078,0.421,0.226,0.514,0.878,0.870,0.343,0.127,0.684,0.569,0.895,0.704
0.033,0.262,0.421,0.208,0.400,0.811,0.854,0.194,0.066,0.763,0.615,0.887,0.676
0.091,0.078,0.421,0.269,0.505,0.792,0.812,0.494,0.132,0.707,0.659,0.910,0.704
0.157,0.078,0.421,0.241,0.400,0.705,0.756,0.346,0.168,0.737,0.595,0.940,0.746
0.005,0.262,0.421,0.245,0.419,0.873,0.876,0.318,0.081,0.705,0.605,0.722,0.690
0.078,0.262,0.421,0.274,0.438,0.786,0.836,0.462,0.020,0.770,0.529,0.752,0.648
0.260,0.161,0.000,0.222,0.429,0.836,0.803,0.255,0.122,0.611,0.866,0.820,0.634
0.093,0.262,0.421,0.245,0.476,0.860,0.905,0.266,0.076,0.790,0.302,0.857,0.521
0.006,0.262,0.842,0.264,0.505,0.801,0.871,0.239,0.137,0.819,0.202,0.842,0.718
0.343,0.262,0.000,0.311,0.352,0.706,0.667,0.487,0.162,0.545,0.489,0.541,0.563
0.046,0.262,0.421,0.259,0.514,0.810,0.836,0.222,0.036,0.727,0.462,0.835,0.718
0.078,0.262,0.421,0.307,0.495,0.771,0.817,0.213,0.117,0.754,0.551,0.842,0.662
0.198,0.171,0.421,0.250,0.495,0.816,0.880,0.233,0.076,0.811,0.523,0.752,0.507
