time_betw_scan_hours,CA,YM,Class,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1368.000,2.554,5.949,1.000,0.120,0.600,1.560,233.000,4.800,0.330
1316.000,2.502,6.682,1.000,0.140,0.500,3.380,233.000,3.000,0.270
1322.000,2.765,5.824,1.000,0.250,1.400,4.520,163.000,0.100,0.200
2914.000,2.513,5.780,1.000,0.300,1.600,3.930,144.000,0.600,0.350
1051.000,2.662,6.711,1.000,0.430,1.000,4.020,236.000,1.700,0.260
4583.000,2.835,6.572,1.000,0.390,1.400,4.080,324.000,1.300,0.410
1246.000,2.708,5.953,1.000,0.240,0.200,4.660,45.000,0.200,0.100
135.000,2.757,6.215,1.000,0.430,0.400,4.730,144.000,0.200,0.190
1515.000,2.317,5.889,1.000,0.160,1.100,4.720,185.000,0.400,0.320
1354.000,2.399,6.452,1.000,0.130,1.200,4.440,296.000,2.000,0.180
1039.000,2.548,6.228,1.000,0.230,1.100,4.330,84.000,0.000,0.110
1703.000,2.455,6.212,1.000,0.310,1.200,4.370,289.000,0.000,0.710
865.000,2.650,5.819,1.000,0.090,1.800,0.450,277.000,1.900,1.310
1505.000,2.656,6.030,1.000,0.290,0.100,4.500,7.000,0.600,0.160
1560.000,2.448,6.998,1.000,0.310,2.100,4.270,271.000,5.200,0.220
1586.000,2.643,6.027,1.000,0.270,1.100,4.310,95.000,0.500,0.190
1360.000,2.445,6.108,1.000,0.260,0.800,4.540,143.000,0.100,0.440
1380.000,2.443,6.098,1.000,0.380,0.600,4.510,178.000,0.000,0.400
2938.000,2.595,6.333,1.000,0.320,1.500,4.620,41.000,3.000,0.310
129.000,2.550,5.679,1.000,0.230,0.600,4.020,27.000,1.300,0.970
1302.000,2.698,5.348,1.000,0.250,0.900,4.160,57.000,0.000,0.310
2553.000,2.649,6.287,1.000,0.330,1.900,3.710,148.000,1.500,0.130
1901.000,2.435,6.094,1.000,0.300,0.600,4.320,48.000,0.700,0.390
1953.000,2.679,6.641,1.000,0.340,2.300,4.340,182.000,0.200,0.480
2646.000,2.492,5.788,1.000,0.290,1.200,3.070,56.000,0.000,0.580
124.000,2.239,6.615,1.000,0.290,1.100,4.030,100.000,0.600,0.170
3193.000,2.606,6.939,1.000,0.310,1.500,3.660,154.000,4.300,0.190
1432.000,2.430,6.071,1.000,0.260,0.000,4.530,170.000,0.500,0.130
1298.000,2.474,5.781,1.000,0.200,0.900,3.450,34.000,2.200,0.080
672.000,2.700,6.082,1.000,0.290,0.100,3.030,22.000,0.100,0.650
5743.000,2.669,6.328,1.000,0.300,0.100,3.530,53.000,1.700,1.260
871.000,2.784,6.724,1.000,0.290,0.700,3.590,251.000,3.500,0.710
1095.000,2.656,5.813,1.000,0.320,0.200,5.360,1.000,0.200,0.550
1687.000,2.822,5.910,1.000,0.220,1.400,4.250,156.000,0.400,0.120
1394.000,2.648,6.193,1.000,0.260,0.800,3.860,135.000,0.500,0.330
1710.000,2.789,5.761,1.000,0.310,0.100,4.540,100.000,0.900,0.100
3939.000,2.650,5.597,1.000,0.070,0.600,2.350,61.000,0.800,0.320
1321.000,2.730,6.153,1.000,0.220,0.000,4.120,49.000,2.500,0.580
2833.000,2.660,6.023,1.000,0.160,1.100,4.960,142.000,0.000,0.850
1743.000,2.523,6.003,1.000,0.260,0.400,4.430,74.000,0.600,0.790
1458.000,2.941,5.749,1.000,0.290,0.900,4.150,121.000,0.500,0.410
1450.000,2.797,6.319,1.000,0.300,0.700,2.070,172.000,1.700,0.740
1168.000,2.406,6.061,1.000,0.310,0.200,4.390,36.000,0.200,0.000
3911.000,2.793,5.477,1.000,0.190,0.200,2.610,52.000,1.000,0.500
1804.000,2.624,5.818,1.000,0.260,0.800,4.380,195.000,0.800,0.090
1051.000,2.987,6.799,1.000,0.290,1.200,4.830,180.000,0.300,0.170
77.000,2.529,6.749,1.000,0.310,2.000,3.850,274.000,0.500,0.910
2965.000,2.594,6.182,1.000,0.260,0.800,4.980,25.000,0.100,0.070
2466.000,2.811,6.052,1.000,0.330,0.200,3.640,318.000,0.000,0.710
1334.000,2.943,6.019,1.000,0.260,0.000,4.740,100.000,0.000,0.030
2856.000,2.720,6.403,1.000,0.370,1.500,4.270,185.000,0.700,0.120
927.000,2.519,6.615,1.000,0.240,0.300,4.630,20.000,1.100,0.280
139.000,2.375,6.798,1.000,0.300,0.900,1.370,147.000,3.200,2.020
341.000,2.335,5.783,1.000,0.280,0.400,4.090,208.000,0.800,0.020
1305.000,2.530,6.180,1.000,0.290,0.300,5.570,98.000,0.300,0.450
4943.000,2.540,6.179,1.000,0.350,1.200,2.790,60.000,1.200,0.750
1497.000,2.507,5.852,1.000,0.260,0.200,1.650,112.000,2.700,1.430
1624.000,2.690,5.876,1.000,0.330,0.000,3.350,14.000,2.200,0.640
2437.000,2.400,5.837,1.000,0.120,0.400,2.900,94.000,2.100,1.990
5398.000,2.670,6.522,1.000,0.420,0.200,4.120,347.000,0.800,0.820
4388.000,2.640,6.178,1.000,0.350,0.100,4.670,85.000,0.600,0.660
1290.000,2.771,7.133,1.000,0.420,0.900,4.870,298.000,0.200,0.550
2759.000,2.517,6.134,1.000,0.290,0.000,5.200,103.000,0.700,0.100
3981.000,2.564,6.177,1.000,0.200,1.000,4.380,137.000,0.700,0.050
3446.000,2.380,6.717,1.000,0.260,0.800,4.570,261.000,1.600,0.700
7991.000,2.630,6.681,1.000,0.270,2.300,4.980,254.000,0.600,0.400
6134.000,2.581,6.155,1.000,0.330,1.300,4.580,23.000,0.600,0.210
1916.000,2.685,6.556,1.000,0.270,0.200,3.470,254.000,2.900,0.540
4471.000,2.364,6.539,1.000,0.280,0.800,3.540,34.000,1.200,1.680
1342.000,2.326,5.978,1.000,0.270,0.400,4.360,41.000,1.100,0.460
5104.000,2.637,5.968,1.000,0.310,1.000,3.490,128.000,0.400,0.560
4002.000,2.623,5.686,1.000,0.270,0.700,5.240,28.000,0.000,0.650
3145.000,2.580,5.364,1.000,0.180,0.800,4.820,122.000,1.100,0.450
1422.000,2.515,5.956,1.000,0.380,0.800,5.110,211.000,0.300,0.230
1901.000,2.750,6.035,1.000,0.230,0.800,4.700,76.000,0.000,0.500
4033.000,2.710,5.792,1.000,0.280,2.100,4.980,186.000,0.300,0.400
957.000,2.690,6.254,1.000,0.210,1.800,4.230,325.000,2.100,0.310
1544.000,2.790,6.095,1.000,0.190,0.600,4.240,109.000,0.100,0.200
852.000,2.614,6.042,1.000,0.260,0.400,5.200,92.000,0.100,0.130
2979.000,2.880,6.433,1.000,0.350,0.300,4.260,352.000,1.500,0.670
778.000,2.652,6.092,1.000,0.330,0.600,3.600,19.000,0.500,0.150
6013.000,2.636,5.983,1.000,0.250,0.800,4.750,12.000,0.400,0.180
1371.000,2.597,6.504,1.000,0.360,2.100,4.120,223.000,0.100,0.580
4223.000,2.908,6.616,1.000,0.270,1.200,3.980,272.000,3.200,1.900
2902.000,2.610,5.874,1.000,0.210,1.200,4.570,189.000,0.200,0.050
4889.000,2.845,6.480,1.000,0.320,1.600,4.820,210.000,1.100,0.330
1286.000,2.691,6.213,1.000,0.280,0.700,5.540,153.000,0.000,0.440
1386.000,2.346,6.939,1.000,0.400,1.300,3.090,207.000,1.800,1.320
1501.000,2.601,5.979,1.000,0.340,0.300,4.580,84.000,0.700,0.290
1605.000,2.551,6.030,1.000,0.250,0.700,2.170,199.000,1.000,2.340
2358.000,2.680,6.634,1.000,0.260,1.100,4.010,329.000,1.200,0.620
456.000,2.425,6.407,1.000,0.340,0.000,3.010,191.000,1.600,0.330
816.000,2.767,6.200,1.000,0.330,1.100,2.860,230.000,1.900,2.180
810.000,2.864,5.888,1.000,0.250,0.200,4.930,129.000,0.600,0.130
2278.000,2.653,6.348,1.000,0.160,0.100,4.690,209.000,2.200,0.250
214.000,2.940,6.102,1.000,0.310,3.000,5.050,6.000,1.300,0.600
3198.000,2.702,5.952,1.000,0.190,0.500,5.340,60.000,0.100,0.050
1857.000,2.679,6.459,1.000,0.250,0.700,4.510,131.000,0.400,0.360
5275.000,2.728,6.249,1.000,0.280,0.200,5.090,33.000,0.900,0.240
11.000,2.515,6.702,1.000,0.290,0.400,4.220,110.000,1.900,1.270
7163.000,2.950,6.157,1.000,0.210,1.900,5.110,187.000,0.300,0.130
41.000,2.313,6.428,1.000,0.300,2.800,4.770,249.000,1.800,0.560
1376.000,2.938,5.409,1.000,0.280,0.200,4.460,27.000,1.100,0.250
1462.000,2.446,5.991,1.000,0.410,0.400,4.050,163.000,1.200,0.010
3849.000,2.805,6.664,1.000,0.250,0.900,4.160,188.000,0.600,0.620
1143.000,2.255,6.300,1.000,0.240,2.700,2.280,168.000,2.200,1.020
1353.000,2.683,6.185,1.000,0.170,0.400,2.560,240.000,5.000,1.080
5955.000,2.889,6.117,1.000,0.160,0.100,2.580,177.000,4.400,0.370
5656.000,2.773,6.413,1.000,0.290,0.000,2.950,72.000,1.800,0.310
204.000,2.416,6.184,1.000,0.380,1.800,3.820,143.000,0.300,1.000
1539.000,2.636,6.544,1.000,0.260,0.300,1.910,116.000,3.000,0.350
1259.000,2.578,6.131,1.000,0.280,0.200,5.000,120.000,0.900,0.300
1556.000,2.550,6.455,1.000,0.250,2.100,5.150,294.000,1.900,0.290
1132.000,2.664,6.574,1.000,0.250,0.700,4.270,365.000,1.800,0.170
1608.000,2.385,5.869,1.000,0.370,0.000,4.910,145.000,0.400,0.340
1436.000,2.541,6.066,1.000,0.220,0.300,2.580,116.000,1.200,0.840
1132.000,2.550,6.357,1.000,0.250,2.000,4.240,314.000,1.200,0.440
944.000,2.701,6.684,1.000,0.240,0.100,5.200,173.000,0.500,0.110
1036.000,2.632,5.538,1.000,0.200,0.100,4.630,64.000,0.600,0.540
1496.000,3.107,7.017,1.000,0.290,1.800,3.590,195.000,1.200,0.470
2045.000,2.695,6.389,1.000,0.390,0.700,3.850,187.000,1.800,0.200
2938.000,2.531,6.420,1.000,0.340,1.600,4.710,153.000,0.000,0.630
1442.000,2.854,6.534,1.000,0.350,0.300,4.410,109.000,0.800,0.290
1329.000,2.401,5.786,1.000,0.300,1.500,4.570,204.000,0.300,0.310
3918.000,3.011,5.919,1.000,0.280,0.300,1.420,314.000,1.700,1.780
964.000,2.640,5.717,1.000,0.170,0.400,2.750,146.000,3.500,1.780
1011.000,2.594,5.891,1.000,0.270,0.200,4.950,26.000,1.700,1.690
1892.000,2.634,6.632,1.000,0.270,1.400,3.600,187.000,1.100,0.770
6858.000,2.676,6.209,1.000,0.290,0.400,4.230,128.000,0.100,0.120
1325.000,2.622,6.253,1.000,0.320,1.900,3.590,247.000,1.500,0.260
5393.000,2.780,6.427,1.000,0.130,0.900,0.410,106.000,4.500,1.990
1255.000,2.323,5.857,1.000,0.280,1.000,4.410,228.000,1.400,0.100
595.000,2.606,6.245,1.000,0.330,0.500,4.110,163.000,0.500,0.300
7102.000,2.711,6.715,1.000,0.360,0.200,3.710,216.000,0.700,0.490
1398.000,2.549,5.715,1.000,0.290,1.200,3.790,116.000,0.200,0.410
383.000,2.374,6.063,1.000,0.310,0.900,4.730,83.000,0.700,0.210
1246.000,2.583,6.557,1.000,0.110,0.200,1.920,88.000,2.000,1.730
1189.000,2.555,6.763,1.000,0.140,0.600,1.110,83.000,3.600,2.010
183.000,2.578,6.052,1.000,0.260,0.000,4.390,95.000,0.200,0.160
2411.000,2.513,5.925,1.000,0.190,0.000,3.710,51.000,0.300,0.600
5452.000,2.807,5.921,1.000,0.240,0.300,5.100,157.000,0.100,0.110
1531.000,2.827,6.405,1.000,0.440,1.000,4.520,274.000,0.000,0.200
1872.000,2.484,6.932,1.000,0.230,1.400,4.130,191.000,3.100,0.190
519.000,2.862,5.933,1.000,0.210,0.800,3.000,117.000,1.000,0.390
67.000,2.445,6.391,1.000,0.250,0.300,3.120,124.000,1.000,0.780
1805.000,2.387,6.670,1.000,0.360,0.800,4.190,223.000,0.100,0.140
1321.000,2.824,6.582,1.000,0.180,2.800,4.750,150.000,0.900,0.500
1623.000,2.507,6.202,1.000,0.230,0.600,4.270,301.000,0.400,0.700
4001.000,2.750,6.290,1.000,0.250,0.400,4.640,322.000,0.700,0.100
2717.000,2.430,5.988,1.000,0.220,0.000,2.990,8.000,1.400,0.930
536.000,2.341,6.569,1.000,0.400,0.900,3.730,101.000,0.800,0.460
253.000,2.375,6.175,1.000,0.300,0.600,3.830,40.000,0.700,0.490
3113.000,2.695,6.089,1.000,0.310,0.200,4.660,5.000,0.800,0.470
6158.000,2.797,6.243,1.000,0.340,1.700,4.610,221.000,0.300,0.390
1391.000,2.755,5.243,1.000,0.280,0.000,4.480,22.000,0.900,0.900
1794.000,2.050,6.781,1.000,0.190,0.800,4.280,194.000,3.500,0.300
1255.000,2.808,6.879,1.000,0.270,1.500,3.500,232.000,1.400,0.040
152.000,2.617,6.420,1.000,0.310,0.400,3.930,266.000,2.300,0.280
1216.000,3.043,5.968,1.000,0.260,2.000,4.080,108.000,0.200,0.100
5485.000,2.567,6.585,1.000,0.330,1.200,4.730,305.000,0.700,0.210
3766.000,2.650,6.786,1.000,0.220,0.100,2.090,269.000,5.100,0.420
1364.000,2.633,6.202,1.000,0.340,1.400,4.410,105.000,1.100,0.390
9.000,2.663,6.247,1.000,0.260,0.200,3.750,130.000,0.100,0.270
6159.000,2.594,6.234,1.000,0.290,1.300,4.740,183.000,0.000,0.070
4168.000,2.639,5.598,1.000,0.350,0.700,2.940,203.000,1.600,0.280
1073.000,2.513,5.718,1.000,0.120,0.800,3.310,96.000,3.100,0.390
1439.000,2.630,6.597,1.000,0.310,1.000,4.540,247.000,1.100,0.340
1217.000,2.620,5.918,1.000,0.250,0.100,4.980,13.000,1.400,0.050
1487.000,2.378,6.057,1.000,0.430,2.400,5.100,156.000,2.000,1.020
105.000,2.633,6.709,1.000,0.250,1.200,4.830,225.000,0.100,0.130
2864.000,2.777,6.189,1.000,0.080,1.800,1.520,137.000,3.400,0.320
44.000,2.603,6.470,1.000,0.210,0.200,4.520,157.000,0.800,0.320
2542.000,2.720,6.364,1.000,0.240,1.900,5.100,127.000,0.900,0.840
5598.000,2.425,5.555,1.000,0.080,0.200,2.120,87.000,2.300,0.730
1105.000,2.515,6.066,1.000,0.240,0.100,4.110,32.000,0.600,0.130
762.000,2.645,6.291,1.000,0.220,2.200,4.780,293.000,0.400,0.170
1086.000,2.533,6.093,1.000,0.310,0.900,5.250,70.000,0.500,0.260
4180.000,2.747,6.211,1.000,0.340,0.800,4.190,128.000,0.500,0.270
4443.000,2.444,6.105,1.000,0.290,0.700,3.680,135.000,1.700,0.100
1992.000,2.442,6.199,1.000,0.250,0.400,4.620,148.000,0.700,0.130
2240.000,2.799,6.563,1.000,0.270,0.500,4.710,208.000,2.800,0.060
2559.000,2.455,6.418,1.000,0.340,1.400,4.770,163.000,0.700,0.040
2532.000,2.277,6.304,1.000,0.290,1.400,3.640,191.000,0.400,0.330
5381.000,2.509,6.086,1.000,0.290,0.100,4.770,266.000,0.000,0.220
2964.000,2.740,6.310,1.000,0.160,1.300,5.250,117.000,0.500,0.070
1337.000,2.581,6.164,1.000,0.400,0.000,4.480,93.000,1.700,0.320
922.000,2.545,5.848,1.000,0.180,0.700,2.890,99.000,0.800,1.360
2721.000,2.655,6.351,1.000,0.400,0.200,4.430,211.000,0.600,0.230
15525.000,2.424,5.558,1.000,0.220,0.200,4.870,1.000,0.200,0.280
2370.000,2.527,6.194,1.000,0.220,1.100,3.220,211.000,0.600,0.440
171.000,2.704,6.633,1.000,0.270,0.900,4.230,160.000,1.100,0.180
276.000,2.919,5.947,1.000,0.300,0.300,4.350,49.000,0.500,0.140
1365.000,2.930,5.981,1.000,0.250,0.700,4.750,15.000,0.200,0.010
1143.000,2.690,5.729,1.000,0.290,0.900,3.990,252.000,1.200,0.310
2279.000,2.580,6.022,1.000,0.190,0.800,4.060,314.000,0.900,0.190
158.000,2.606,5.682,1.000,0.100,1.000,5.120,105.000,0.100,0.180
1243.000,2.880,6.715,1.000,0.320,0.300,5.110,40.000,0.800,0.410
10358.000,2.239,6.358,1.000,0.350,0.800,4.990,141.000,1.100,0.230
1876.000,2.788,6.037,1.000,0.260,0.200,0.480,246.000,4.300,0.950
7456.000,2.436,6.523,1.000,0.260,0.200,1.560,114.000,4.300,1.440
3398.000,2.541,6.511,1.000,0.130,1.300,4.440,288.000,1.600,0.100
388.000,2.726,6.333,1.000,0.260,1.800,4.330,252.000,0.000,0.430
2861.000,2.472,6.197,1.000,0.290,1.100,5.120,156.000,0.800,0.070
1855.000,2.481,6.219,1.000,0.420,1.200,4.310,232.000,0.800,0.580
1466.000,2.630,6.558,1.000,0.260,0.300,2.870,26.000,2.600,2.040
1582.000,2.570,6.278,1.000,0.300,0.300,3.160,251.000,1.100,0.570
292.000,2.613,7.273,1.000,0.290,1.700,3.350,173.000,3.800,0.650
2605.000,2.852,5.933,1.000,0.250,0.800,3.930,125.000,0.500,1.140
2795.000,2.424,6.616,1.000,0.250,1.800,3.750,353.000,1.700,0.380
2831.000,2.639,6.498,1.000,0.240,0.100,3.300,92.000,2.000,1.890
303.000,2.661,6.127,1.000,0.150,1.000,2.000,78.000,4.000,1.430
2765.000,2.578,6.199,1.000,0.220,0.700,4.770,136.000,0.200,0.020
3119.000,2.313,5.941,1.000,0.340,1.400,3.160,223.000,1.200,0.710
4423.000,2.724,6.447,1.000,0.310,0.500,3.890,94.000,0.400,0.500
3103.000,2.500,6.068,1.000,0.320,1.600,3.750,151.000,0.000,0.300
1571.000,2.439,6.195,1.000,0.340,0.800,4.770,59.000,1.100,0.040
685.000,2.638,6.117,1.000,0.120,1.200,3.650,18.000,0.900,0.520
3359.000,2.587,5.703,1.000,0.140,0.200,5.080,196.000,0.800,0.310
1137.000,2.494,6.235,1.000,0.270,0.400,3.790,179.000,0.800,0.110
1154.000,2.211,5.348,1.000,0.260,0.700,4.350,147.000,1.100,0.160
1936.000,2.473,6.221,1.000,0.300,0.300,4.620,212.000,1.300,0.960
8166.000,2.731,6.862,1.000,0.260,0.200,3.910,146.000,0.700,1.580
4429.000,2.579,6.102,1.000,0.360,1.500,4.740,184.000,0.100,0.540
457.000,2.479,6.591,1.000,0.290,0.100,3.840,238.000,0.900,0.570
5886.000,2.701,6.374,1.000,0.280,0.900,4.180,296.000,0.700,0.490
543.000,2.492,7.170,1.000,0.190,0.300,3.540,172.000,4.500,0.430
1488.000,2.644,6.519,1.000,0.230,0.600,4.070,307.000,1.500,0.070
1414.000,2.852,6.273,1.000,0.390,1.800,4.170,274.000,0.200,0.380
3244.000,2.894,5.459,1.000,0.210,0.000,3.550,57.000,1.300,0.470
2667.000,3.082,6.856,1.000,0.240,0.700,4.880,147.000,1.100,0.670
4890.000,2.686,6.528,1.000,0.270,1.300,4.030,4.000,1.000,0.220
2728.000,2.681,6.152,1.000,0.290,0.300,3.760,89.000,0.100,0.440
128.000,2.574,6.896,1.000,0.180,0.000,3.920,242.000,0.700,0.040
3303.000,2.780,6.521,1.000,0.190,0.900,4.400,264.000,1.000,0.010
1132.000,2.610,5.875,1.000,0.250,0.800,4.630,174.000,0.400,0.320
1536.000,2.550,6.334,1.000,0.360,1.100,4.410,258.000,0.800,0.360
1463.000,3.035,6.365,1.000,0.400,1.700,3.120,209.000,1.500,0.270
1334.000,2.493,7.176,1.000,0.330,1.100,3.880,313.000,1.700,0.350
73.000,2.604,5.949,1.000,0.260,0.100,4.520,247.000,0.700,0.400
1214.000,2.590,5.352,1.000,0.310,0.200,3.640,159.000,2.200,0.640
1167.000,2.662,7.163,1.000,0.270,1.900,3.660,207.000,1.200,0.480
3051.000,2.430,7.116,1.000,0.180,0.900,1.880,154.000,2.700,2.350
644.000,2.703,6.882,1.000,0.300,0.100,2.660,128.000,3.800,1.620
1257.000,2.570,6.783,1.000,0.300,0.600,4.280,254.000,0.500,0.070
2726.000,2.768,6.050,1.000,0.400,0.500,4.350,44.000,0.500,0.620
10.000,2.725,7.016,1.000,0.320,0.300,3.880,262.000,1.000,0.370
1322.000,2.877,6.056,1.000,0.260,0.700,4.700,125.000,0.400,0.050
592.000,2.568,5.875,1.000,0.260,0.500,4.850,126.000,0.000,0.440
2912.000,2.732,6.303,1.000,0.120,0.400,1.300,229.000,2.400,1.380
1498.000,2.717,6.316,1.000,0.290,2.400,4.990,29.000,2.100,0.080
1753.000,2.280,5.810,1.000,0.290,1.200,4.660,294.000,1.400,0.600
1599.000,2.490,5.588,1.000,0.250,0.800,3.910,181.000,0.200,0.240
1573.000,2.637,5.858,1.000,0.350,1.400,4.410,179.000,1.200,0.530
3104.000,2.644,6.530,1.000,0.250,0.500,5.080,176.000,0.500,0.010
2924.000,2.680,5.898,1.000,0.200,0.400,2.810,208.000,0.100,1.880
2895.000,2.645,5.805,1.000,0.170,0.400,5.250,25.000,0.200,0.260
1610.000,2.051,6.128,1.000,0.380,1.700,2.940,376.000,1.400,0.880
5699.000,2.400,5.859,1.000,0.240,0.800,4.400,158.000,0.200,0.310
69.000,2.445,6.319,1.000,0.230,0.600,3.450,157.000,2.100,0.850
5934.000,2.596,6.030,1.000,0.220,0.400,2.140,56.000,1.100,1.860
2595.000,2.491,6.144,1.000,0.210,0.000,3.740,176.000,0.200,0.690
6486.000,2.706,6.798,1.000,0.460,1.100,2.780,241.000,2.400,0.930
1556.000,2.554,5.845,1.000,0.300,0.300,4.710,62.000,1.200,0.100
1479.000,2.705,5.591,1.000,0.230,2.100,3.550,218.000,0.800,0.060
3121.000,2.376,6.251,1.000,0.390,1.400,4.770,102.000,0.900,0.890
4707.000,2.577,6.976,1.000,0.390,0.400,4.480,229.000,1.600,0.370
223.000,2.540,6.554,1.000,0.370,0.200,3.920,307.000,2.700,0.050
358.000,2.578,6.633,1.000,0.230,2.200,4.090,185.000,0.200,0.410
1878.000,2.593,7.008,1.000,0.370,1.400,3.480,349.000,3.300,0.490
2488.000,2.364,6.345,1.000,0.360,1.400,4.840,31.000,0.900,0.410
1326.000,3.002,6.295,1.000,0.280,0.300,3.990,139.000,1.200,0.400
1606.000,2.537,5.909,1.000,0.300,0.900,4.630,74.000,1.200,0.130
1124.000,2.785,5.850,1.000,0.380,1.600,3.370,157.000,0.300,0.620
1380.000,2.602,6.054,1.000,0.190,1.000,2.640,95.000,2.000,1.010
2615.000,2.508,5.839,1.000,0.330,1.700,4.750,201.000,0.400,0.730
2519.000,2.475,6.030,1.000,0.350,1.000,4.080,84.000,0.600,0.510
6029.000,2.725,5.824,1.000,0.310,1.000,4.050,228.000,1.400,0.820
1423.000,2.703,6.150,1.000,0.290,0.000,1.810,84.000,4.600,1.440
9104.000,2.446,6.153,1.000,0.460,0.600,3.190,264.000,2.200,0.310
947.000,2.432,6.510,1.000,0.240,0.100,2.930,101.000,2.300,1.700
1536.000,2.402,5.832,1.000,0.320,1.000,4.870,69.000,0.900,0.060
1257.000,2.698,5.916,1.000,0.240,0.700,5.300,116.000,0.200,0.650
4061.000,2.872,6.145,1.000,0.160,0.100,4.850,163.000,0.300,0.070
4562.000,2.812,5.845,1.000,0.090,0.700,3.030,70.000,1.500,1.280
5729.000,2.272,7.033,1.000,0.280,1.000,4.850,384.000,1.000,0.610
6030.000,2.733,6.157,1.000,0.320,1.800,4.610,31.000,0.500,0.220
2003.000,2.723,6.689,1.000,0.280,0.600,3.910,222.000,0.300,0.680
978.000,2.705,6.801,1.000,0.390,0.500,4.730,358.000,0.500,0.140
1017.000,2.311,6.974,1.000,0.360,1.500,4.280,279.000,2.100,0.190
1589.000,2.378,5.964,1.000,0.220,0.000,4.340,147.000,0.900,0.300
230.000,2.470,6.371,1.000,0.240,0.100,2.250,22.000,0.500,0.760
1413.000,2.790,5.543,1.000,0.230,0.400,5.360,120.000,0.800,0.140
1809.000,2.543,6.022,1.000,0.120,0.400,4.040,180.000,0.100,0.110
1919.000,2.747,6.338,1.000,0.270,1.100,4.670,18.000,1.200,0.370
1321.000,2.703,5.899,1.000,0.270,0.100,4.140,76.000,0.400,0.860
5287.000,2.651,6.545,1.000,0.250,1.600,4.230,193.000,0.200,0.350
190.000,2.421,6.167,1.000,0.310,0.100,4.370,127.000,0.400,0.030
560.000,2.584,6.331,1.000,0.380,1.300,4.480,94.000,0.800,0.080
4375.000,2.800,6.712,1.000,0.260,0.500,3.820,220.000,1.100,0.040
1645.000,2.621,6.277,1.000,0.190,0.600,1.920,74.000,3.200,1.750
1521.000,2.700,5.805,1.000,0.080,0.900,2.460,14.000,1.600,0.660
2417.000,2.572,5.606,1.000,0.150,0.200,3.930,113.000,0.000,0.280
1611.000,2.714,6.172,1.000,0.310,0.600,3.360,243.000,0.100,0.230
6137.000,2.667,6.568,1.000,0.290,0.500,3.450,249.000,0.200,0.190
118.000,2.698,6.243,1.000,0.290,1.700,4.710,170.000,0.400,0.480
3135.000,2.769,6.155,1.000,0.150,0.200,3.310,185.000,1.400,0.420
2329.000,2.490,6.172,1.000,0.330,0.800,3.970,137.000,0.400,0.390
992.000,2.600,5.527,1.000,0.240,1.600,5.050,61.000,1.100,1.220
3462.000,2.479,6.250,1.000,0.300,0.400,3.510,179.000,0.400,0.270
5398.000,2.530,6.079,1.000,0.370,0.100,4.740,86.000,0.500,0.760
1022.000,2.861,6.573,1.000,0.210,1.300,4.440,37.000,0.500,2.000
2342.000,2.465,6.717,1.000,0.410,0.700,3.770,251.000,5.100,0.150
1569.000,2.720,6.348,1.000,0.160,0.500,3.850,302.000,1.100,0.670
19.000,2.470,6.150,1.000,0.240,1.100,4.670,177.000,0.400,0.360
2869.000,2.843,5.766,1.000,0.330,1.600,4.790,67.000,0.300,0.100
2467.000,2.811,6.002,1.000,0.300,0.900,4.700,159.000,0.100,0.140
3889.000,2.680,5.650,1.000,0.160,0.100,4.350,194.000,1.500,0.370
8912.000,2.707,6.312,1.000,0.370,0.200,3.700,76.000,1.500,0.420
78.000,2.515,6.078,1.000,0.240,0.200,3.370,122.000,0.400,0.740
4313.000,2.680,5.889,1.000,0.230,0.400,4.110,254.000,1.400,1.140
1318.000,2.563,6.570,1.000,0.190,1.800,3.340,223.000,3.300,1.380
2710.000,2.247,6.250,1.000,0.190,1.500,4.660,254.000,0.500,0.500
4570.000,2.430,6.196,1.000,0.250,2.300,4.460,81.000,0.500,0.300
1340.000,2.072,6.337,1.000,0.300,2.000,4.830,45.000,0.300,0.030
1191.000,2.565,5.727,1.000,0.280,0.300,4.700,280.000,0.900,0.090
7540.000,2.359,6.467,1.000,0.310,0.000,4.150,63.000,1.700,0.320
258.000,2.829,6.678,1.000,0.260,0.600,4.320,20.000,0.200,0.150
1380.000,2.781,6.661,1.000,0.320,0.400,5.780,29.000,0.300,0.010
1190.000,2.705,6.377,1.000,0.330,0.000,2.820,75.000,0.600,2.190
613.000,2.627,6.431,1.000,0.300,1.200,4.690,109.000,0.200,0.090
1709.000,2.540,6.797,1.000,0.290,1.300,3.990,238.000,1.000,0.170
563.000,2.128,5.808,1.000,0.320,1.200,4.040,149.000,0.600,0.450
1571.000,2.862,5.752,1.000,0.300,0.300,4.970,33.000,0.800,0.010
3010.000,2.691,6.180,1.000,0.400,0.600,4.090,279.000,2.200,0.350
1545.000,2.690,6.522,1.000,0.190,0.300,2.920,26.000,2.900,1.400
4146.000,2.673,5.966,1.000,0.170,0.600,3.640,195.000,0.500,0.190
25.000,2.724,6.261,1.000,0.250,0.600,3.940,174.000,0.500,0.160
1985.000,2.542,6.336,1.000,0.290,0.900,4.210,153.000,0.300,0.360
2967.000,2.800,6.201,1.000,0.240,0.200,4.850,214.000,1.100,0.230
3112.000,2.517,5.693,1.000,0.280,0.400,2.970,9.000,0.100,0.190
