time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
2682.000,2.000,6.000,1.000,4.000,0.259,0.457,0.782,0.754,0.142,0.320,0.611,0.809,0.789,0.643
116.000,3.000,6.000,1.000,0.000,0.325,0.400,0.793,0.745,0.292,0.147,0.573,0.868,0.940,0.729
1797.000,3.000,6.000,1.000,0.000,0.241,0.600,0.889,0.927,0.315,0.102,0.788,0.831,0.602,0.543
1485.000,3.000,6.000,1.000,3.000,0.217,0.533,0.755,0.836,0.246,0.081,0.825,0.397,0.489,0.571
1902.000,3.000,7.000,1.000,3.000,0.175,0.648,0.801,0.874,0.140,0.228,0.826,0.223,0.902,0.657
991.000,3.000,6.338,1.000,3.000,0.255,0.590,0.844,0.876,0.162,0.112,0.758,0.376,0.797,0.657
2010.000,3.000,6.000,1.000,0.000,0.269,0.514,0.787,0.862,0.282,0.061,0.825,0.665,0.835,0.643
1481.000,3.000,6.000,1.000,2.000,0.307,0.438,0.654,0.717,0.491,0.157,0.750,0.297,0.880,0.700
1834.000,3.000,6.000,1.000,3.000,0.259,0.543,0.810,0.861,0.357,0.091,0.783,0.157,0.835,0.629
4198.000,2.633,6.000,1.000,0.000,0.259,0.629,0.774,0.834,0.197,0.102,0.790,0.524,0.820,0.643
2775.000,2.680,6.000,1.000,0.000,0.283,0.562,0.816,0.881,0.283,0.081,0.814,0.772,0.759,0.586
5640.000,3.000,6.000,1.000,0.000,0.278,0.448,0.817,0.840,0.380,0.051,0.729,0.654,0.789,0.614
839.000,2.000,6.000,1.000,2.000,0.259,0.486,0.754,0.735,0.503,0.188,0.618,0.351,0.902,0.700
4258.000,3.000,6.324,1.000,3.000,0.283,0.476,0.802,0.803,0.146,0.223,0.679,0.322,0.346,0.414
8835.000,3.000,6.000,1.000,3.000,0.292,0.438,0.765,0.822,0.170,0.122,0.780,0.272,0.872,0.686
7808.000,3.000,7.000,1.000,0.000,0.269,0.457,0.772,0.738,0.314,0.244,0.595,0.471,0.707,0.786
1362.000,3.000,7.000,1.000,3.000,0.269,0.619,0.853,0.873,0.312,0.096,0.735,0.352,0.609,0.386
1069.000,3.000,6.000,1.000,0.000,0.255,0.486,0.833,0.852,0.357,0.036,0.726,0.371,0.820,0.629
966.000,3.000,6.000,1.000,0.000,0.288,0.429,0.763,0.820,0.409,0.091,0.778,0.499,0.699,0.829
1541.000,3.000,7.000,1.000,0.000,0.236,0.552,0.843,0.857,0.370,0.239,0.719,0.557,0.579,0.414
1498.000,3.000,7.000,1.000,0.000,0.231,0.657,0.874,0.911,0.286,0.117,0.778,0.488,0.872,0.686
5839.000,3.000,6.000,1.000,0.000,0.259,0.438,0.801,0.871,0.440,0.061,0.821,0.199,0.925,0.700
2772.000,3.000,6.985,1.000,3.000,0.274,0.610,0.803,0.870,0.095,0.137,0.813,0.489,0.729,0.586
1578.000,2.765,7.000,1.000,0.000,0.316,0.514,0.819,0.874,0.292,0.142,0.796,0.485,0.767,0.571
3736.000,2.000,6.000,1.000,0.000,0.264,0.495,0.804,0.877,0.294,0.036,0.825,0.525,0.677,0.514
1166.000,3.000,6.000,1.000,0.000,0.274,0.467,0.812,0.876,0.271,0.015,0.812,0.449,0.805,0.757
2933.000,3.000,6.000,1.000,0.000,0.278,0.448,0.809,0.849,0.237,0.056,0.761,0.672,0.880,0.643
1661.000,2.919,5.887,1.000,0.000,0.250,0.429,0.820,0.906,0.336,0.010,0.859,0.740,0.774,0.614
1300.000,2.000,6.000,1.000,3.000,0.217,0.552,0.759,0.795,0.272,0.132,0.734,0.417,0.654,0.543
5463.000,2.000,6.000,1.000,4.000,0.222,0.314,0.772,0.701,0.271,0.218,0.518,0.734,0.571,0.586
1786.000,3.000,6.000,1.000,0.000,0.259,0.362,0.803,0.801,0.418,0.102,0.672,0.446,0.586,0.600
2946.000,3.000,6.000,1.000,0.000,0.283,0.457,0.801,0.837,0.391,0.005,0.750,0.471,0.880,0.700
1165.000,2.000,6.000,1.000,0.000,0.245,0.438,0.743,0.742,0.355,0.127,0.652,0.524,0.669,0.514
3969.000,3.000,6.000,1.000,3.000,0.264,0.524,0.765,0.774,0.285,0.178,0.681,0.394,0.812,0.543
1321.000,2.730,6.000,1.000,0.000,0.283,0.419,0.829,0.829,0.354,0.203,0.685,0.723,0.729,0.629
1517.000,3.000,7.000,1.000,3.000,0.292,0.571,0.837,0.872,0.216,0.071,0.760,0.423,0.677,0.629
2390.000,2.774,6.000,1.000,0.000,0.283,0.495,0.801,0.846,0.275,0.071,0.770,0.579,0.677,0.529
1025.000,3.000,6.000,1.000,0.000,0.269,0.467,0.769,0.847,0.323,0.086,0.824,0.237,0.932,0.700
1777.000,3.000,6.000,1.000,0.000,0.236,0.600,0.869,0.898,0.279,0.117,0.760,0.439,0.857,0.657
1391.000,2.000,6.129,1.000,3.000,0.283,0.486,0.809,0.851,0.232,0.076,0.765,0.311,0.677,0.686
291.000,3.000,6.000,1.000,3.000,0.259,0.562,0.816,0.871,0.329,0.061,0.793,0.219,0.910,0.729
2809.000,2.709,6.000,1.000,0.000,0.302,0.590,0.866,0.880,0.287,0.107,0.730,0.611,0.782,0.629
2828.000,3.000,6.000,1.000,4.000,0.292,0.429,0.770,0.750,0.311,0.168,0.622,0.754,0.556,0.486
1346.000,3.000,7.000,1.000,0.000,0.269,0.571,0.802,0.867,0.263,0.076,0.811,0.508,0.692,0.486
19725.000,3.000,6.000,1.000,0.000,0.283,0.533,0.789,0.839,0.162,0.081,0.775,0.433,0.805,0.671
6678.000,3.000,6.000,1.000,0.000,0.231,0.543,0.823,0.874,0.325,0.076,0.789,0.487,0.767,0.514
2900.000,3.000,6.000,1.000,0.000,0.302,0.419,0.796,0.813,0.349,0.157,0.709,0.537,0.556,0.629
1254.000,3.000,7.000,1.000,3.000,0.283,0.552,0.777,0.817,0.188,0.274,0.749,0.448,0.602,0.571
990.000,3.000,7.000,1.000,3.000,0.217,0.648,0.832,0.867,0.186,0.152,0.759,0.410,0.662,0.400
1283.000,3.000,6.000,1.000,2.000,0.292,0.352,0.671,0.680,0.543,0.142,0.645,0.614,0.850,0.700
39.000,3.000,7.000,1.000,0.000,0.208,0.648,0.845,0.844,0.177,0.294,0.690,0.707,0.759,0.543
4528.000,2.000,6.000,1.000,0.000,0.259,0.486,0.872,0.877,0.482,0.061,0.711,0.423,0.549,0.529
1540.000,2.000,6.000,1.000,0.000,0.302,0.448,0.825,0.869,0.386,0.015,0.774,0.448,0.729,0.443
2034.000,2.534,6.000,1.000,0.000,0.264,0.457,0.789,0.845,0.418,0.046,0.786,0.259,0.917,0.700
984.000,2.664,7.000,1.000,3.000,0.259,0.648,0.812,0.862,0.240,0.107,0.783,0.473,0.692,0.729
1385.000,3.000,6.571,1.000,0.000,0.259,0.457,0.810,0.845,0.198,0.142,0.750,0.470,0.820,0.629
1313.000,3.000,6.000,1.000,0.000,0.245,0.486,0.817,0.865,0.172,0.178,0.780,0.683,0.759,0.600
408.000,3.000,7.000,1.000,0.000,0.283,0.524,0.810,0.864,0.263,0.066,0.790,0.429,0.880,0.700
1272.000,2.725,6.000,1.000,0.000,0.250,0.448,0.850,0.854,0.440,0.102,0.702,0.293,0.677,0.657
151.000,3.000,6.000,1.000,0.000,0.236,0.457,0.851,0.903,0.330,0.076,0.802,0.609,0.669,0.529
1437.000,3.000,6.000,1.000,0.000,0.307,0.533,0.810,0.874,0.282,0.020,0.810,0.794,0.865,0.714
486.000,3.000,6.000,1.000,0.000,0.250,0.476,0.820,0.866,0.328,0.112,0.779,0.320,0.872,0.657
126.000,3.000,5.000,1.000,2.000,0.302,0.362,0.763,0.728,0.579,0.137,0.590,0.328,0.902,0.743
1295.000,2.475,6.000,1.000,2.000,0.264,0.419,0.928,0.896,0.532,0.051,0.656,0.309,0.699,0.757
3138.000,3.000,6.000,1.000,0.000,0.302,0.352,0.756,0.776,0.490,0.122,0.701,0.562,0.782,0.729
1778.000,2.000,6.000,1.000,0.000,0.241,0.486,0.789,0.835,0.230,0.107,0.764,0.701,0.805,0.686
4548.000,3.000,7.000,1.000,3.000,0.250,0.514,0.795,0.844,0.191,0.102,0.775,0.520,0.677,0.529
2859.000,3.000,6.000,1.000,2.000,0.278,0.381,0.803,0.792,0.472,0.117,0.653,0.274,0.624,0.457
1844.000,3.000,6.000,1.000,0.000,0.292,0.543,0.775,0.822,0.320,0.056,0.763,0.530,0.887,0.714
1979.000,3.000,6.000,1.000,0.000,0.283,0.381,0.855,0.843,0.440,0.137,0.671,0.296,0.647,0.571
457.000,2.000,7.000,1.000,0.000,0.274,0.429,0.797,0.865,0.210,0.122,0.813,0.443,0.902,0.671
972.000,2.000,6.000,1.000,1.000,0.283,0.324,0.660,0.620,0.404,0.188,0.539,0.495,0.782,0.657
2951.000,3.000,6.000,1.000,0.000,0.278,0.495,0.783,0.839,0.255,0.132,0.784,0.490,0.714,0.714
2757.000,3.000,6.000,1.000,0.000,0.288,0.610,0.808,0.860,0.270,0.051,0.785,0.622,0.842,0.729
5252.000,2.450,5.000,1.000,0.000,0.222,0.429,0.852,0.828,0.259,0.122,0.644,0.866,0.820,0.629
1840.000,3.000,6.000,1.000,0.000,0.241,0.429,0.887,0.907,0.302,0.071,0.749,0.620,0.632,0.514
1417.000,3.000,6.820,1.000,3.000,0.222,0.571,0.830,0.896,0.115,0.162,0.822,0.361,0.669,0.471
1173.000,3.000,6.000,1.000,0.000,0.250,0.486,0.811,0.825,0.242,0.122,0.707,0.735,0.812,0.571
2791.000,3.000,6.000,1.000,0.000,0.226,0.600,0.785,0.869,0.349,0.091,0.842,0.714,0.887,0.657
2811.000,3.090,7.382,1.000,3.000,0.278,0.524,0.767,0.853,0.162,0.315,0.841,0.384,0.902,0.671
1122.000,2.655,6.000,1.000,0.000,0.278,0.619,0.835,0.905,0.188,0.168,0.831,0.626,0.887,0.700
1748.000,3.000,6.000,1.000,0.000,0.330,0.505,0.687,0.737,0.203,0.269,0.735,0.599,0.744,0.557
2515.000,3.000,6.000,1.000,0.000,0.316,0.533,0.776,0.789,0.324,0.122,0.693,0.715,0.797,0.514
2039.000,3.000,7.000,1.000,0.000,0.222,0.457,0.868,0.898,0.191,0.091,0.762,0.698,0.759,0.571
6142.000,3.000,6.000,1.000,0.000,0.288,0.476,0.847,0.892,0.178,0.061,0.784,0.476,0.707,0.629
1020.000,2.590,6.000,1.000,0.000,0.311,0.457,0.789,0.844,0.174,0.188,0.785,0.638,0.677,0.629
1185.000,3.000,6.000,1.000,0.000,0.241,0.514,0.860,0.917,0.513,0.071,0.814,0.385,0.887,0.671
2698.000,3.000,7.000,1.000,0.000,0.236,0.514,0.762,0.833,0.227,0.107,0.806,0.667,0.865,0.529
1647.000,3.000,7.000,1.000,3.000,0.217,0.476,0.806,0.873,0.196,0.091,0.815,0.300,0.602,0.557
1634.000,3.000,7.000,1.000,0.000,0.231,0.571,0.806,0.848,0.321,0.102,0.762,0.541,0.609,0.600
1149.000,2.857,6.000,1.000,0.000,0.274,0.495,0.850,0.893,0.228,0.081,0.782,0.415,0.865,0.643
5960.000,3.000,6.000,1.000,0.000,0.269,0.543,0.778,0.849,0.159,0.107,0.813,0.589,0.902,0.743
4501.000,2.000,6.000,1.000,3.000,0.184,0.571,0.871,0.914,0.161,0.107,0.791,0.445,0.797,0.557
1839.000,2.000,7.000,1.000,3.000,0.274,0.600,0.811,0.843,0.159,0.102,0.745,0.253,0.684,0.571
3950.000,2.840,6.000,1.000,0.000,0.274,0.390,0.841,0.870,0.234,0.107,0.750,0.413,0.902,0.686
1863.000,2.639,5.715,1.000,0.000,0.288,0.410,0.797,0.802,0.334,0.112,0.684,0.337,0.699,0.629
1711.000,3.000,6.000,1.000,3.000,0.259,0.619,0.838,0.872,0.291,0.056,0.760,0.311,0.699,0.657
412.000,2.000,6.000,1.000,3.000,0.241,0.495,0.812,0.883,0.401,0.107,0.826,0.290,0.654,0.557
7327.000,2.000,6.000,1.000,0.000,0.307,0.486,0.822,0.866,0.280,0.056,0.775,0.677,0.805,0.614
1606.000,2.000,6.000,1.000,2.000,0.269,0.381,0.761,0.752,0.524,0.112,0.642,0.294,0.624,0.671
1447.000,2.000,7.000,1.000,0.000,0.344,0.486,0.737,0.724,0.339,0.107,0.624,0.758,0.729,0.557
1360.000,2.000,6.000,1.000,0.000,0.302,0.495,0.817,0.874,0.282,0.071,0.799,0.826,0.850,0.786
966.000,2.600,6.000,1.000,0.000,0.245,0.448,0.844,0.864,0.347,0.066,0.733,0.319,0.872,0.671
1204.000,2.625,7.000,1.000,0.000,0.292,0.324,0.801,0.849,0.205,0.173,0.773,0.344,0.820,0.686
1781.000,2.675,6.000,1.000,0.000,0.259,0.476,0.838,0.886,0.298,0.112,0.789,0.414,0.932,0.743
849.000,2.685,6.000,1.000,0.000,0.274,0.467,0.849,0.879,0.349,0.056,0.754,0.367,0.835,0.629
173.000,2.000,7.000,1.000,3.000,0.222,0.543,0.814,0.863,0.111,0.112,0.781,0.230,0.699,0.557
2477.000,3.000,6.000,1.000,0.000,0.297,0.562,0.864,0.906,0.271,0.041,0.785,0.711,0.917,0.700
4399.000,2.000,5.000,1.000,0.000,0.274,0.476,0.820,0.881,0.232,0.127,0.809,0.448,0.752,0.600
2838.000,3.000,6.000,1.000,0.000,0.274,0.457,0.831,0.872,0.253,0.025,0.770,0.619,0.895,0.671
8921.000,3.000,5.000,1.000,0.000,0.297,0.476,0.799,0.817,0.500,0.036,0.713,0.451,0.895,0.714
281.000,2.000,6.000,1.000,0.000,0.274,0.438,0.744,0.786,0.462,0.081,0.741,0.424,0.865,0.729
2863.000,3.000,6.319,1.000,3.000,0.297,0.629,0.795,0.858,0.154,0.096,0.803,0.491,0.662,0.486
1520.000,2.826,6.324,1.000,3.000,0.274,0.562,0.808,0.857,0.087,0.081,0.779,0.260,0.827,0.671
18278.000,3.000,6.000,1.000,0.000,0.269,0.457,0.798,0.848,0.336,0.081,0.776,0.357,0.842,0.671
1456.000,3.000,6.000,1.000,0.000,0.231,0.371,0.739,0.716,0.262,0.228,0.605,0.579,0.857,0.657
1073.000,2.000,6.000,1.000,0.000,0.264,0.419,0.739,0.738,0.287,0.183,0.650,0.569,0.835,0.657
2681.000,3.000,6.000,1.000,0.000,0.274,0.352,0.710,0.695,0.416,0.239,0.610,0.540,0.805,0.571
71.000,3.000,6.399,1.000,0.000,0.274,0.533,0.893,0.937,0.233,0.132,0.800,0.488,0.947,0.729
1585.000,2.781,6.000,1.000,0.000,0.307,0.467,0.658,0.679,0.322,0.168,0.665,0.550,0.902,0.686
410.000,3.000,6.628,1.000,0.000,0.292,0.533,0.816,0.840,0.253,0.137,0.731,0.629,0.865,0.671
6718.000,2.000,7.000,1.000,3.000,0.278,0.495,0.806,0.856,0.196,0.142,0.781,0.423,0.767,0.686
1703.000,2.000,6.000,1.000,0.000,0.250,0.467,0.859,0.929,0.341,0.061,0.841,0.403,0.699,0.686
7079.000,2.000,6.000,1.000,3.000,0.278,0.505,0.838,0.880,0.193,0.127,0.776,0.647,0.511,0.386
9147.000,2.000,7.000,1.000,3.000,0.236,0.495,0.829,0.860,0.238,0.112,0.750,0.323,0.541,0.657
1816.000,3.000,6.000,1.000,0.000,0.255,0.457,0.826,0.876,0.329,0.137,0.788,0.535,0.684,0.500
1132.000,3.000,6.000,1.000,3.000,0.259,0.610,0.824,0.879,0.153,0.137,0.799,0.588,0.534,0.629
1484.000,2.000,6.000,1.000,0.000,0.264,0.486,0.739,0.744,0.468,0.096,0.663,0.538,0.541,0.329
1177.000,2.717,7.000,1.000,3.000,0.292,0.657,0.806,0.865,0.132,0.203,0.800,0.472,0.789,0.557
5748.000,2.000,6.000,1.000,0.000,0.241,0.514,0.860,0.898,0.222,0.091,0.775,0.543,0.744,0.557
217.000,2.810,6.000,1.000,2.000,0.330,0.610,0.624,0.565,0.542,0.142,0.486,0.504,0.850,0.671
3558.000,3.000,6.000,1.000,0.000,0.250,0.429,0.831,0.872,0.344,0.107,0.772,0.559,0.752,0.557
2450.000,3.000,7.000,1.000,3.000,0.288,0.495,0.827,0.887,0.210,0.107,0.810,0.146,0.850,0.657
1628.000,3.000,5.000,1.000,0.000,0.212,0.429,0.738,0.743,0.359,0.142,0.662,0.588,0.692,0.657
1667.000,2.000,6.000,1.000,3.000,0.212,0.438,0.828,0.859,0.282,0.081,0.750,0.424,0.579,0.514
2696.000,2.000,6.000,1.000,3.000,0.278,0.581,0.841,0.894,0.284,0.071,0.800,0.241,0.857,0.686
193.000,2.000,7.000,1.000,3.000,0.236,0.371,0.779,0.825,0.235,0.132,0.761,0.254,0.812,0.629
290.000,3.000,6.611,1.000,0.000,0.292,0.381,0.683,0.657,0.412,0.112,0.577,0.433,0.865,0.686
1555.000,2.552,6.382,1.000,3.000,0.255,0.533,0.877,0.899,0.380,0.066,0.749,0.082,0.617,0.486
1506.000,2.000,6.000,1.000,0.000,0.259,0.429,0.795,0.859,0.311,0.117,0.805,0.734,0.872,0.686
1143.000,3.000,6.000,1.000,3.000,0.203,0.400,0.857,0.865,0.350,0.142,0.712,0.252,0.805,0.571
1582.000,3.000,6.000,1.000,3.000,0.259,0.571,0.819,0.856,0.209,0.203,0.759,0.313,0.647,0.543
173.000,3.000,6.000,1.000,2.000,0.288,0.657,0.794,0.766,0.545,0.107,0.614,0.115,0.835,0.686
415.000,2.663,6.000,1.000,0.000,0.311,0.505,0.845,0.880,0.254,0.102,0.763,0.551,0.805,0.600
1628.000,3.000,7.000,1.000,0.000,0.283,0.562,0.796,0.855,0.185,0.117,0.795,0.538,0.857,0.629
1762.000,2.537,5.870,1.000,0.000,0.292,0.638,0.863,0.920,0.322,0.041,0.815,0.516,0.850,0.671
1114.000,3.000,6.000,1.000,0.000,0.292,0.552,0.812,0.855,0.295,0.117,0.768,0.573,0.647,0.443
1102.000,3.000,7.000,1.000,0.000,0.269,0.505,0.865,0.885,0.418,0.081,0.741,0.634,0.692,0.600
1478.000,2.803,6.000,1.000,0.000,0.241,0.362,0.828,0.819,0.508,0.112,0.666,0.773,0.925,0.700
2492.000,3.000,7.000,1.000,3.000,0.297,0.467,0.650,0.696,0.220,0.213,0.714,0.133,0.820,0.643
1314.000,3.000,6.000,1.000,0.000,0.297,0.438,0.767,0.829,0.222,0.132,0.790,0.715,0.729,0.643
2841.000,2.000,5.000,1.000,0.000,0.250,0.524,0.787,0.872,0.248,0.112,0.846,0.754,0.865,0.686
7163.000,3.000,6.000,1.000,0.000,0.288,0.600,0.848,0.883,0.249,0.091,0.764,0.531,0.692,0.543
1504.000,3.000,6.000,1.000,0.000,0.264,0.562,0.820,0.865,0.162,0.173,0.775,0.547,0.910,0.671
1332.000,3.000,6.818,1.000,0.000,0.297,0.514,0.864,0.880,0.330,0.208,0.732,0.578,0.526,0.500
3956.000,3.000,6.000,1.000,0.000,0.222,0.381,0.808,0.858,0.484,0.046,0.781,0.774,0.820,0.643
2628.000,2.000,6.000,1.000,3.000,0.264,0.552,0.825,0.897,0.270,0.081,0.833,0.116,0.827,0.657
1719.000,3.000,6.000,1.000,0.000,0.274,0.448,0.758,0.737,0.513,0.096,0.616,0.776,0.564,0.486
1675.000,3.000,6.000,1.000,3.000,0.259,0.590,0.796,0.855,0.237,0.071,0.794,0.328,0.632,0.529
439.000,2.000,6.329,1.000,0.000,0.274,0.543,0.839,0.869,0.342,0.071,0.750,0.509,0.797,0.657
2494.000,2.477,6.000,1.000,0.000,0.288,0.419,0.754,0.727,0.330,0.117,0.601,0.708,0.526,0.643
2522.000,2.849,6.355,1.000,0.000,0.259,0.524,0.835,0.871,0.176,0.102,0.761,0.537,0.850,0.629
1981.000,2.841,6.000,1.000,3.000,0.297,0.590,0.797,0.870,0.311,0.081,0.823,0.370,0.722,0.600
3175.000,3.000,7.000,1.000,0.000,0.259,0.581,0.829,0.865,0.188,0.188,0.760,0.688,0.699,0.543
1114.000,3.000,6.000,1.000,0.000,0.292,0.552,0.812,0.855,0.295,0.117,0.768,0.573,0.647,0.443
1172.000,3.000,6.000,1.000,2.000,0.264,0.352,0.735,0.653,0.615,0.178,0.481,0.610,0.429,0.543
1429.000,2.801,6.000,1.000,0.000,0.255,0.429,0.792,0.741,0.417,0.102,0.567,0.661,0.759,0.657
2161.000,3.000,6.000,1.000,0.000,0.255,0.467,0.776,0.854,0.312,0.178,0.826,0.346,0.887,0.629
1357.000,2.638,7.000,1.000,0.000,0.241,0.524,0.819,0.888,0.216,0.081,0.825,0.376,0.880,0.657
4289.000,3.000,6.000,1.000,0.000,0.189,0.467,0.809,0.836,0.401,0.152,0.733,0.542,0.820,0.614
219.000,3.000,7.000,1.000,0.000,0.250,0.476,0.826,0.881,0.203,0.076,0.800,0.528,0.880,0.700
3123.000,3.000,6.000,1.000,0.000,0.255,0.486,0.842,0.845,0.279,0.137,0.696,0.479,0.707,0.614
1707.000,3.000,6.000,1.000,0.000,0.269,0.533,0.803,0.828,0.265,0.147,0.727,0.537,0.789,0.614
407.000,3.000,5.855,1.000,0.000,0.274,0.495,0.786,0.851,0.439,0.025,0.804,0.664,0.872,0.686
4164.000,2.780,6.808,1.000,3.000,0.175,0.657,0.837,0.866,0.177,0.183,0.749,0.240,0.774,0.643
158.000,3.000,6.000,1.000,0.000,0.302,0.514,0.862,0.897,0.311,0.071,0.770,0.676,0.895,0.714
2877.000,2.000,6.772,1.000,3.000,0.297,0.467,0.837,0.868,0.221,0.096,0.752,0.225,0.842,0.629
5478.000,3.000,6.506,1.000,0.000,0.269,0.629,0.864,0.868,0.432,0.107,0.706,0.263,0.887,0.686
4031.000,2.000,6.375,1.000,0.000,0.274,0.600,0.834,0.809,0.248,0.193,0.636,0.754,0.549,0.629
1258.000,2.000,6.000,1.000,0.000,0.231,0.495,0.909,0.928,0.318,0.102,0.754,0.814,0.835,0.671
1074.000,3.000,6.000,1.000,2.000,0.274,0.333,0.639,0.671,0.433,0.102,0.680,0.381,0.865,0.700
1306.000,3.000,6.000,1.000,0.000,0.245,0.495,0.858,0.884,0.290,0.051,0.750,0.480,0.842,0.643
2427.000,2.715,7.000,1.000,3.000,0.292,0.362,0.733,0.770,0.159,0.228,0.725,0.335,0.602,0.471
1153.000,2.719,6.979,1.000,3.000,0.288,0.600,0.778,0.828,0.203,0.162,0.770,0.575,0.609,0.471
1191.000,2.566,6.000,1.000,0.000,0.264,0.419,0.821,0.870,0.317,0.107,0.783,0.448,0.962,0.786
5418.000,3.000,7.000,1.000,3.000,0.307,0.562,0.859,0.886,0.229,0.107,0.753,0.445,0.602,0.571
4587.000,3.000,6.612,1.000,3.000,0.297,0.495,0.783,0.820,0.127,0.208,0.743,0.561,0.511,0.586
1404.000,3.000,6.000,1.000,0.000,0.264,0.476,0.848,0.891,0.329,0.056,0.782,0.599,0.737,0.686
1881.000,3.000,6.000,1.000,3.000,0.245,0.476,0.876,0.934,0.270,0.076,0.822,0.302,0.857,0.514
2585.000,3.000,7.000,1.000,3.000,0.283,0.705,0.824,0.887,0.080,0.168,0.814,0.405,0.767,0.486
1738.000,3.000,6.000,1.000,0.000,0.274,0.457,0.831,0.928,0.272,0.056,0.887,0.483,0.932,0.729
2509.000,2.689,7.000,1.000,0.000,0.307,0.457,0.824,0.883,0.293,0.107,0.806,0.504,0.797,0.629
46.000,3.000,6.000,1.000,0.000,0.236,0.419,0.820,0.885,0.279,0.086,0.816,0.695,0.812,0.600
7327.000,3.000,6.000,1.000,0.000,0.255,0.486,0.885,0.896,0.424,0.086,0.730,0.604,0.782,0.500
1560.000,2.000,6.000,1.000,3.000,0.259,0.429,0.883,0.881,0.404,0.086,0.703,0.218,0.466,0.443
22.000,3.000,7.000,1.000,3.000,0.297,0.667,0.793,0.857,0.203,0.183,0.803,0.348,0.752,0.557
2481.000,3.000,7.000,1.000,3.000,0.231,0.610,0.791,0.853,0.142,0.152,0.800,0.566,0.617,0.400
2905.000,3.000,6.000,1.000,0.000,0.241,0.476,0.811,0.819,0.279,0.213,0.695,0.623,0.789,0.657
642.000,2.000,6.000,1.000,0.000,0.250,0.514,0.799,0.829,0.222,0.168,0.736,0.441,0.797,0.657
4191.000,3.000,7.000,1.000,3.000,0.269,0.505,0.783,0.859,0.244,0.188,0.825,0.583,0.647,0.371
1832.000,2.000,7.000,1.000,4.000,0.269,0.400,0.613,0.570,0.303,0.234,0.515,0.828,0.383,0.671
5370.000,3.000,6.484,1.000,3.000,0.255,0.467,0.780,0.819,0.310,0.117,0.747,0.352,0.556,0.657
2740.000,3.000,6.000,1.000,0.000,0.288,0.457,0.724,0.686,0.295,0.091,0.567,0.328,0.835,0.614
1326.000,2.593,7.000,1.000,0.000,0.278,0.514,0.813,0.863,0.191,0.213,0.783,0.569,0.541,0.700
1208.000,3.000,6.000,1.000,0.000,0.264,0.419,0.820,0.864,0.361,0.020,0.772,0.594,0.797,0.614
1394.000,3.000,6.000,1.000,0.000,0.245,0.486,0.809,0.847,0.216,0.096,0.756,0.752,0.729,0.600
13.000,3.000,6.000,1.000,0.000,0.269,0.505,0.785,0.852,0.342,0.076,0.808,0.459,0.850,0.700
2865.000,2.540,6.000,1.000,3.000,0.255,0.438,0.855,0.873,0.249,0.076,0.734,0.184,0.564,0.486
1439.000,3.000,6.000,1.000,3.000,0.264,0.543,0.776,0.760,0.178,0.249,0.634,0.450,0.617,0.643
4305.000,2.000,6.000,1.000,0.000,0.255,0.505,0.891,0.901,0.444,0.081,0.730,0.705,0.707,0.643
8445.000,3.000,6.000,1.000,0.000,0.321,0.552,0.810,0.766,0.317,0.147,0.587,0.656,0.767,0.714
1488.000,2.000,6.000,1.000,0.000,0.259,0.438,0.783,0.860,0.294,0.091,0.829,0.399,0.902,0.700
634.000,3.000,7.000,1.000,3.000,0.292,0.352,0.783,0.844,0.368,0.137,0.793,0.077,0.902,0.729
1237.000,3.000,6.000,1.000,0.000,0.274,0.457,0.860,0.876,0.450,0.046,0.731,0.420,0.752,0.657
1568.000,2.000,6.626,1.000,3.000,0.250,0.714,0.809,0.870,0.119,0.162,0.804,0.508,0.707,0.629
1204.000,2.000,6.000,1.000,0.000,0.259,0.419,0.799,0.864,0.292,0.030,0.809,0.490,0.782,0.629
1095.000,3.000,6.371,1.000,0.000,0.208,0.495,0.819,0.870,0.282,0.056,0.786,0.454,0.797,0.643
213.000,2.695,7.000,1.000,0.000,0.245,0.552,0.808,0.817,0.319,0.218,0.696,0.419,0.917,0.686
2085.000,2.000,6.000,1.000,0.000,0.222,0.438,0.633,0.724,0.338,0.107,0.800,0.414,0.767,0.614
4588.000,3.000,6.000,1.000,0.000,0.297,0.524,0.838,0.888,0.440,0.051,0.793,0.748,0.707,0.600
1532.000,2.000,6.266,1.000,0.000,0.288,0.429,0.878,0.879,0.374,0.076,0.706,0.511,0.714,0.643
870.000,2.000,7.000,1.000,0.000,0.255,0.419,0.844,0.888,0.295,0.071,0.782,0.466,0.737,0.671
4540.000,3.000,6.000,1.000,0.000,0.264,0.419,0.693,0.794,0.285,0.107,0.842,0.619,0.917,0.714
15446.000,2.000,6.000,1.000,0.000,0.288,0.400,0.812,0.817,0.454,0.112,0.689,0.406,0.632,0.657
3964.000,3.000,6.000,1.000,0.000,0.259,0.448,0.821,0.882,0.327,0.066,0.809,0.466,0.857,0.643
113.000,3.000,7.000,1.000,3.000,0.259,0.695,0.841,0.877,0.165,0.157,0.763,0.562,0.594,0.571
1376.000,3.000,6.000,1.000,3.000,0.307,0.571,0.841,0.865,0.257,0.091,0.740,0.405,0.767,0.571
