bcr_dir,RunNumber,PartNumber,Teststart,Sensor,BoardNr,ArrayNr,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
,R29099,932-029,09-04-2021 07:34,Glu,1,16,Approved,1.4,0.2,1,3.76,71,0.6,0.36
,R29143,932-029,09-04-2021 07:34,Glu,1,16,Approved,1.42,0.23,1.4,4.32,119,0.8,0.46
,R29143,932-029,09-04-2021 07:34,Glu,2,9,Approved,1.35,0.23,1.3,4.28,72,0.1,0.43
,R29143,932-029,09-04-2021 07:34,Glu,3,8,Approved,1.42,0.27,2.2,4.49,349,0.6,0.4
,R29161,932-029,09-04-2021 07:32,Glu,3,12,Approved,1.33,0.24,1.1,4.5,249,0.2,0.43
,R29161,932-029,09-04-2021 07:32,Glu,8,4,Approved,1.4,0.26,0.9,4.21,133,0.9,0.74
,R29161,932-029,09-04-2021 07:32,Glu,2,16,Approved,1.42,0.23,1.4,4.44,251,0.8,0.55
,R29161,932-029,09-04-2021 07:32,Glu,1,2,Approved,1.38,0.24,1.7,3.56,288,0.3,0.28
,R29176,932-029,09-04-2021 07:30,Glu,3,1,Approved,1.3,0.23,1,4.59,278,1.2,0.42
,R29176,932-029,09-04-2021 07:30,Glu,1,8,Approved,1.37,0.22,1.1,3.91,174,0.8,0.31
,R29176,932-029,09-04-2021 07:30,Glu,8,1,Approved,1.27,0.15,1.4,3.07,232,2.2,0.61
,R29180,932-029,09-04-2021 07:29,Glu,3,9,Approved,1.37,0.22,1.9,4.39,116,0,0.64
,R29180,932-029,09-04-2021 07:29,Glu,1,8,Approved,1.37,0.22,1.2,4.05,36,0.6,0.55
,R29180,932-029,09-04-2021 07:29,Glu,8,16,Approved,1.35,0.21,1.5,4.43,149,0.1,0.57
,R29180,932-029,09-04-2021 07:29,Glu,2,16,Approved,1.38,0.17,1.1,3.31,138,0.7,1.2
,R29090,932-029,09-04-2021 07:29,Glu,8,9,Approved,1.22,0.25,1.5,4,222,0.1,0.6
,R29090,932-029,09-04-2021 07:29,Glu,1,9,Approved,1.3,0.26,1.3,3.84,91,0,0.61
,R29090,932-029,09-04-2021 07:29,Glu,2,10,Approved,1.4,0.25,1,4.5,61,0.7,0.45
,R29162,932-029,09-04-2021 07:29,Glu,2,8,Approved,1.3,0.26,0.8,4.13,64,0,0.62
,R29162,932-029,09-04-2021 07:29,Glu,1,8,Approved,1.3,0.29,1,2.89,159,2.1,0.7
,R29162,932-029,09-04-2021 07:29,Glu,7,9,Approved,1.32,0.16,0.5,2.1,166,2.4,0.64
,R29162,932-029,09-04-2021 07:29,Glu,3,8,Approved,1.32,0.3,0.8,4.32,156,0.5,0.34
,R29076,932-029,09-04-2021 07:29,Glu,3,9,Approved,1.3,0.24,1.2,3.38,77,1.1,0.02
,R29076,932-029,09-04-2021 07:29,Glu,1,8,Approved,1.28,0.34,1,3.55,160,0.2,0.56
,R29076,932-029,09-04-2021 07:29,Glu,8,9,Approved,1.3,0.31,0.9,2.45,164,2.2,0.29
,R29144,932-029,09-04-2021 07:29,Glu,1,15,Approved,1.32,0.24,1.6,4.24,205,0.1,0.65
,R29144,932-029,09-04-2021 07:29,Glu,8,9,Approved,1.33,0.26,1.4,4.15,149,0.7,0.61
,R29144,932-029,09-04-2021 07:29,Glu,3,15,Approved,1.32,0.2,1.6,4.7,216,0.7,0.32
,R29144,932-029,09-04-2021 07:29,Glu,2,14,Approved,1.38,0.3,1.6,4.06,232,0.6,0.72
,R29183,932-029,09-04-2021 07:29,Glu,8,7,Approved,1.38,0.23,1,4.23,120,0.6,0.69
,R29183,932-029,09-04-2021 07:29,Glu,1,16,Approved,1.33,0.21,1.1,4.52,106,0.2,0.72
,R29183,932-029,09-04-2021 07:29,Glu,2,9,Approved,1.4,0.22,2.1,4.11,175,0.4,0.62
,R29160,932-029,09-04-2021 07:29,Glu,4,11,Approved,1.27,0.28,1.2,2.75,380,4.3,1.39
,R29160,932-029,09-04-2021 07:29,Glu,1,5,Approved,1.3,0.23,1.3,4.15,74,0.7,0.51
,R29160,932-029,09-04-2021 07:29,Glu,8,3,Approved,1.27,0.18,0.4,2.17,15,3.6,0.51
,R29160,932-029,09-04-2021 07:29,Glu,2,11,Approved,1.27,0.24,1.1,3.56,112,0,0.44
,R29079,932-029,09-04-2021 07:28,Glu,8,16,Approved,1.3,0.24,1.5,4.38,262,0.7,0.42
,R29079,932-029,09-04-2021 07:28,Glu,3,15,Approved,1.43,0.22,1.8,4.22,290,0.3,0.62
,R29079,932-029,09-04-2021 07:28,Glu,2,16,Approved,1.3,0.21,1.9,4.13,317,0.9,0.65
,R29079,932-029,09-04-2021 07:28,Glu,1,16,Approved,1.38,0.21,2,4.34,303,1,0.6
,R29101,932-029,09-04-2021 07:24,Glu,3,13,Approved,1.37,0.16,0.6,2.17,180,2.6,0.57
,R29101,932-029,09-04-2021 07:24,Glu,8,2,Approved,1.27,0.21,0.5,3.42,39,1.4,1.02
,R29101,932-029,09-04-2021 07:24,Glu,1,1,Approved,1.22,0.25,0.9,3.84,46,0.6,0.72
,R29101,932-029,09-04-2021 07:24,Glu,2,1,Approved,1.23,0.24,0.8,3.99,89,0.1,0.44
,R29090,932-029,09-04-2021 00:00,Glu,8,9,Approved,1.22,0.25,1.5,4,222,0.1,0.6
,R29160,932-029,09-04-2021 00:00,Glu,1,5,Approved,1.3,0.23,1.3,4.15,74,0.7,0.51
,R29076,932-029,09-04-2021 00:00,Glu,8,9,Approved,1.3,0.31,0.9,2.45,164,2.2,0.29
,R29160,932-029,09-04-2021 00:00,Glu,8,3,Approved,1.27,0.18,0.4,2.17,15,3.6,0.51
,R29180,932-029,09-04-2021 00:00,Glu,8,16,Approved,1.35,0.21,1.5,4.43,149,0.1,0.57
,R29160,932-029,09-04-2021 00:00,Glu,4,11,Approved,1.27,0.28,1.2,2.75,380,4.3,1.39
,R29161,932-029,09-04-2021 00:00,Glu,1,2,Approved,1.38,0.24,1.7,3.56,288,0.3,0.28
,R29161,932-029,09-04-2021 00:00,Glu,3,12,Approved,1.33,0.24,1.1,4.5,249,0.2,0.43
,R29101,932-029,09-04-2021 00:00,Glu,2,1,Approved,1.23,0.24,0.8,3.99,89,0.1,0.44
,R29144,932-029,09-04-2021 00:00,Glu,1,15,Approved,1.32,0.24,1.6,4.24,205,0.1,0.65
,R29079,932-029,09-04-2021 00:00,Glu,8,16,Approved,1.3,0.24,1.5,4.38,262,0.7,0.42
,R29144,932-029,09-04-2021 00:00,Glu,3,15,Approved,1.32,0.2,1.6,4.7,216,0.7,0.32
,R29176,932-029,09-04-2021 00:00,Glu,8,1,Approved,1.27,0.15,1.4,3.07,232,2.2,0.61
,R29099,932-029,09-04-2021 00:00,Glu,1,16,Approved,1.4,0.2,1,3.76,71,0.6,0.36
,R29180,932-029,09-04-2021 00:00,Glu,1,8,Approved,1.37,0.22,1.2,4.05,36,0.6,0.55
,R29162,932-029,09-04-2021 00:00,Glu,3,8,Approved,1.32,0.3,0.8,4.32,156,0.5,0.34
,R29079,932-029,09-04-2021 00:00,Glu,3,15,Approved,1.43,0.22,1.8,4.22,290,0.3,0.62
,R29101,932-029,09-04-2021 00:00,Glu,3,13,Approved,1.37,0.16,0.6,2.17,180,2.6,0.57
,R29160,932-029,09-04-2021 00:00,Glu,2,11,Approved,1.27,0.24,1.1,3.56,112,0,0.44
,R29162,932-029,09-04-2021 00:00,Glu,7,9,Approved,1.32,0.16,0.5,2.1,166,2.4,0.64
,R29161,932-029,09-04-2021 00:00,Glu,2,16,Approved,1.42,0.23,1.4,4.44,251,0.8,0.55
,R29180,932-029,09-04-2021 00:00,Glu,2,16,Approved,1.38,0.17,1.1,3.31,138,0.7,1.2
,R29183,932-029,09-04-2021 00:00,Glu,2,9,Approved,1.4,0.22,2.1,4.11,175,0.4,0.62
,R29176,932-029,09-04-2021 00:00,Glu,1,8,Approved,1.37,0.22,1.1,3.91,174,0.8,0.31
,R29101,932-029,09-04-2021 00:00,Glu,1,1,Approved,1.22,0.25,0.9,3.84,46,0.6,0.72
,R29101,932-029,09-04-2021 00:00,Glu,8,2,Approved,1.27,0.21,0.5,3.42,39,1.4,1.02
,R29076,932-029,09-04-2021 00:00,Glu,1,8,Approved,1.28,0.34,1,3.55,160,0.2,0.56
,R29162,932-029,09-04-2021 00:00,Glu,1,8,Approved,1.3,0.29,1,2.89,159,2.1,0.7
,R29180,932-029,09-04-2021 00:00,Glu,3,9,Approved,1.37,0.22,1.9,4.39,116,0,0.64
,R29090,932-029,09-04-2021 00:00,Glu,2,10,Approved,1.4,0.25,1,4.5,61,0.7,0.45
,R29090,932-029,09-04-2021 00:00,Glu,1,9,Approved,1.3,0.26,1.3,3.84,91,0,0.61
,R29079,932-029,09-04-2021 00:00,Glu,2,16,Approved,1.3,0.21,1.9,4.13,317,0.9,0.65
,R29143,932-029,09-04-2021 00:00,Glu,2,9,Approved,1.35,0.23,1.3,4.28,72,0.1,0.43
,R29143,932-029,09-04-2021 00:00,Glu,1,16,Approved,1.42,0.23,1.4,4.32,119,0.8,0.46
,R29099,932-029,09-04-2021 00:00,Glu,8,9,Approved,1.33,0.22,1.6,3.4,255,0.8,0.14
,R29183,932-029,09-04-2021 00:00,Glu,1,16,Approved,1.33,0.21,1.1,4.52,106,0.2,0.72
,R29144,932-029,09-04-2021 00:00,Glu,2,14,Approved,1.38,0.3,1.6,4.06,232,0.6,0.72
,R29076,932-029,09-04-2021 00:00,Glu,3,9,Approved,1.3,0.24,1.2,3.38,77,1.1,0.02
,R29079,932-029,09-04-2021 00:00,Glu,1,16,Approved,1.38,0.21,2,4.34,303,1,0.6
,R29144,932-029,09-04-2021 00:00,Glu,8,9,Approved,1.33,0.26,1.4,4.15,149,0.7,0.61
,R29143,932-029,09-04-2021 00:00,Glu,3,8,Approved,1.42,0.27,2.2,4.49,349,0.6,0.4
,R29162,932-029,09-04-2021 00:00,Glu,2,8,Approved,1.3,0.26,0.8,4.13,64,0,0.62
,R29183,932-029,09-04-2021 00:00,Glu,8,7,Approved,1.38,0.23,1,4.23,120,0.6,0.69
,R29099,932-029,09-04-2021 00:00,Glu,2,1,Approved,1.32,0.23,0.8,3.94,197,0.4,0.17
,R29176,932-029,09-04-2021 00:00,Glu,3,1,Approved,1.3,0.23,1,4.59,278,1.2,0.42
,R29161,932-029,09-04-2021 00:00,Glu,8,4,Approved,1.4,0.26,0.9,4.21,133,0.9,0.74
,R29155,932-029,08-04-2021 07:18,Glu,8,8,Approved,1.35,0.21,0.8,4.39,233,0.5,0.12
,R29155,932-029,08-04-2021 07:18,Glu,2,1,Approved,1.35,0.24,1,2.84,383,3.2,0.76
,R29155,932-029,08-04-2021 07:18,Glu,1,10,Approved,1.43,0.24,0.6,4.12,139,0.2,0.1
,R29175,932-029,08-04-2021 07:17,Glu,3,12,Approved,1.32,0.21,0.7,2.82,173,4.6,2.05
,R29175,932-029,08-04-2021 07:17,Glu,1,16,Approved,1.37,0.25,1.7,4.09,375,1,0.3
,R29175,932-029,08-04-2021 07:17,Glu,2,2,Approved,1.33,0.15,0.7,2.91,332,1.5,0.74
,R29175,932-029,08-04-2021 07:17,Glu,8,1,Approved,1.32,0.24,0.8,4.36,175,1,0.27
,R29142,932-029,08-04-2021 07:17,Glu,1,2,Approved,1.45,0.21,1.3,5.23,57,1.1,0.4
,R29142,932-029,08-04-2021 07:17,Glu,3,13,Approved,1.33,0.28,1.6,4.96,219,0,0.27
,R29142,932-029,08-04-2021 07:17,Glu,2,9,Approved,1.33,0.22,0.9,4.48,68,0.2,0.18
,R29120,932-029,08-04-2021 07:17,Glu,8,8,Approved,1.35,0.23,1.9,4.62,336,0.6,0.35
,R29120,932-029,08-04-2021 07:17,Glu,1,9,Approved,1.43,0.23,0.8,5.14,102,1.1,0.35
,R29120,932-029,08-04-2021 07:17,Glu,3,11,Approved,1.45,0.23,1.7,4.57,236,1.7,0.48
,R29120,932-029,08-04-2021 07:17,Glu,2,6,Approved,1.38,0.17,0.8,2.75,166,2.9,0.74
,R29146,932-029,08-04-2021 07:15,Glu,3,13,Approved,1.33,0.27,2,4.37,368,1.1,0.44
,R29146,932-029,08-04-2021 07:15,Glu,8,3,Approved,1.33,0.2,0.2,1.36,125,1.7,0.24
,R29146,932-029,08-04-2021 07:15,Glu,1,1,Approved,1.35,0.24,1,4.19,91,0.8,0.4
,R29060,932-029,08-04-2021 07:15,Glu,1,1,Approved,1.4,0.24,1.7,4.57,276,0.6,0.2
,R29060,932-029,08-04-2021 07:15,Glu,3,8,Approved,1.37,0.33,1.9,4.76,369,1.2,0.38
,R29060,932-029,08-04-2021 07:15,Glu,8,2,Approved,1.43,0.11,0,1.93,191,2.9,1.69
,R29060,932-029,08-04-2021 07:15,Glu,2,12,Approved,1.43,0.2,1.1,3.46,206,3.6,2.94
,R29125,932-029,08-04-2021 07:15,Glu,1,10,Approved,1.42,0.2,0.7,4.55,117,0.7,0.29
,R29125,932-029,08-04-2021 07:15,Glu,3,5,Approved,1.47,0.25,0.8,4.98,72,0.7,0.24
,R29125,932-029,08-04-2021 07:15,Glu,2,14,Approved,1.33,0.27,1.4,5.3,253,0.9,0.24
,R29125,932-029,08-04-2021 07:15,Glu,8,2,Approved,1.33,0.19,1.4,4.89,335,1.8,0.48
,R29113,932-029,08-04-2021 07:14,Glu,8,10,Approved,1.28,0.18,0.1,2.39,249,2.5,1.89
,R29113,932-029,08-04-2021 07:14,Glu,1,15,Approved,1.4,0.25,0.8,5.07,221,0,0.15
,R29113,932-029,08-04-2021 07:14,Glu,2,11,Approved,1.3,0.21,0.5,4.81,57,0.7,0.04
,R29113,932-029,08-04-2021 07:14,Glu,3,2,Approved,1.33,0.23,0.8,5,195,0.4,0.31
,R29152,932-029,08-04-2021 07:14,Glu,3,16,Approved,1.32,0.27,1.1,3.87,233,1.5,0.41
,R29152,932-029,08-04-2021 07:14,Glu,1,9,Approved,1.3,0.24,0.8,4.04,137,1,0.57
,R29152,932-029,08-04-2021 07:14,Glu,8,8,Approved,1.32,0.26,0.7,3.84,125,1,0.67
,R29152,932-029,08-04-2021 07:14,Glu,3,1,Approved,1.28,0.23,0.9,3.64,240,0.9,0.08
,R29132,932-029,08-04-2021 07:14,Glu,2,10,Approved,1.33,0.25,1.3,4.46,297,0.1,0.62
,R29132,932-029,08-04-2021 07:14,Glu,8,16,Approved,1.33,0.23,1.2,4.19,106,0.6,0.88
,R29132,932-029,08-04-2021 07:14,Glu,3,8,Approved,1.33,0.23,1.3,4.17,339,0.1,0.82
,R29132,932-029,08-04-2021 07:14,Glu,1,1,Approved,1.32,0.13,0.9,1.62,306,2,0.5
,R29178,932-029,08-04-2021 07:13,Glu,3,1,Approved,1.4,0.22,1.5,5.08,175,0.1,0.07
,R29178,932-029,08-04-2021 07:13,Glu,1,16,Approved,1.4,0.17,1,3.7,143,2.2,1.28
,R29178,932-029,08-04-2021 07:13,Glu,2,9,Approved,1.4,0.21,1.8,4.99,222,0.7,0.13
,R29128,932-029,08-04-2021 07:13,Glu,1,8,Approved,1.35,0.19,2.3,4.98,348,0.6,0.43
,R29128,932-029,08-04-2021 07:13,Glu,2,1,Approved,1.43,0.23,2,5,344,0.1,0.37
,R29128,932-029,08-04-2021 07:13,Glu,3,9,Approved,1.42,0.23,0.3,3.88,169,0.4,0.11
,R29128,932-029,08-04-2021 07:13,Glu,8,8,Approved,1.42,0.24,1.2,4.6,272,0.8,0.41
,R29189,932-029,08-04-2021 07:12,Glu,8,5,Approved,1.28,0.27,1,4.28,181,0.4,0.64
,R29189,932-029,08-04-2021 07:12,Glu,3,16,Approved,1.28,0.16,0.5,2.95,90,2.7,0.13
,R29189,932-029,08-04-2021 07:12,Glu,2,8,Approved,1.3,0.19,0.2,2.52,103,1,0.42
,R29189,932-029,08-04-2021 07:12,Glu,1,9,Approved,1.32,0.25,0.7,4.36,48,0.8,0.55
,R29140,932-029,08-04-2021 07:07,Glu,3,8,Approved,1.4,0.24,1,3.81,338,1.4,0.14
,R29140,932-029,08-04-2021 07:07,Glu,8,1,Approved,1.3,0.2,0.1,2.42,131,3.9,1.38
,R29140,932-029,08-04-2021 07:07,Glu,1,14,Approved,1.23,0.25,1.6,4.22,378,0.5,0.5
,R29128,932-029,08-04-2021 00:00,Glu,3,9,Approved,1.42,0.23,0.3,3.88,169,0.4,0.11
,R29152,932-029,08-04-2021 00:00,Glu,1,9,Approved,1.3,0.24,0.8,4.04,137,1,0.57
,R29189,932-029,08-04-2021 00:00,Glu,2,8,Approved,1.3,0.19,0.2,2.52,103,1,0.42
,R29152,932-029,08-04-2021 00:00,Glu,8,8,Approved,1.32,0.26,0.7,3.84,125,1,0.67
,R29128,932-029,08-04-2021 00:00,Glu,2,1,Approved,1.43,0.23,2,5,344,0.1,0.37
,R29175,932-029,08-04-2021 00:00,Glu,2,2,Approved,1.33,0.15,0.7,2.91,332,1.5,0.74
,R29125,932-029,08-04-2021 00:00,Glu,3,5,Approved,1.47,0.25,0.8,4.98,72,0.7,0.24
,R29140,932-029,08-04-2021 00:00,Glu,8,1,Approved,1.3,0.2,0.1,2.42,131,3.9,1.38
,R29140,932-029,08-04-2021 00:00,Glu,3,8,Approved,1.4,0.24,1,3.81,338,1.4,0.14
,R29152,932-029,08-04-2021 00:00,Glu,3,1,Approved,1.28,0.23,0.9,3.64,240,0.9,0.08
,R29120,932-029,08-04-2021 00:00,Glu,1,9,Approved,1.43,0.23,0.8,5.14,102,1.1,0.35
,R29120,932-029,08-04-2021 00:00,Glu,8,8,Approved,1.35,0.23,1.9,4.62,336,0.6,0.35
,R29189,932-029,08-04-2021 00:00,Glu,1,9,Approved,1.32,0.25,0.7,4.36,48,0.8,0.55
,R29132,932-029,08-04-2021 00:00,Glu,8,16,Approved,1.33,0.23,1.2,4.19,106,0.6,0.88
,R29125,932-029,08-04-2021 00:00,Glu,1,10,Approved,1.42,0.2,0.7,4.55,117,0.7,0.29
,R29142,932-029,08-04-2021 00:00,Glu,1,2,Approved,1.45,0.21,1.3,5.23,57,1.1,0.4
,R29175,932-029,08-04-2021 00:00,Glu,1,16,Approved,1.37,0.25,1.7,4.09,375,1,0.3
,R29178,932-029,08-04-2021 00:00,Glu,3,1,Approved,1.4,0.22,1.5,5.08,175,0.1,0.07
,R29060,932-029,08-04-2021 00:00,Glu,2,12,Approved,1.43,0.2,1.1,3.46,206,3.6,2.94
,R29146,932-029,08-04-2021 00:00,Glu,8,3,Approved,1.33,0.2,0.2,1.36,125,1.7,0.24
,R29113,932-029,08-04-2021 00:00,Glu,8,10,Approved,1.28,0.18,0.1,2.39,249,2.5,1.89
,R29120,932-029,08-04-2021 00:00,Glu,3,11,Approved,1.45,0.23,1.7,4.57,236,1.7,0.48
,R29142,932-029,08-04-2021 00:00,Glu,3,13,Approved,1.33,0.28,1.6,4.96,219,0,0.27
,R29120,932-029,08-04-2021 00:00,Glu,2,6,Approved,1.38,0.17,0.8,2.75,166,2.9,0.74
,R29152,932-029,08-04-2021 00:00,Glu,3,16,Approved,1.32,0.27,1.1,3.87,233,1.5,0.41
,R29178,932-029,08-04-2021 00:00,Glu,1,16,Approved,1.4,0.17,1,3.7,143,2.2,1.28
,R29155,932-029,08-04-2021 00:00,Glu,8,8,Approved,1.35,0.21,0.8,4.39,233,0.5,0.12
,R29128,932-029,08-04-2021 00:00,Glu,8,8,Approved,1.42,0.24,1.2,4.6,272,0.8,0.41
,R29060,932-029,08-04-2021 00:00,Glu,1,1,Approved,1.4,0.24,1.7,4.57,276,0.6,0.2
,R29060,932-029,08-04-2021 00:00,Glu,3,8,Approved,1.37,0.33,1.9,4.76,369,1.2,0.38
,R29113,932-029,08-04-2021 00:00,Glu,3,2,Approved,1.33,0.23,0.8,5,195,0.4,0.31
,R29178,932-029,08-04-2021 00:00,Glu,2,9,Approved,1.4,0.21,1.8,4.99,222,0.7,0.13
,R29146,932-029,08-04-2021 00:00,Glu,1,1,Approved,1.35,0.24,1,4.19,91,0.8,0.4
,R29132,932-029,08-04-2021 00:00,Glu,1,1,Approved,1.32,0.13,0.9,1.62,306,2,0.5
,R29155,932-029,08-04-2021 00:00,Glu,1,10,Approved,1.43,0.24,0.6,4.12,139,0.2,0.1
,R29060,932-029,08-04-2021 00:00,Glu,8,2,Approved,1.43,0.11,0,1.93,191,2.9,1.69
,R29113,932-029,08-04-2021 00:00,Glu,2,11,Approved,1.3,0.21,0.5,4.81,57,0.7,0.04
,R29175,932-029,08-04-2021 00:00,Glu,8,1,Approved,1.32,0.24,0.8,4.36,175,1,0.27
,R29189,932-029,08-04-2021 00:00,Glu,3,16,Approved,1.28,0.16,0.5,2.95,90,2.7,0.13
,R29142,932-029,08-04-2021 00:00,Glu,2,9,Approved,1.33,0.22,0.9,4.48,68,0.2,0.18
,R29146,932-029,08-04-2021 00:00,Glu,3,13,Approved,1.33,0.27,2,4.37,368,1.1,0.44
,R29113,932-029,08-04-2021 00:00,Glu,1,15,Approved,1.4,0.25,0.8,5.07,221,0,0.15
,R29175,932-029,08-04-2021 00:00,Glu,3,12,Approved,1.32,0.21,0.7,2.82,173,4.6,2.05
,R29132,932-029,08-04-2021 00:00,Glu,3,8,Approved,1.33,0.23,1.3,4.17,339,0.1,0.82
,R29189,932-029,08-04-2021 00:00,Glu,8,5,Approved,1.28,0.27,1,4.28,181,0.4,0.64
,R29128,932-029,08-04-2021 00:00,Glu,1,8,Approved,1.35,0.19,2.3,4.98,348,0.6,0.43
,R29155,932-029,08-04-2021 00:00,Glu,2,1,Approved,1.35,0.24,1,2.84,383,3.2,0.76
,R29125,932-029,08-04-2021 00:00,Glu,2,14,Approved,1.33,0.27,1.4,5.3,253,0.9,0.24
,R29140,932-029,08-04-2021 00:00,Glu,1,14,Approved,1.23,0.25,1.6,4.22,378,0.5,0.5
,R29132,932-029,08-04-2021 00:00,Glu,2,10,Approved,1.33,0.25,1.3,4.46,297,0.1,0.62
,R29125,932-029,08-04-2021 00:00,Glu,8,2,Approved,1.33,0.19,1.4,4.89,335,1.8,0.48
,R29069,932-029,07-04-2021 07:13,Glu,1,10,Approved,1.48,0.27,1.2,3.88,72,0.4,0.84
,R29069,932-029,07-04-2021 07:13,Glu,8,15,Approved,1.37,0.36,1,2.15,351,2.2,0.95
,R29069,932-029,07-04-2021 07:13,Glu,2,13,Approved,1.37,0.28,1.4,4.33,86,1.2,0.51
,R29069,932-029,07-04-2021 07:13,Glu,3,16,Approved,1.37,0.23,0.5,3.34,100,1.6,1.12
,R29121,932-029,07-04-2021 07:11,Glu,2,13,Approved,1.47,0.32,0.9,4.8,35,0.1,0.35
,R29121,932-029,07-04-2021 07:11,Glu,8,4,Approved,1.47,0.34,0.6,4.39,198,0.6,0.29
,R29121,932-029,07-04-2021 07:11,Glu,3,6,Approved,1.38,0.3,0.6,4.95,50,0.4,0.34
,R29121,932-029,07-04-2021 07:11,Glu,1,15,Approved,1.43,0.31,0.9,4.58,100,0.5,0.01
,R29124,932-029,07-04-2021 07:09,Glu,1,13,Approved,1.37,0.36,1,4.87,215,0.3,0.49
,R29124,932-029,07-04-2021 07:09,Glu,2,12,Approved,1.37,0.4,1.5,4.06,277,0.2,0.52
,R29124,932-029,07-04-2021 07:09,Glu,8,13,Approved,1.38,0.4,0.6,3.51,253,0,0.43
,R29124,932-029,07-04-2021 07:09,Glu,3,10,Approved,1.38,0.27,0.4,3.44,67,0.9,0.78
,R29137,932-029,07-04-2021 07:09,Glu,1,9,Approved,1.35,0.28,0.1,3.84,342,1.1,0.23
,R29137,932-029,07-04-2021 07:09,Glu,2,9,Approved,1.33,0.39,0.9,4.39,174,1.1,0.59
,R29137,932-029,07-04-2021 07:09,Glu,3,13,Approved,1.37,0.34,0.6,2.9,314,4.4,1.99
,R29137,932-029,07-04-2021 07:09,Glu,8,4,Approved,1.35,0.26,0.1,3.32,63,1.8,0.52
,R29135,932-029,07-04-2021 07:08,Glu,2,1,Approved,1.35,0.38,1,4.23,144,0.1,0.42
,R29135,932-029,07-04-2021 07:08,Glu,1,12,Approved,1.37,0.21,0.2,3.14,75,0.6,0.39
,R29135,932-029,07-04-2021 07:08,Glu,8,4,Approved,1.33,0.34,0.6,3.52,191,2.2,1.07
,R29135,932-029,07-04-2021 07:08,Glu,3,4,Approved,1.33,0.36,0.7,3.8,109,1.7,0.3
,R29043,932-029,07-04-2021 07:08,Glu,1,5,Approved,1.38,0.29,1.9,4.51,272,0.2,0.46
,R29043,932-029,07-04-2021 07:08,Glu,8,13,Approved,1.45,0.35,0.6,2.79,284,2.9,1.63
,R29043,932-029,07-04-2021 07:08,Glu,2,1,Approved,1.45,0.25,0.2,3.38,90,1.3,0.92
,R29043,932-029,07-04-2021 07:08,Glu,3,3,Approved,1.45,0.25,0.4,3.7,36,0.6,0.34
,R29123,932-029,07-04-2021 07:04,Glu,3,5,Approved,1.43,0.3,1.3,2.76,178,1.8,1.78
,R29123,932-029,07-04-2021 07:04,Glu,8,10,Approved,1.33,0.28,0.2,3.56,147,0.9,0.11
,R29123,932-029,07-04-2021 07:04,Glu,1,2,Approved,1.28,0.3,0.4,3.55,157,0.2,2.07
,R29123,932-029,07-04-2021 07:04,Glu,2,11,Approved,1.3,0.34,0.9,4.31,130,0.2,0.39
,R29135,932-029,07-04-2021 00:00,Glu,2,1,Approved,1.35,0.38,1,4.23,144,0.1,0.42
,R29121,932-029,07-04-2021 00:00,Glu,3,6,Approved,1.38,0.3,0.6,4.95,50,0.4,0.34
,R29124,932-029,07-04-2021 00:00,Glu,8,13,Approved,1.38,0.4,0.6,3.51,253,0,0.43
,R29137,932-029,07-04-2021 00:00,Glu,8,4,Approved,1.35,0.26,0.1,3.32,63,1.8,0.52
,R29137,932-029,07-04-2021 00:00,Glu,3,13,Approved,1.37,0.34,0.6,2.9,314,4.4,1.99
,R29124,932-029,07-04-2021 00:00,Glu,3,10,Approved,1.38,0.27,0.4,3.44,67,0.9,0.78
,R29043,932-029,07-04-2021 00:00,Glu,8,13,Approved,1.45,0.35,0.6,2.79,284,2.9,1.63
,R29137,932-029,07-04-2021 00:00,Glu,2,9,Approved,1.33,0.39,0.9,4.39,174,1.1,0.59
,R29123,932-029,07-04-2021 00:00,Glu,1,2,Approved,1.28,0.3,0.4,3.55,157,0.2,2.07
,R29135,932-029,07-04-2021 00:00,Glu,1,12,Approved,1.37,0.21,0.2,3.14,75,0.6,0.39
,R29123,932-029,07-04-2021 00:00,Glu,8,10,Approved,1.33,0.28,0.2,3.56,147,0.9,0.11
,R29121,932-029,07-04-2021 00:00,Glu,1,15,Approved,1.43,0.31,0.9,4.58,100,0.5,0.01
,R29043,932-029,07-04-2021 00:00,Glu,1,5,Approved,1.38,0.29,1.9,4.51,272,0.2,0.46
,R29069,932-029,07-04-2021 00:00,Glu,1,10,Approved,1.48,0.27,1.2,3.88,72,0.4,0.84
,R29137,932-029,07-04-2021 00:00,Glu,1,9,Approved,1.35,0.28,0.1,3.84,342,1.1,0.23
,R29123,932-029,07-04-2021 00:00,Glu,2,11,Approved,1.3,0.34,0.9,4.31,130,0.2,0.39
,R29043,932-029,07-04-2021 00:00,Glu,2,1,Approved,1.45,0.25,0.2,3.38,90,1.3,0.92
,R29069,932-029,07-04-2021 00:00,Glu,8,15,Approved,1.37,0.36,1,2.15,351,2.2,0.95
,R29123,932-029,07-04-2021 00:00,Glu,3,5,Approved,1.43,0.3,1.3,2.76,178,1.8,1.78
,R29124,932-029,07-04-2021 00:00,Glu,1,13,Approved,1.37,0.36,1,4.87,215,0.3,0.49
,R29135,932-029,07-04-2021 00:00,Glu,8,4,Approved,1.33,0.34,0.6,3.52,191,2.2,1.07
