time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
0.062,0.546,0.449,1.000,4.000,0.059,0.123,0.190,0.231,0.213,0.181
0.069,0.451,0.434,1.000,1.000,0.157,0.123,0.523,0.163,0.044,0.070
0.095,0.527,0.403,1.000,1.000,0.103,0.123,0.498,0.217,0.055,0.048
0.074,0.524,0.312,1.000,1.000,0.146,0.140,0.555,0.228,0.038,0.013
0.075,0.397,0.405,1.000,1.000,0.211,0.193,0.466,0.270,0.005,0.058
0.083,0.412,0.347,1.000,1.000,0.151,0.018,0.531,0.066,0.011,0.071
0.051,0.342,0.434,1.000,1.000,0.141,0.070,0.429,0.188,0.104,0.159
0.041,0.722,0.326,1.000,1.000,0.151,0.035,0.585,0.075,0.011,0.033
0.096,0.677,0.746,1.000,1.000,0.157,0.175,0.447,0.062,0.246,0.219
0.225,0.629,0.312,1.000,1.000,0.141,0.105,0.495,0.059,0.022,0.098
0.075,0.467,0.209,1.000,1.000,0.130,0.053,0.296,0.143,0.022,0.080
0.421,0.414,0.276,1.000,1.000,0.141,0.228,0.590,0.200,0.022,0.032
0.051,0.464,0.449,1.000,2.000,0.130,0.333,0.478,0.320,0.038,0.023
0.090,0.433,0.157,1.000,1.000,0.135,0.088,0.487,0.247,0.000,0.174
0.223,0.548,0.336,1.000,1.000,0.097,0.088,0.438,0.269,0.055,0.015
0.075,0.321,0.333,1.000,1.000,0.195,0.070,0.424,0.046,0.022,0.048
0.165,0.809,0.439,1.000,0.000,0.130,0.035,0.140,0.080,0.131,0.447
0.143,0.649,0.248,1.000,1.000,0.141,0.175,0.531,0.005,0.055,0.053
0.115,0.335,0.472,1.000,1.000,0.195,0.035,0.541,0.327,0.049,0.007
0.278,0.531,0.285,1.000,1.000,0.151,0.035,0.503,0.208,0.022,0.068
0.296,0.585,0.560,1.000,1.000,0.157,0.123,0.509,0.260,0.115,0.095
0.070,0.538,0.328,1.000,1.000,0.086,0.088,0.308,0.070,0.093,0.209
0.084,0.513,0.665,1.000,2.000,0.178,0.386,0.455,0.328,0.027,0.150
0.198,0.416,0.374,1.000,1.000,0.103,0.070,0.352,0.052,0.115,0.169
0.027,0.639,0.878,1.000,2.000,0.211,0.509,0.334,0.422,0.038,0.088
0.067,0.474,0.309,1.000,4.000,0.065,0.105,0.182,0.297,0.262,0.055
0.064,0.425,0.613,1.000,1.000,0.076,0.088,0.394,0.297,0.164,0.045
0.064,0.673,0.257,1.000,1.000,0.135,0.246,0.527,0.208,0.005,0.033
0.142,0.436,0.239,1.000,1.000,0.162,0.281,0.459,0.184,0.033,0.058
0.051,0.576,0.625,1.000,1.000,0.232,0.175,0.469,0.301,0.093,0.043
0.223,0.738,0.567,1.000,2.000,0.211,0.246,0.476,0.413,0.071,0.068
0.061,0.619,0.311,1.000,1.000,0.130,0.035,0.544,0.057,0.011,0.017
0.007,0.665,0.419,1.000,1.000,0.232,0.070,0.552,0.184,0.011,0.032
0.074,0.251,0.284,1.000,1.000,0.086,0.193,0.551,0.236,0.022,0.053
0.066,0.328,0.517,1.000,1.000,0.070,0.211,0.518,0.378,0.109,0.030
0.051,0.468,0.425,1.000,1.000,0.124,0.193,0.505,0.107,0.000,0.018
0.083,0.381,0.418,1.000,1.000,0.168,0.211,0.510,0.369,0.000,0.118
0.042,0.564,0.255,1.000,4.000,0.049,0.316,0.053,0.353,0.104,0.218
0.073,0.570,0.343,1.000,1.000,0.157,0.018,0.525,0.009,0.033,0.027
0.076,0.374,0.744,1.000,2.000,0.168,0.368,0.498,0.346,0.284,0.037
0.077,0.558,0.341,1.000,1.000,0.146,0.193,0.503,0.121,0.027,0.032
0.066,0.372,0.375,1.000,1.000,0.141,0.140,0.530,0.182,0.005,0.073
0.067,0.370,0.371,1.000,1.000,0.205,0.105,0.526,0.227,0.000,0.066
0.143,0.513,0.468,1.000,1.000,0.173,0.263,0.539,0.052,0.164,0.051
0.006,0.470,0.197,1.000,1.000,0.124,0.105,0.469,0.034,0.071,0.161
0.063,0.610,0.060,1.000,1.000,0.135,0.158,0.485,0.073,0.000,0.051
0.124,0.563,0.449,1.000,1.000,0.178,0.333,0.433,0.189,0.082,0.022
0.093,0.362,0.369,1.000,1.000,0.162,0.105,0.504,0.061,0.038,0.065
0.095,0.592,0.596,1.000,2.000,0.184,0.404,0.506,0.232,0.011,0.080
0.129,0.416,0.242,1.000,1.000,0.157,0.211,0.358,0.071,0.000,0.096
0.006,0.178,0.585,1.000,1.000,0.157,0.193,0.470,0.128,0.033,0.028
0.156,0.523,0.719,1.000,1.000,0.168,0.263,0.427,0.196,0.235,0.032
0.070,0.357,0.360,1.000,1.000,0.141,0.000,0.529,0.217,0.027,0.022
0.063,0.399,0.239,1.000,1.000,0.108,0.158,0.403,0.043,0.120,0.013
0.033,0.611,0.364,1.000,1.000,0.157,0.018,0.354,0.028,0.005,0.108
0.280,0.582,0.466,1.000,1.000,0.162,0.018,0.412,0.068,0.093,0.209
0.042,0.690,0.630,1.000,1.000,0.157,0.123,0.419,0.320,0.191,0.118
0.053,0.570,0.253,1.000,1.000,0.173,0.035,0.625,0.001,0.011,0.091
0.082,0.726,0.293,1.000,1.000,0.119,0.246,0.496,0.199,0.022,0.020
0.068,0.563,0.410,1.000,1.000,0.141,0.140,0.450,0.172,0.027,0.055
0.083,0.695,0.231,1.000,1.000,0.168,0.018,0.530,0.128,0.049,0.017
0.192,0.564,0.163,1.000,1.000,0.038,0.105,0.274,0.078,0.044,0.053
0.064,0.640,0.394,1.000,1.000,0.119,0.000,0.481,0.062,0.137,0.096
0.138,0.574,0.340,1.000,1.000,0.086,0.193,0.579,0.181,0.000,0.141
0.085,0.445,0.331,1.000,1.000,0.141,0.070,0.517,0.094,0.033,0.131
0.071,0.838,0.226,1.000,1.000,0.157,0.158,0.484,0.154,0.027,0.068
0.071,0.703,0.462,1.000,1.000,0.162,0.123,0.242,0.219,0.093,0.123
0.057,0.335,0.355,1.000,1.000,0.168,0.035,0.512,0.046,0.011,0.000
0.191,0.699,0.114,1.000,1.000,0.103,0.035,0.305,0.066,0.055,0.083
0.088,0.540,0.255,1.000,1.000,0.141,0.140,0.511,0.249,0.044,0.015
0.051,0.881,0.661,1.000,1.000,0.157,0.211,0.564,0.230,0.016,0.028
0.004,0.451,0.640,1.000,2.000,0.168,0.351,0.449,0.349,0.027,0.151
0.145,0.512,0.406,1.000,1.000,0.141,0.140,0.581,0.032,0.005,0.012
0.120,0.716,0.352,1.000,3.000,0.178,0.035,0.425,0.406,0.000,0.118
0.065,0.840,0.338,1.000,1.000,0.141,0.000,0.553,0.128,0.000,0.005
0.139,0.630,0.497,1.000,1.000,0.200,0.263,0.498,0.236,0.038,0.020
0.045,0.441,0.585,1.000,1.000,0.130,0.053,0.540,0.026,0.060,0.047
0.007,0.306,0.661,1.000,0.000,0.162,0.158,0.160,0.188,0.175,0.336
0.017,0.268,0.240,1.000,1.000,0.151,0.070,0.477,0.265,0.044,0.003
0.064,0.452,0.405,1.000,1.000,0.157,0.053,0.650,0.125,0.016,0.075
0.241,0.461,0.404,1.000,1.000,0.189,0.211,0.326,0.077,0.066,0.125
0.073,0.430,0.269,1.000,0.000,0.141,0.035,0.193,0.143,0.148,0.238
0.079,0.602,0.279,1.000,1.000,0.178,0.000,0.391,0.018,0.120,0.106
0.119,0.329,0.263,1.000,0.000,0.065,0.070,0.338,0.120,0.115,0.331
0.263,0.583,0.546,1.000,3.000,0.227,0.035,0.481,0.443,0.044,0.136
0.214,0.555,0.404,1.000,1.000,0.189,0.018,0.545,0.108,0.033,0.110
0.063,0.678,0.800,1.000,1.000,0.227,0.158,0.568,0.380,0.011,0.091
0.134,0.439,0.386,1.000,1.000,0.157,0.000,0.607,0.131,0.038,0.017
0.194,0.484,0.403,1.000,1.000,0.108,0.175,0.511,0.175,0.038,0.008
0.168,0.310,0.627,1.000,1.000,0.141,0.140,0.533,0.333,0.087,0.116
0.390,0.546,0.612,1.000,2.000,0.146,0.404,0.581,0.324,0.033,0.066
0.299,0.500,0.394,1.000,1.000,0.178,0.228,0.534,0.029,0.033,0.035
0.093,0.597,0.560,1.000,1.000,0.146,0.035,0.405,0.324,0.158,0.090
0.218,0.295,0.553,1.000,1.000,0.151,0.140,0.413,0.043,0.066,0.279
0.065,0.260,0.321,1.000,1.000,0.146,0.070,0.509,0.052,0.060,0.076
0.249,0.552,0.317,1.000,1.000,0.168,0.175,0.407,0.163,0.022,0.093
0.195,0.539,0.200,1.000,1.000,0.146,0.123,0.611,0.036,0.000,0.108
0.153,0.499,0.067,1.000,1.000,0.097,0.140,0.562,0.156,0.060,0.075
0.069,0.437,0.312,1.000,1.000,0.205,0.140,0.596,0.269,0.016,0.038
0.093,0.659,0.345,1.000,1.000,0.124,0.140,0.548,0.097,0.000,0.083
0.197,0.621,0.244,1.000,1.000,0.151,0.368,0.581,0.237,0.016,0.066
0.047,0.602,0.435,1.000,2.000,0.114,0.316,0.494,0.415,0.115,0.051
0.075,0.696,0.370,1.000,1.000,0.103,0.105,0.495,0.139,0.005,0.033
0.042,0.531,0.348,1.000,1.000,0.141,0.070,0.607,0.117,0.005,0.022
0.145,0.781,0.510,1.000,3.000,0.189,0.053,0.497,0.449,0.082,0.111
0.038,0.566,0.368,1.000,1.000,0.178,0.105,0.420,0.024,0.027,0.025
0.293,0.551,0.323,1.000,1.000,0.135,0.140,0.554,0.015,0.022,0.030
0.067,0.515,0.539,1.000,2.000,0.195,0.368,0.481,0.284,0.005,0.096
0.206,0.807,0.585,1.000,1.000,0.146,0.211,0.464,0.347,0.175,0.316
0.141,0.527,0.278,1.000,1.000,0.114,0.211,0.533,0.241,0.011,0.008
0.238,0.748,0.529,1.000,1.000,0.173,0.281,0.562,0.268,0.060,0.055
0.063,0.603,0.418,1.000,1.000,0.151,0.123,0.646,0.195,0.000,0.073
0.068,0.278,0.719,1.000,1.000,0.216,0.228,0.361,0.264,0.098,0.219
0.073,0.518,0.321,1.000,1.000,0.184,0.053,0.534,0.107,0.038,0.048
0.078,0.471,0.343,1.000,0.000,0.135,0.123,0.253,0.254,0.055,0.389
0.115,0.593,0.593,1.000,3.000,0.141,0.193,0.468,0.420,0.066,0.103
0.022,0.353,0.499,1.000,1.000,0.184,0.000,0.351,0.244,0.087,0.055
0.040,0.675,0.413,1.000,0.000,0.178,0.193,0.334,0.293,0.104,0.362
0.039,0.766,0.284,1.000,1.000,0.135,0.035,0.575,0.165,0.033,0.022
0.111,0.567,0.474,1.000,1.000,0.086,0.018,0.547,0.267,0.120,0.042
0.010,0.837,0.372,1.000,1.000,0.168,0.526,0.589,0.008,0.071,0.100
0.156,0.613,0.310,1.000,1.000,0.103,0.088,0.623,0.077,0.005,0.008
0.091,0.592,0.520,1.000,1.000,0.135,0.123,0.526,0.167,0.022,0.060
0.257,0.638,0.433,1.000,1.000,0.151,0.035,0.594,0.042,0.049,0.040
0.001,0.437,0.621,1.000,1.000,0.157,0.070,0.492,0.140,0.104,0.211
0.349,0.847,0.395,1.000,1.000,0.114,0.333,0.596,0.239,0.016,0.022
0.002,0.247,0.507,1.000,2.000,0.162,0.491,0.557,0.318,0.098,0.093
0.067,0.835,0.085,1.000,1.000,0.151,0.035,0.520,0.034,0.060,0.042
0.071,0.373,0.326,1.000,1.000,0.222,0.070,0.473,0.208,0.066,0.002
0.188,0.710,0.605,1.000,1.000,0.135,0.158,0.485,0.240,0.033,0.103
0.056,0.193,0.454,1.000,2.000,0.130,0.474,0.266,0.214,0.120,0.169
0.066,0.595,0.407,1.000,4.000,0.092,0.070,0.299,0.306,0.273,0.179
0.290,0.789,0.379,1.000,4.000,0.086,0.018,0.301,0.226,0.240,0.061
0.276,0.680,0.501,1.000,1.000,0.157,0.000,0.344,0.092,0.098,0.051
0.010,0.344,0.406,1.000,1.000,0.205,0.316,0.446,0.182,0.016,0.166
0.075,0.551,0.556,1.000,1.000,0.141,0.053,0.223,0.148,0.164,0.058
0.061,0.497,0.384,1.000,1.000,0.151,0.035,0.583,0.153,0.049,0.050
0.076,0.470,0.519,1.000,2.000,0.135,0.368,0.601,0.375,0.104,0.048
0.055,0.578,0.568,1.000,3.000,0.135,0.123,0.498,0.466,0.098,0.028
0.078,0.315,0.276,1.000,1.000,0.200,0.000,0.573,0.185,0.022,0.056
0.070,0.462,0.357,1.000,1.000,0.119,0.053,0.301,0.148,0.066,0.140
0.055,0.470,0.478,1.000,2.000,0.135,0.351,0.495,0.401,0.066,0.073
0.046,0.612,0.614,1.000,1.000,0.130,0.018,0.607,0.221,0.027,0.018
0.050,0.548,0.139,1.000,1.000,0.108,0.018,0.540,0.082,0.033,0.090
0.073,0.994,0.751,1.000,1.000,0.157,0.316,0.419,0.249,0.066,0.078
0.100,0.607,0.491,1.000,1.000,0.211,0.123,0.449,0.239,0.098,0.033
0.143,0.452,0.504,1.000,1.000,0.184,0.281,0.550,0.195,0.000,0.105
0.070,0.756,0.551,1.000,1.000,0.189,0.053,0.515,0.139,0.044,0.048
0.065,0.330,0.242,1.000,1.000,0.162,0.263,0.533,0.260,0.016,0.051
0.191,0.904,0.297,1.000,4.000,0.151,0.053,0.166,0.401,0.093,0.296
0.047,0.555,0.213,1.000,0.000,0.092,0.070,0.321,0.186,0.191,0.296
0.049,0.512,0.285,1.000,1.000,0.146,0.035,0.578,0.033,0.093,0.281
0.092,0.549,0.592,1.000,1.000,0.146,0.246,0.420,0.239,0.060,0.128
0.334,0.589,0.417,1.000,1.000,0.157,0.070,0.494,0.163,0.005,0.020
0.065,0.538,0.435,1.000,2.000,0.173,0.333,0.419,0.315,0.082,0.043
0.263,0.687,0.507,1.000,0.000,0.070,0.158,0.048,0.135,0.246,0.331
0.061,0.257,0.271,1.000,1.000,0.151,0.175,0.515,0.291,0.077,0.017
0.029,0.523,0.432,1.000,1.000,0.178,0.088,0.480,0.208,0.027,0.050
0.346,0.622,0.626,1.000,1.000,0.195,0.035,0.433,0.276,0.038,0.081
0.068,0.469,0.212,1.000,1.000,0.157,0.211,0.442,0.148,0.011,0.068
0.019,0.305,0.356,1.000,1.000,0.168,0.158,0.552,0.106,0.038,0.035
0.061,0.501,0.561,1.000,0.000,0.059,0.035,0.224,0.112,0.109,0.287
0.058,0.475,0.646,1.000,0.000,0.076,0.105,0.130,0.106,0.197,0.334
0.009,0.497,0.352,1.000,1.000,0.141,0.000,0.512,0.121,0.011,0.027
0.118,0.436,0.299,1.000,1.000,0.103,0.000,0.433,0.065,0.016,0.100
0.266,0.712,0.297,1.000,1.000,0.130,0.053,0.595,0.200,0.005,0.018
0.075,0.731,0.498,1.000,1.000,0.238,0.175,0.527,0.349,0.000,0.033
0.091,0.408,0.716,1.000,1.000,0.124,0.246,0.482,0.244,0.169,0.032
0.025,0.764,0.302,1.000,1.000,0.114,0.140,0.350,0.149,0.055,0.065
0.003,0.372,0.492,1.000,1.000,0.135,0.053,0.364,0.158,0.055,0.130
0.088,0.317,0.608,1.000,1.000,0.195,0.140,0.489,0.284,0.005,0.023
0.064,0.728,0.571,1.000,2.000,0.097,0.491,0.554,0.191,0.049,0.083
0.079,0.430,0.414,1.000,1.000,0.124,0.105,0.498,0.384,0.022,0.116
0.195,0.659,0.450,1.000,1.000,0.135,0.070,0.541,0.411,0.038,0.017
0.132,0.357,0.325,1.000,1.000,0.119,0.000,0.349,0.010,0.077,0.154
0.026,0.274,0.566,1.000,1.000,0.216,0.158,0.435,0.129,0.044,0.076
0.012,0.306,0.403,1.000,1.000,0.162,0.105,0.447,0.051,0.038,0.081
0.152,0.607,0.367,1.000,1.000,0.168,0.035,0.544,0.006,0.044,0.078
0.300,0.703,0.431,1.000,1.000,0.184,0.298,0.538,0.282,0.016,0.065
0.068,0.663,0.017,1.000,1.000,0.151,0.000,0.523,0.028,0.049,0.150
0.087,0.000,0.654,1.000,1.000,0.103,0.140,0.499,0.247,0.191,0.050
0.061,0.713,0.694,1.000,1.000,0.146,0.263,0.408,0.296,0.077,0.007
0.007,0.533,0.504,1.000,1.000,0.168,0.070,0.459,0.339,0.126,0.047
0.059,0.934,0.317,1.000,1.000,0.141,0.351,0.476,0.138,0.011,0.017
0.267,0.486,0.572,1.000,1.000,0.178,0.211,0.552,0.389,0.038,0.035
0.184,0.564,0.656,1.000,4.000,0.119,0.018,0.244,0.343,0.279,0.070
0.066,0.548,0.414,1.000,1.000,0.184,0.246,0.515,0.134,0.060,0.065
0.000,0.577,0.432,1.000,1.000,0.141,0.035,0.438,0.166,0.005,0.045
0.300,0.512,0.427,1.000,1.000,0.157,0.228,0.553,0.233,0.000,0.012
0.203,0.554,0.164,1.000,1.000,0.189,0.123,0.343,0.259,0.087,0.047
0.052,0.436,0.213,1.000,1.000,0.065,0.140,0.386,0.122,0.169,0.065
0.070,0.546,0.577,1.000,1.000,0.168,0.175,0.530,0.315,0.060,0.056
0.059,0.536,0.296,1.000,1.000,0.135,0.018,0.581,0.017,0.077,0.008
0.072,0.309,0.354,1.000,2.000,0.232,0.421,0.595,0.199,0.109,0.169
0.005,0.548,0.624,1.000,1.000,0.135,0.211,0.564,0.287,0.005,0.022
0.140,0.684,0.408,1.000,4.000,0.043,0.316,0.177,0.175,0.186,0.053
0.002,0.520,0.525,1.000,1.000,0.114,0.035,0.527,0.200,0.044,0.053
0.124,0.630,0.481,1.000,1.000,0.130,0.333,0.595,0.162,0.049,0.140
0.273,0.353,0.146,1.000,1.000,0.043,0.035,0.247,0.111,0.126,0.121
0.054,0.437,0.357,1.000,1.000,0.130,0.018,0.480,0.041,0.033,0.022
0.037,0.560,0.451,1.000,2.000,0.119,0.386,0.558,0.374,0.022,0.028
0.053,0.454,0.369,1.000,1.000,0.168,0.158,0.613,0.089,0.027,0.043
0.204,0.656,0.418,1.000,1.000,0.184,0.140,0.489,0.163,0.027,0.045
0.217,0.371,0.374,1.000,1.000,0.157,0.123,0.429,0.172,0.093,0.017
0.097,0.369,0.413,1.000,1.000,0.135,0.070,0.539,0.189,0.038,0.022
0.109,0.705,0.563,1.000,1.000,0.146,0.088,0.550,0.265,0.153,0.010
0.125,0.381,0.503,1.000,1.000,0.184,0.246,0.557,0.208,0.038,0.007
0.123,0.214,0.456,1.000,1.000,0.157,0.246,0.425,0.244,0.022,0.055
0.262,0.432,0.366,1.000,1.000,0.157,0.018,0.557,0.339,0.000,0.037
0.144,0.649,0.459,1.000,1.000,0.086,0.228,0.613,0.149,0.027,0.012
0.065,0.500,0.398,1.000,1.000,0.216,0.000,0.523,0.119,0.093,0.053
0.045,0.466,0.267,1.000,1.000,0.097,0.123,0.337,0.126,0.044,0.226
0.133,0.569,0.476,1.000,1.000,0.216,0.035,0.517,0.269,0.033,0.038
0.757,0.352,0.147,1.000,1.000,0.119,0.035,0.568,0.001,0.011,0.047
0.116,0.449,0.411,1.000,1.000,0.119,0.193,0.376,0.269,0.033,0.073
0.008,0.615,0.592,1.000,1.000,0.146,0.158,0.494,0.204,0.060,0.030
0.013,0.817,0.308,1.000,1.000,0.162,0.053,0.508,0.062,0.027,0.023
0.067,0.828,0.322,1.000,1.000,0.135,0.123,0.554,0.019,0.011,0.002
0.056,0.602,0.218,1.000,1.000,0.157,0.158,0.466,0.321,0.066,0.051
0.111,0.499,0.339,1.000,1.000,0.103,0.140,0.474,0.401,0.049,0.032
0.008,0.523,0.198,1.000,1.000,0.054,0.175,0.597,0.134,0.005,0.030
0.061,0.781,0.626,1.000,1.000,0.173,0.053,0.596,0.051,0.044,0.068
0.505,0.178,0.478,1.000,1.000,0.189,0.140,0.582,0.180,0.060,0.038
0.091,0.694,0.345,1.000,4.000,0.141,0.035,0.056,0.314,0.235,0.158
0.363,0.363,0.547,1.000,4.000,0.141,0.035,0.182,0.145,0.235,0.239
0.166,0.462,0.542,1.000,1.000,0.070,0.228,0.518,0.367,0.087,0.017
0.019,0.636,0.468,1.000,1.000,0.141,0.316,0.505,0.321,0.000,0.071
0.139,0.397,0.412,1.000,1.000,0.157,0.193,0.597,0.199,0.044,0.012
0.090,0.405,0.421,1.000,1.000,0.227,0.211,0.503,0.296,0.044,0.096
0.071,0.546,0.561,1.000,0.000,0.141,0.053,0.335,0.033,0.142,0.339
0.077,0.489,0.445,1.000,1.000,0.162,0.053,0.369,0.320,0.060,0.095
0.014,0.530,0.857,1.000,1.000,0.157,0.298,0.391,0.221,0.208,0.108
0.127,0.754,0.302,1.000,1.000,0.135,0.140,0.459,0.159,0.027,0.189
0.136,0.352,0.585,1.000,2.000,0.135,0.316,0.438,0.450,0.093,0.063
0.138,0.554,0.536,1.000,1.000,0.130,0.018,0.385,0.117,0.109,0.314
0.015,0.575,0.383,1.000,0.000,0.081,0.175,0.233,0.099,0.219,0.238
0.135,0.497,0.413,1.000,1.000,0.119,0.123,0.557,0.173,0.011,0.003
0.152,0.247,0.306,1.000,1.000,0.184,0.246,0.369,0.284,0.066,0.118
0.216,0.634,0.515,1.000,1.000,0.168,0.088,0.454,0.120,0.022,0.083
0.151,0.423,0.358,1.000,1.000,0.173,0.281,0.438,0.193,0.000,0.050
0.077,0.366,0.411,1.000,1.000,0.184,0.140,0.557,0.075,0.060,0.007
0.033,0.553,0.379,1.000,1.000,0.065,0.211,0.426,0.023,0.049,0.086
0.164,0.505,0.207,1.000,1.000,0.076,0.035,0.593,0.250,0.044,0.051
0.055,0.418,0.428,1.000,1.000,0.146,0.070,0.442,0.228,0.044,0.018
0.056,0.151,0.060,1.000,1.000,0.141,0.123,0.508,0.188,0.060,0.027
0.094,0.398,0.422,1.000,1.000,0.162,0.053,0.539,0.270,0.071,0.159
0.398,0.641,0.687,1.000,1.000,0.141,0.035,0.456,0.186,0.038,0.262
0.216,0.498,0.372,1.000,1.000,0.195,0.263,0.553,0.235,0.005,0.090
0.022,0.404,0.575,1.000,1.000,0.157,0.018,0.448,0.304,0.049,0.095
0.287,0.612,0.485,1.000,1.000,0.151,0.158,0.488,0.378,0.038,0.081
0.026,0.416,0.815,1.000,1.000,0.103,0.053,0.413,0.219,0.246,0.071
0.073,0.559,0.545,1.000,1.000,0.124,0.105,0.475,0.392,0.082,0.012
0.069,0.754,0.443,1.000,2.000,0.211,0.316,0.487,0.349,0.011,0.063
0.158,0.794,0.106,1.000,1.000,0.114,0.000,0.414,0.073,0.071,0.078
0.130,0.971,0.685,1.000,1.000,0.130,0.123,0.569,0.188,0.060,0.111
0.238,0.598,0.549,1.000,1.000,0.146,0.228,0.470,0.005,0.055,0.037
0.133,0.594,0.393,1.000,1.000,0.157,0.053,0.439,0.114,0.005,0.073
0.006,0.493,0.701,1.000,1.000,0.097,0.000,0.457,0.309,0.038,0.007
0.161,0.687,0.546,1.000,1.000,0.103,0.158,0.513,0.337,0.055,0.002
0.055,0.527,0.278,1.000,1.000,0.135,0.140,0.540,0.222,0.022,0.053
0.075,0.470,0.469,1.000,1.000,0.195,0.193,0.515,0.329,0.044,0.060
0.071,0.927,0.481,1.000,1.000,0.216,0.298,0.364,0.267,0.082,0.045
0.065,0.417,0.817,1.000,1.000,0.178,0.193,0.453,0.399,0.093,0.058
0.004,0.521,0.309,1.000,1.000,0.141,0.018,0.527,0.315,0.038,0.066
0.059,0.508,0.062,1.000,1.000,0.168,0.035,0.425,0.203,0.120,0.106
0.057,0.576,0.812,1.000,1.000,0.146,0.333,0.427,0.264,0.066,0.080
0.149,0.357,0.792,1.000,0.000,0.097,0.158,0.219,0.196,0.148,0.390
0.031,0.614,0.696,1.000,4.000,0.162,0.018,0.310,0.163,0.208,0.269
0.061,0.489,0.655,1.000,1.000,0.162,0.105,0.499,0.324,0.027,0.012
0.133,0.675,0.351,1.000,1.000,0.216,0.088,0.508,0.056,0.027,0.103
0.000,0.635,0.751,1.000,1.000,0.173,0.053,0.453,0.334,0.055,0.061
0.064,0.778,0.353,1.000,1.000,0.141,0.123,0.548,0.159,0.022,0.008
0.029,0.487,0.278,1.000,1.000,0.141,0.088,0.566,0.161,0.000,0.073
0.142,0.642,0.456,1.000,4.000,0.065,0.070,0.152,0.292,0.131,0.229
0.073,0.627,0.461,1.000,1.000,0.157,0.421,0.582,0.037,0.115,0.013
0.085,0.216,0.251,1.000,1.000,0.157,0.211,0.544,0.375,0.077,0.100
0.078,0.414,0.159,1.000,1.000,0.135,0.140,0.456,0.231,0.011,0.040
0.077,0.552,0.271,1.000,1.000,0.189,0.246,0.515,0.228,0.066,0.088
0.151,0.559,0.550,1.000,1.000,0.135,0.088,0.593,0.224,0.027,0.002
0.143,0.593,0.288,1.000,1.000,0.108,0.070,0.328,0.265,0.005,0.312
0.141,0.560,0.249,1.000,1.000,0.092,0.070,0.613,0.032,0.011,0.043
0.078,0.001,0.383,1.000,2.000,0.205,0.298,0.343,0.480,0.077,0.146
0.278,0.329,0.272,1.000,1.000,0.130,0.140,0.513,0.202,0.011,0.051
0.003,0.372,0.462,1.000,1.000,0.124,0.105,0.403,0.200,0.115,0.141
0.289,0.514,0.343,1.000,0.000,0.119,0.070,0.250,0.071,0.060,0.309
0.126,0.415,0.390,1.000,1.000,0.114,0.000,0.436,0.224,0.011,0.115
0.316,0.617,0.661,1.000,1.000,0.249,0.193,0.324,0.307,0.131,0.154
0.076,0.474,0.266,1.000,1.000,0.162,0.053,0.550,0.079,0.066,0.017
0.072,0.616,0.161,1.000,2.000,0.124,0.368,0.414,0.278,0.044,0.010
0.152,0.307,0.434,1.000,1.000,0.211,0.246,0.557,0.130,0.049,0.148
0.229,0.496,0.734,1.000,1.000,0.211,0.070,0.523,0.292,0.087,0.061
0.011,0.461,0.560,1.000,1.000,0.200,0.035,0.457,0.392,0.148,0.008
0.017,0.497,0.592,1.000,1.000,0.124,0.386,0.477,0.236,0.011,0.068
0.092,0.511,0.748,1.000,2.000,0.200,0.246,0.406,0.445,0.180,0.081
0.121,0.295,0.473,1.000,1.000,0.195,0.246,0.565,0.040,0.049,0.068
0.065,0.896,0.452,1.000,1.000,0.151,0.053,0.466,0.177,0.066,0.066
0.078,0.458,0.292,1.000,1.000,0.162,0.158,0.540,0.094,0.066,0.022
0.055,0.691,0.268,1.000,1.000,0.205,0.281,0.393,0.200,0.016,0.103
0.067,0.519,0.353,1.000,1.000,0.103,0.175,0.308,0.121,0.109,0.168
0.127,0.431,0.263,1.000,1.000,0.178,0.298,0.554,0.256,0.022,0.121
0.123,0.400,0.343,1.000,1.000,0.189,0.175,0.476,0.107,0.033,0.085
0.294,0.635,0.257,1.000,1.000,0.168,0.175,0.473,0.291,0.077,0.136
0.069,0.614,0.392,1.000,4.000,0.157,0.000,0.211,0.107,0.251,0.239
0.444,0.373,0.394,1.000,1.000,0.249,0.105,0.372,0.337,0.120,0.051
0.046,0.359,0.541,1.000,1.000,0.130,0.018,0.342,0.129,0.126,0.282
0.075,0.331,0.261,1.000,1.000,0.173,0.175,0.568,0.088,0.049,0.010
0.061,0.610,0.295,1.000,1.000,0.130,0.123,0.618,0.148,0.011,0.108
0.198,0.773,0.390,1.000,1.000,0.086,0.018,0.566,0.208,0.016,0.012
0.222,0.717,0.266,1.000,1.000,0.049,0.123,0.354,0.089,0.082,0.213
0.279,0.209,0.758,1.000,3.000,0.151,0.175,0.566,0.490,0.055,0.101
0.294,0.643,0.395,1.000,1.000,0.173,0.316,0.538,0.040,0.027,0.037
0.098,0.633,0.616,1.000,1.000,0.151,0.105,0.456,0.283,0.016,0.113
0.048,0.616,0.662,1.000,3.000,0.211,0.088,0.552,0.457,0.027,0.023
0.050,0.246,0.734,1.000,2.000,0.195,0.263,0.499,0.356,0.115,0.032
0.077,0.309,0.315,1.000,1.000,0.119,0.000,0.506,0.188,0.049,0.050
